,usuario,texto;;
;;
Todo Estado Ã­mpio é  uma ditadura de sua classe dominante.;;
https://t.co/CYC8ocIfMx;;
"#MovimentoUna""";;
"5777,@felipeneto,""@felipeneto Se fosse uma música sobre a Legalização das drogas, ou sobre a favor do aborto talvez vc não estivesse criticando e sim elogiando.";;
"Sabe pq? pq vc e um otário que e totalmente contra o combate ao corona vírus ou Hipócrita.""";;
5785,@felipeneto,@felipeneto Corona vírus eu entrego em tuas mãos;;
"5788,@felipeneto,""@MKsilvaTT @MARCIAMAHDU @felipeneto E como você disse que homicídios só vem caindo a taxa, então o que dizer de Janeiro e Fevereiro com a taxa maior que 2019. homicídios virus só em uma mês (de sua escolha) matou mais que corona na Bahia durante todo perido de pandemia aqui";;
"https://t.co/vlavhKAuH5 https://t.co/PevuZn5f0k""";;
5794,@felipeneto,@AecioTelles @lalelilolaura @eita_myy @felipeneto Mas vc não entende que se pegar corona vai passar pra todo mundo filha da puta;;
5798,@felipeneto,@felipeneto Sou um ser humano muito ruim por desejar que peguem corona e sejam tratados com a cloroquina pra que vejam se é verdade!?!;;
5807,@felipeneto,@euhenrique99 @felipeneto Atenção Alguém infiltra alguém com corona vírus no meio do povo do Bolsonaro.;;
5813,@felipeneto,@felipeneto Queria saber qual a sensação dos jornalistas q cobrem o dia a dia do inominável. Tds estão bem?  Fico preocupado com eles. Sei lá eu acho eles tão resistentes devem ter imunidade alta. Pq pra aguentar esse tipo de coronévírus constantemente tedoide. O corona pra eles é fichinha.;;
5814,@felipeneto,@BlancMirna @felipeneto Queria saber qual a sensação dos jornalistas q cobrem o dia a dia do inominável. Tds estão bem?  Fico preocupado com eles. Sei lá eu acho eles tão resistentes devem ter imunidade alta. Pq pra aguentar esse tipo de coronévírus constantemente tedoide. O corona pra eles é fichinha.;;
"5815,@felipeneto,""@felipeneto Olá, caro militante! Oque a sua pessoa está fazendo para a ajudar em relação ao corona?""";;
"5820,@felipeneto,""@felipeneto NÃO CONHEÇO NINGUÉM Q MORREU DE CORONA VÍRUS NA MINHA CIDADE,MAS CONHEÇO UM MONTE QE PERDEU O EMPREGO POR CAUSA DESSES DESGOVERNOS""";;
"5821,@felipeneto,""@felipeneto NÃO CONHEÇO NINGUÉM Q MORREU DE CORONA VÍRUS NA MINHA CIDADE,MAS CONHEÇO UM MONTE QE PERDEU O EMPREGO POR CAUSA DESSES DESGOVERNOS""";;
"5822,@felipeneto,""@felipeneto NÃO CONHEÇO NINGUÉM Q MORREU DE CORONA VÍRUS NA MINHA CIDADE,MAS CONHEÇO UM MONTE QE PERDEU O EMPREGO POR CAUSA DESSES DESGOVERNOS""";;
"5823,@felipeneto,""@felipeneto NÃO CONHEÇO NINGUÉM Q MORREU DE CORONA VÍRUS NA MINHA CIDADE,MAS CONHEÇO UM MONTE QE PERDEU O EMPREGO POR CAUSA DESSES DESGOVERNOS""";;
5829,@felipeneto,@MirianCostta @felipeneto Queria vê se eles teriam coragem de se contaminar voluntariamente com o corona...;;
5842,@felipeneto,@felipeneto Isso já deixou de ser engraçado a muito tempo.... corona faça o seu trabalho;;
5843,@felipeneto,@felipeneto Isso é uma seita. Adoradores do Capetão Corona.;;
5875,@felipeneto,@felipeneto A nova tática contra o corona é atirar em cada partícula viral. Ai ó a solução! perfeita.;;
"5968,@felipeneto,""@felipeneto Querido, se vc parar no hospital por conta do corona, é cloroquina que vc vai tomar. Mas o povo do SUS não tem essa opção. Isso é tão óbvio, que chega ser ridícula discutir isso. Genocida é quem tenta boicotar o único tratamento que vem surtindo efeito.""";;
6040,@felipeneto,@Amiguinha_1 @voumilitei @felipeneto fala isso pras familias que perderam parentes pra o corona e nem tiveram o prazer de enterrar eles....mas fala pessoalmente olhando nos olhos deles;;
"6043,@felipeneto,""@Marcos98578045 @MeioBob @MortariSchmidt @felipeneto A Argentina já está começando a reabrir, e a crise que ela está é apesar do corona, enquanto o brasil eventualmente tera que se fechar mais cedo ou tarde por conta do estrago. E não teve saturação do sis de saúde, como em alguns estados do Brasil teve e """"terá""""""";;
6044,@felipeneto,@PauloSi74977439 @_milseguidores @felipeneto Depois pega corona e reclama;;
"6050,@felipeneto,""@maybimxk @felipeneto A Pra porra, vai e não volta, eles tem nem tempo de morrer de corona, morrem de fome msm""";;
6074,@felipeneto,@cayonia @Elgorilajefe @fernandes_3 @felipeneto Inclusive me cuido muito contra o corona.;;
"6076,@felipeneto,""@Lemaciel92 @Elgorilajefe @fernandes_3 @felipeneto Vc é ex atleta, relaxa q o corona n pega em vc""";;
"6077,@felipeneto,""@um_seru_mano @CSMelissa @Eric_Coutinho02 @_nebularae @gihsturaro @felipeneto Isso quem é contra o direito que o empresário tem de demitir seu funcionário para ficar com o lucro que se esforçou para conseguir, boicota. ";;
;;
"Garanto que o desemprego mata mais, não é atoa que os venezuelanos vem para o Brasil mesmo com as taxas de corona mais baixas lá.""";;
6095,@felipeneto,@felipeneto @moura_101 @arthurmoledoval @kimpkat @Estadao @veramagalhaes @folha @MBLivre @joicehasselmann olha o que o prefeito de itaituba diz após  o presidente  na live de quinta feira dizer que a cidade nao tem casos de corona virus.. la ta ate o bico de gente doente https://t.co/JNDC9moYzL;;
6109,@felipeneto,@felipeneto Falou o cara que se pegar o corona vírus vai logo avisar aos médicos para utilizar a cloroquina.;;
"6166,@felipeneto,""@Jhon_MPM @felipeneto @jairbolsonaro Desse jeito vão matar um milhão de pessoas, todos que morrem e de COVID-19. Não tem mais outra causa de morte hospitais?";;
"A coisa está tão escrachada que morreu um cara aqui perto de casa com tiro de fuzil e disseram que era Corona.??? Disseram que era nome de estimação do fuzil.""";;
"6175,@felipeneto,""@felipeneto Se em 13 anos de governo a saúde ficou abandonada como se vê, o que se esperaria de 1 ano pré corona, que o Haddad fosse a cura ?""";;
"6180,@felipeneto,""@felipeneto É efetivo sim!";;
Se a pessoa toma ela morre!;;
Se ela tá morta ela n tem corona;;
"game over""""""";;
6183,@felipeneto,@felipeneto O que diabos um general tem haver com a SAÚDE????? SAÚDE ele vai mardar um batalhão atirar no corona?;;
"6203,@felipeneto,""@felipeneto Nossa que Live e canal interessante. ";;
"Discutindo a violência cotidiana contra as mulheres no Brasil e o seu aumento durante a Pandemia do covid-19 ou corona-vírus. Putz Grilla!! Basta!!""";;
"6208,@felipeneto,""@felipeneto @PriAlcantara Pois é mulheres tão sendo espancadas, crianças estão sendo abusadas, alguns homens estão tentando tirar sua própria vida pór não ter como sustentar sua família. E O POVO SÃ“ FALA EM CORONA, DINHEIRO E BOLSONARO, O QUE TA ACONTECENDO?""";;
"6228,@felipeneto,""@felipeneto Mas eu fui curado de corona com o Uso da cloroquina  .";;
;;
"Oxi""";;
6234,@felipeneto,@StenioJunior7 @BrunaCa77113081 @Lanockcky @felipeneto Valeu predadora de corona;;
"6251,@felipeneto,""@_dustbringer_ @felipeneto Ã“ ser o Brasil, é uns dos pais que tá cobatendo  melhor  o Corona vírus. Precura se enforma melhor.""";;
"6270,@felipeneto,""@rlademir @dog_vegano @felipeneto e ele é cientista pra encontrar alguma coisa seu animal? tudo que ele fala vcs levam como verdade, já tem comprovação cientÃ­fica que não é eficaz contra o corona""";;
6272,@felipeneto,@kaioesteves @felipeneto Cuidados corona virus @felipeneto  https://t.co/pNx1q93Cwq;;
6273,@felipeneto,@kaioesteves @felipeneto Cuidados corona virus @felipeneto  https://t.co/pNx1q93Cwq;;
"6274,@felipeneto,""@felipeneto Ele não quer pegar terra arrasada depois do corona, correu""";;
6293,@felipeneto,@felipeneto Mano o que falta pra um impiechemant rolar ? O que falta pro puto do corona enrabar ele de jeito ? Crl não sei como issp é possível tanta merda rolar e ninguem lá fazer nada a respeito;;
"6306,@felipeneto,""@Giuberti10Mr @SamaelMars9 @felipeneto https://t.co/ptg5uYzaei";;
;;
"Obrigada pelos pontos, eu acredito que enquanto não termos uma pesquisa que confirme o uso desse remedio como positivo, não deveria ser usada para uso na população que está com o corona e se manter no campo da pesquisa como está até ter +""";;
6312,@felipeneto,@felipeneto Sabe o que é bom contra o corona virus? Bater punhetinha e fazer vídeo na net ... tiro e queda;;
"6323,@felipeneto,""@felipeneto Precisei ir ao mercado hoje e o uber me disse que estão dizendo que a cloroquina não serve para o corona para que ninguém compre porque é um medicamento para lúpus e as pessoas que precisam estão ficando sem, peguei meu fone não sou obrigada a ouvir bobagens logo cedo da licença.""";;
6400,@felipeneto,@raidantas11 @ChrystianHenr20 @felipeneto Ele tá falando em efeito colateral com o corona;;
"6405,@felipeneto,""@felipeneto E o dono da smart fit, que pediu reabertura das academias chama Edgar Corona""";;
"6426,@felipeneto,""@felipeneto Ninguém sabe nada sobre esse """"se"""", e se nao fosse o bolsonaro, o presidente  teria que enfrentar o corona  do mesmo modo, eu sinceramente  acho q seria a mesma merda, o problema da legislação  brasileira é  muito maior q """"apenas um presidente""""""";;
6431,@felipeneto,@MKsilvaTT @MARCIAMAHDU @felipeneto Na Bahia temos uma media de 200 mortes de corona virus  no mês contra 425 homicídios. Interpreta mais e caga menos filho;;
"6485,@felipeneto,""@felipeneto Vai colocar o Dr Rey no lugar, que vai liberar até botox pro tratamento do corona.""";;
6487,@felipeneto,@felipeneto Se fosse Haddad era corona vírus e corrupção;;
6529,@felipeneto,@felipeneto Com o genera o capitão corona vai tornar compulsório o uso da cloroquina. Pelo que se sabe o uso da cloroquina não foi proibido no tratamento do coronavírus é sim seu uso indiscriminado que pode levar Ã  morte.;;
"6545,@felipeneto,""@diferentonabr @felipeneto Te garanto que entre morar nesse Brasil com corona e na Venezuela eu prefiro aq";;
;;
"Pelo menos eu tenho mais chance de ter pão pra jantar""";;
6561,@felipeneto,@leovascao10 @felipeneto Acho que apareceu um vírus pior do que o corona.. esse rapaz adquiriu ele ahahaha;;
"6566,@felipeneto,""@DayvsonLayoon @carlosdicastroo @MARCIAMAHDU @felipeneto um trilhão e 200 milhões mais ou menos, lembrando que o gasto anual normal não atinge o total de impostos pagos (muito menos ano passado que foi quando o corte de gastos começou a correr solto) fora que o brasil tem reservas emergenciais pro caso de uma crise (tipo o coronağŸ˜)""";;
"6569,@felipeneto,""@BrunoHe80996407 @JohnHarisson4 @felipeneto tá de sacanagem? POOOOOOORA é pq o djabo da dosagem baixa trás menos benefícios (mais riscos de morrer com o corona) e com a dosagem alta mais riscos de morrer pela cloroquina e desenvolver problemas como """"cegueira e surdez """"ou até mesmo uma rejeição do seu corpo ao remédio)""""""";;
"6573,@felipeneto,""@dog_vegano @Hollow_Bells @Luuuiz_ @felipeneto Nós não ficamos em quarentena por conta do HIV, nós só nos prevenimos usando camisinha, não fazer com qualquer um, etc. A mesma coisa com o corona, é prevenção, máscara, luva, álcool. Não precisa fazer um monte de pessoas perder o emprego com esse isolamento.""";;
"6579,@felipeneto,""@dog_vegano @Hollow_Bells @Luuuiz_ @felipeneto Em 3 meses nada melhorará, até não criarem a vacina. A economia não aguenta tanto tempo parada, pq as empresas tem gastos, as pessoas tem gastos, e as empresas quebrando os funcionários são demitidos, se fazer quarentena fosse simples o corona já tinha sumido.""";;
6587,@felipeneto,@felipeneto A Venezuela vive uma tragédia bem anterior ao Corona vírus...;;
6610,@felipeneto,@MardeganPires @felipeneto O remédio já foi comprovado que não tem eficácia contra o corona e o povo fica tirando de quem realmente precisa pra sobreviver.;;
"6627,@felipeneto,""@felipeneto Caso vc pegue o corona vírus, não use cloroquina. Ok?!""";;
"6684,@felipeneto,""@JohnHarisson4 @felipeneto da msm forma q tem gnt em quadros moderados da doença q se curam usando apenas dipirona pra febre e dor, AÍ­ eu vou dizer q dipirona é um medicamento eficaz contra covid?? corona é um vírus e n existe remédios q atuem diretamente contra ele, apenas p sintomas e sequelas q ficam""";;
"6688,@felipeneto,""@felipeneto Nem sei o que dizer, o Cara pega um país lascado pra cuidar e ainda em época de corona vírus... Boa sorte pra esse presidente não queria tá na pele dele. FATO""";;
"6713,@felipeneto,""@nzahrx @SheoIGruop @felipeneto Bolsodrama, entre o impeachment e o corona.""";;
"6726,@felipeneto,""@nilmoretto @felipeneto @nathfinancas pfavor ajudem a compartilhar nossa campanha no Vakinha p/ SOS as Comunidades da Espraiada Vila Santa Catarina, Alba e região que estão lutando tmb contra o corona https://t.co/fKhAVMhwgv https://t.co/fKhAVMhwgv""";;
"6729,@felipeneto,""@felipeneto Se fosse com o Haddad realmente não seria pior, os números de mortos por corona virus seria una 50,60% menor, porém as pessoas em vez de morrerem de corona virus, vão morrer de fome. Bolsonaro e Haddad são a mesma merda, só muda a ideologia""";;
"6740,@felipeneto,""@tenshibin @carlosdicastroo @MARCIAMAHDU @felipeneto Não é só corona não fi, fome tbm mata valeu?";;
"Ou você acha que sobrevive 3 meses sem comer nada.""";;
"6744,@felipeneto,""@carlosdicastroo @MARCIAMAHDU @felipeneto puta que pariu a gente ainda precisa falar propostas melhores? eh só ver o que basicamente todos os outros governantes do mundo estão fazendo na luta contra o corona, na coréia do sul, na tailandia e a china a quarentena já foi afrouxada pq eles fizeram isolamento social""";;
6754,@felipeneto,@felipeneto Meu deus q MERDA SEM TAMANHO Felipe. A Venezuela é o país q melhor controlou o corona nas Américas e vc AÍ­ falando besteira;;
6764,@felipeneto,@felipeneto Com certeza o Haddad agora estaria colocando o dólar a 2 reais e o corona vírus nem chegaria no Brasil né gênio?;;
"6765,@felipeneto,""@OtavioLacerda84 @felipeneto Retardado é tu seu doente, ela é uma droga pra ser usada em lupos, não em corona""";;
6766,@felipeneto,@felipeneto Agora vai ser fácil ver o Bolsonaro usando a Venezuela de exemplo na luta contra o corona vírus ğŸ¤£;;
6797,@felipeneto,@felipeneto @cleysonfc O bozo quer porque quer a tal cloroquina  no tratamento do corona vírus se porra fosse eficaz não tinha tanta gente mortas no mundo  presidente imbecil;;
"6805,@felipeneto,""@felipeneto Provavelmente teria muito mais escandalo sobre as licitaçoes de equipamentos para combater o corona, mas hj esta pior do a minha opiniao""";;
"6810,@felipeneto,""@StarkV_ @Mariameiocurio1 @JhonnyXxXs @MatheusPepe6 @euupereira @felipeneto 553 mil mortos em 10 anos";;
Isso dá cerca de 4.6 mil mortos por mês, em média ;;
"SÃ“"""" o corona já matou mais de 10 mil em menos de 2 meses""";;
6816,@felipeneto,@felipeneto E querer muito do Bolsonaro que alguém inteligente trabalhe com ele. Agora vai colocar o maior contador de fake News e amigo do corona que é o @OsmarTerra lamentável;;
6824,@felipeneto,@felipeneto Roubo do corona vírus kkkk;;
"6837,@felipeneto,""@felipeneto Já deixei bem claro pra minha família que se eu pegar corona não quero que me dêem essa merda de cloroquina, queria saber a faculdade de medicina que o Bolsonaro estudou, de onde esse verme tirou essa porra de cloroquina, que ele enfie toda cloroquina no rabo""";;
"6839,@felipeneto,""@felipeneto Não dá pra saber... A postura do PT na época do H1N1 não foi muito diferente do que a CARALHA DO BOLSONARO, tá tomando. A diferença é que o Corona é muito pior.""";;
"6840,@felipeneto,""@felipeneto se a gente não morrer de corona, o Bolsonaro mata a gente de desgosto""";;
"6854,@felipeneto,""@felipeneto ele levou o lema """"guerra ao corona"""" ao pé da letra""";;
"6856,@felipeneto,""@felipeneto @felipeneto,  Bolsonaro precisa pegar Corona vírus e ser tratado com Cloroquina, já que ele gosta tanto.""";;
"6858,@felipeneto,""@felipeneto Um policial, apoiador do Bolsonaro, morreu por conta do corona e ainda estava sendo tratado por essa ğŸ’© de cloroquina.""";;
"6860,@felipeneto,""@rodaviva @felipeneto @veramagalhaes @tvcultura Olá Felipe! Queria saber o quê você pensa sobre os números muito possivelmente falsos de morte por corona-vírus fornecidos pelo estado, pelo motivo de serem mais beneficiados por terem mais infectados.""";;
"6861,@felipeneto,""@RachelSherazade @felipeneto @rodaviva O que você pensa sobre os números possivelmente falsos de mortes por corona-vírus, fornecidos pelo estado?""";;
6876,@felipeneto,@felipeneto O Brasil tem dois vírus. Um mais prejudicial que o outro. Bolsonaro e o corona!;;
6881,@felipeneto,@felipeneto @netolab_ Nem Corona Virus nem mais os Creppers conseguiram resistir a casa Alcool e gel https://t.co/zp4q7OliPD;;
"6973,@felipeneto,""@felipeneto O Brasil com Corona vírus é literalmente aquele ditado do """"se correr o bicho pega, se ficar o bicho come"""" ...""";;
"7023,@felipeneto,""@Guizones11 @nadadenovo @marilizpj @rodaviva @veramagalhaes @felipeneto Toda projeção é baseada num cálculo.";;
Todo cálculo é baseado num modelo.;;
E um modelo, por definição, é uma simplificação da realidade.;;
Sempre vai ter alguma variável que não foi considerada que pode mudar tudo.;;
"Olha o corona AÍ­ jogando isso na nossa cara.""";;
"7058,@felipeneto,""@comamorumir @luarncl @WangLin57095658 @felipeneto o tema e sobre a doenca, se vc sair na rua correndo risco de pegar corona problema e seu, nao tenho dever nenhum de lutar por vc, ou tentar derrubar presidente porra nenhuma. sobre outros assunto sim!""";;
7061,@felipeneto,@felipeneto população total 200 milhões do brasil em comparação com a da argentina e isso com o carnaval rolando solto e ja com o corona virus circulando no brasil;;
7073,@felipeneto,@lilninja_blue @sstorm_rage @FobiaDe_Kpop3rs @felipeneto @policiafederal @exercitooficial O cara me passou corona PQP! Aló @minsaude https://t.co/cBNJUNrzo5;;
"7122,@felipeneto,""@henrique88t @brenner_lulu @felipeneto Ok, então está admitido. O único que fez e continua fazendo de tudo é o gov federal. Governadores (alguns) estão sabotando e levando o país a pobreza. Recessão vai matar muito mais que o corona.""";;
"7143,@felipeneto,""@idontknowherxx @Joo74440563 @Matt_OoO_ @felipeneto Tudo bem, cada um tem suas prioridades. O que não podemos é tratar o corona como o único problema de saúde que existe. Tem um monte de doenças AÍ­ que também matam e que não vai adiantar de nada sobreviver do corona pra dps morrer pra qualquer outra""";;
"7164,@felipeneto,""@felipeneto Esss demónio leva um facada, pega corona vírus e não morre""";;
"7182,@felipeneto,""@felipeneto Agora pegue os dados de Singapura. Não fez lockdown,  manteve escolas e restaurantes abertos.....esta com 4 mortes por milhão e habitantes. E vc ignora o fato do Brasil estar com números similares ao da Alemanha, paia maia elogiado no combate ao corona na Europa.""";;
"7188,@felipeneto,""@lfsgennari @felipeneto O primeiro caso do Corona vírus no Brasil foi em São Paulo, de um idoso que tinha viajado para a Itália. Então o foco não foi no carnaval.""";;
"7194,@felipeneto,""@blessing_ni32 @felipeneto Vamos focar na realidade dos fatos:";;
;;
Antes do carnaval governo federal tentou alertar sobre o Corona e foi ignorado pelos governadores do RJ e SP. Muitos italianos, alemães, espanhóis e norte americanos vieram para o Brasil e foi onde tudo começou.;;
;;
"Essa é a realidade fatídica.""";;
"7195,@felipeneto,""@FernandaSansev7 @felipeneto Vamos focar na realidade dos fatos:";;
;;
Antes do carnaval governo federal tentou alertar sobre o Corona e foi ignorado pelos governadores do RJ e SP. Muitos italianos, alemães, espanhóis e norte americanos vieram para o Brasil e foi onde tudo começou.;;
;;
"Essa é a realidade fatídica.""";;
"7198,@felipeneto,""@henrique88t @felipeneto Vamos focar na realidade dos fatos:";;
;;
Antes do carnaval governo federal tentou alertar sobre o Corona e foi ignorado pelos governadores do RJ e SP. Muitos italianos, alemães, espanhóis e norte americanos vieram para o Brasil e foi onde tudo começou.;;
;;
"Essa é a realidade fatídica.""";;
"7237,@felipeneto,""@HaddadDebochado @felipeneto Agora coloca ai analise da UNICEF de quantos morrerao na Suecia depois do corona e quantos morrerao na Argentina. ";;
;;
"Vcs sao ridiculos""";;
"7244,@felipeneto,""@felipeneto @felipeneto seria muito importante se você divulgasse essa consulta pública, os profissionais da Enfermagem praticamente carregam a saúde pública nas costas sem nem ao menos ter um piso salarial ou as vezes mÃ­nimas condições de trabalho, e muito antes do Corona, agora ainda mais""";;
"7245,@felipeneto,""@felipeneto @felipeneto seria muito importante se você divulgasse essa consulta pública, os profissionais da Enfermagem praticamente carregam a saúde pública nas costas sem nem ao menos ter um piso salarial ou as vezes mÃ­nimas condições de trabalho, e muito antes do Corona, agora ainda mais""";;
"7274,@felipeneto,""@LLeoQuinteiro @felipeneto opa, demorou! eu pego corona e fico tossindo meia hora na cara de todos da sua família! soa-me promissor ğŸ¤—""";;
7366,@felipeneto,@maxswellmelo @HCuerci @BruninBhs @HugoBrHenrique @felipeneto No corona isso se acentua novamente por declarações do presidente e na falta de preparo para a gestão em uma pandemia desse porte. Controle ruim da pandemia = maior tempo de quarentena (visto que vacina não sairá tão cedo) = maior buraco na economia.;;
"7367,@felipeneto,""@maxswellmelo @HCuerci @BruninBhs @HugoBrHenrique @felipeneto Sim, tanto que o cálculo de cÃ¢mbio em si feito com a diferença de inflação nas duas moedas não explica esse dólar tão alto. Alguns fatores: baixa de juros e corona. Entretanto, um dos maiores fatores que estava fazendo muitos investidores estrangeiros não estarem na bolsa +""";;
7398,@felipeneto,@felipeneto e ai o corona chegou;;
7424,@felipeneto,@felipeneto Vão colocar toda a culpa da derrocada do Brasil no corona;;
"7430,@felipeneto,""Assistam o filme """"Contágio"""" , é surreal a forma que o filme foi feito (sei que já ouve outros surtos de Corona vírus, mas nenhum com a proporção do Covid-19).";;
" É extremamente importante ver e entender como acontece a disseminação da doença. @felipeneto""";;
7431,@felipeneto,@LuccaPrado86 @NyviEstephan @felipeneto Sim está correto eu só disse q a alta do dólar em janeiro.foi em decorrência do corona na China que é o maior parceiro económico do Brasil oq afeta mt a China afeta mt o Brasil. Agora a alta d dola em setembro é em decorrência de diversos fatores XD;;
7434,@felipeneto,@Edmilson_Sa @fbbreal @EncontroFatima @felipeneto @Bot_Corona_V Mas sempre foi assim. Só mudaram as tecnologias. Cada um é seu mundo e nada mais.;;
7452,@felipeneto,@felipeneto O dólar está alto por causa do corona.... fica se fazendo de doido?;;
"7479,@felipeneto,""@DeLucaass @_juliogomes @NyviEstephan @felipeneto Sim vdd nao to contestando isso, só respondi que o corona ja tinha começado desde de dezembro por isso ja tava alto em janeiro""";;
7503,@felipeneto,@ferreirinharj @felipeneto Se nao fosse a histeria do corona...;;
"7509,@felipeneto,""@felipeneto Alguem avisa a esse coitado que o dolar teve fechamentos recorde no governo bolsonaro (no plano real) antes do corona vírus. Hoje está quase a 6,00.";;
"#JanelaspelaDemocracia""";;
"7556,@felipeneto,""@Lucasdcf @HugoBrHenrique @SamantaJones @felipeneto Japão, Reino Unido, União Europeia, Arábia Saudita, Austrália, Polónia, Catar, Egito, Bulgaria, entre outros, tem tido uma variação de preço melhor que o Brasil. Aqui daqui a pouco chega a R$1,50 de alta do dólar desde a chegada do corona.""";;
7559,@felipeneto,@HugoBrHenrique @felipeneto A desvalorização iniciou forte mesmo antes do Corona. 15% de desvalorização em menos de 12 meses é algo muito preocupante!;;
7561,@felipeneto,@fdsgb7 @AnaClau05230261 @_marcosdellaor @felipeneto Se vc pode ficar em casa ficar o crlh muitos pessoa estão morrendo  pelo corona;;
"7562,@felipeneto,""@AnaClau05230261 @fdsgb7 @_marcosdellaor @felipeneto Que incrível esse post, vc é tão intelectual que quase tódo influenciadores estão dizendo fiquem em casa para evitar a propagação do corona. AÍ­ vc vem com essa merda de post""";;
"7563,@felipeneto,""@fdsgb7 @_marcosdellaor @AnaClau05230261 @felipeneto SERIO!!!, man mais de nove mil mortos pelo corona vírus é o país ta legal, parabéns vc é uma pessoa bem informada""";;
"7575,@felipeneto,""@Matt_OoO_ @felipeneto Se for pra tu ir pra academia pegar corona e espalhar FICA EM CASA DISGRAÇA,a tua doença pode ser a de várias pessoas,respeita a quarentena porra,e se ele tem equipamento em casa foi pq ele trabalhou por isso.""";;
"7579,@felipeneto,""@felipeneto Seria algo muito imbecil de se fazer, pq os próprios médicos são a  maior área de risco e quanto mais gente tem corona mais fácil é para se pegar, resumindo tudo, não faz sentido, caso não entendeu é pq o médico jura ajudar a todos os feridos e doentes não importa quem ele seja""";;
"7581,@felipeneto,""@netolab_  e @felipeneto ";;
"A casa do corona vírus https://t.co/Xuwl9ssydo""";;
"7582,@felipeneto,""@felipeneto @netolab_ @felipeneto e @netolab_ ";;
"A casa do corona vírus https://t.co/A71HDz9Y87""";;
"7583,@felipeneto,""@felipeneto @netolab_ @felipeneto e @netolab_ ";;
"A casa do corona vírus https://t.co/A71HDz9Y87""";;
"7620,@felipeneto,""@felipeneto Essa resistencia era pra dar tempo falsificar o exame, ou sera q o homem é tao ruim q nem o corona encosta, pq um monte de gente q anda com ele pegou,  so nao ele,  que vive sem proteçao, sei nao  viu kkkk""";;
"7637,@felipeneto,""@felipeneto """"corona entrou no Bolsonaro, viu o que tinha lá dentro e se matou"""". 3 teste negativos, deve ser pelo histórico de atleta do filho da puts""";;
"7646,@felipeneto,""@felipeneto Vcs estão viajando... se ele tivesse pego corona pq ele não falaria? Se ele tivesse pedi e tivesse sido fraco, ele usaria isso como realmente uma justificativa de â€œnão é nada de graveâ€ então por isso acho que ele não pegou""";;
"7659,@felipeneto,""@marcelogeborges @Joo74440563 @idontknowherxx @Matt_OoO_ @felipeneto Eu confio totalmente em especialistas até pq o meu pai teve corona";;
"Ent n tó passando vergonha, como eu disse antes as nossas realidades são beem diferentes""";;
7661,@felipeneto,Até o laudo negativo o corona vírus do @jairbolsonaro apareceu e nada do diploma MIT do @felipeneto ... vamos ver se a chamada da jornalista pendurada no governo @veramagalhaes para falar no @rodaviva  o tira da insignificÃ¢ncia e ele apresenta o documento...;;
"7705,@felipeneto,""E VOCÃŠ, EM QUE MUNDO VOCÃŠ ESTÃ?";;
DE REPENTE, NOS VIMOS NO MESMO LUGAR, MAS CADA UM NUM MUNDO DIFERENTE.;;
Gostou do vídeo? Siga-o, se inscreva, curta. Compartilhe.;;
"@fbbreal @EncontroFatima @felipeneto #ESTUDOEMCASA @Bot_Corona_V #coronavirusnobrasil #leituraemcasa #coronavirus https://t.co/VT5S3RBqHJ""";;
"7767,@felipeneto,""@Lucas91888054 @Fabim902 @coronavirusnobr @felipeneto @netolab_ Ue eu disse para ele pegar o corona, mas agora lembrei que é só uma gripezinha e o bolsonaro tem histórico de atleta, vai da nada não relaxa, pode pegar a vontade""";;
"7819,@felipeneto,""@henrifcorrea @felipeneto Eu fiz esse comentário respondendo sobre quem tem medo de ir trabalhar pra n pegar corona como vc disse , e não a quem sofre de obesidade. ğŸ‘ğŸ¼""";;
"7826,@felipeneto,""@Gabifla17 @Fabim902 @coronavirusnobr @felipeneto @netolab_ Olha, isso AÍ­ eu acho pesado, ele pode ser oq for, mas desejar q ele pegue corona vírus, AÍ­ já pegou um pouco pesado. Ele merece pelo menos sair da presidência, mas ele próprio disse q só vai sair em 2027. Mas eu acho q em 2024 ele já tá vazando, esse cara é louco.""";;
"7833,@felipeneto,""@MingridLima @felipeneto amiga, se o Felipe Neto tá nesse perrengue pra descobrir se tá com corona, quem sou eu pra conseguir teste confiável?""";;
"7878,@felipeneto,""@gralhoz_reis @netoeilish @felipeneto sim caralho o corona virus é um plano pra derrubar bolsonaro ne?? o mundo inteiro ta contra bolsonaro, deixa de ser burro cara""";;
"7880,@felipeneto,""@SandicesF @SamaelMars9 @felipeneto @BotSentinel O aumento do dólar nada tem relação com o que você acabou de fundamentar. Aproveite e execute o ódio no seach do Google sobre a temática: Corona vírus e os efeitos sobre a economia mundial. Busque fontes confiáveis, embora seja péssimo precisar se lembrar disto. #chinadica""";;
7929,@felipeneto,@Fabim902 @coronavirusnobr @felipeneto @netolab_ Ue vai negar q seria bom o corona no presidente? ğŸ¤£;;
"7952,@felipeneto,""@felipeneto felipe quero dar uma mesa digitalizadora pra minha consagrada e o corona tombou meu emprego, deposita AÍ­ no meu picpay cara: allie""";;
"7983,@felipeneto,""@gralhoz_reis @netoeilish @felipeneto a minha mae tem 36 anos, ela ia todos os dias pra academia e tem uma dieta muito saudável, o que adianta fazer academia e morrer de corona virus? isso nao vai durar pra sempre, aquieta o cu em casa e pronto""";;
"7989,@felipeneto,""@felipeneto Eu não acredito";;
Se ele tivesse pego Corona ele já teria morrido;;
