,usuario,texto;;;
"18,@JanainaDoBrasil,""@JanainaDoBrasil Isso ai­ tá na cara né? Líderes do PCC soltos com a desculpa do coronavírus, é o crime se organizando com partidos de esquerda pra tomar o poder, esse foi apenas o primeiro ato, os outros serão piores, tenho dó do Brasil, a democracia já era!""";;;
"70,@JanainaDoBrasil,""@JanainaDoBrasil O clima não está bom porque o presidente que você ajudou a eleger continua sendo irresponsável apesar de quase trinta mil mortos pelo Corona, as polícias seguem sendo fascistas matando o nosso povo, você queria o quê? Desce do seu palanquinho pra ver o mundo real.""";;;
"117,@JanainaDoBrasil,""@RoseMeliande @JanainaDoBrasil A Bala de Borracha pro lombo dos bandidinhos de torcida organizada foi esterilizada. Fiquem tranquilos, corona fãs.""";;;
"167,@JanainaDoBrasil,""@JanainaDoBrasil Tentaram esvaziar a rua com o terror do corona e não deu certo. Estão partindo para o jogo mais sujo, a violência. ";;;
;;;
"E a televisão comunista,  validando como democrático um grupo terrorista, vestido de preto, praticando violência.""";;;
"168,@JanainaDoBrasil,""@PaladinoCR @JuniorM60931424 @JanainaDoBrasil In vitro apresentou ação contra o coronavírus nos casos de SARS e MERS, mas na prática os resultados não se confirmaram. O mesmo aconteceu na Covid. As evidências atuais são que não funciona. Mas novos estudos serão publicados, mas não dá para ter muito otimismo.""";;;
"235,@JanainaDoBrasil,""@JanainaDoBrasil O coronavírus não vai deixar de circular só porque as pessoas estão com """"energia concentrada""""""";;;
"341,@JanainaDoBrasil,""@JanainaDoBrasil Gostaria de saber, verdadeiramente, se existe uma estatística confiável, que trate do numero de vitimas da hidroziclororiquina no tratamento da malária  e do lúpus? Ou só há vitimas no tratamento do corona virus?""";;;
"377,@JanainaDoBrasil,""@JanainaDoBrasil Desculpe atrapalhar seus planos cristãos de exclusão. Legislativo e judiciário já entenderam ou é isso ou viramos EUA nas ruas. E não tem militar sem colete, tanque velho e arma sem uso que dê conta da multidão c fome e c familiares mortos c corona.""";;;
"385,@JanainaDoBrasil,""@Willya_SA @cristianomolica @JanainaDoBrasil Mais de 70 anos para MALÁRIA!! Vcs são tão burros que não entendem que a dose nesse caso é 4x MAIOR!! PUTZ, é muita burrice ou sem vergonhice, gado, vcs continuarem a dizer que é seguro na dose usado no corona. #ImpeachmentDeBolsonaro #Moro2022""";;;
"427,@JanainaDoBrasil,""@bolsolulamaster @JanainaDoBrasil Se pegar o coronavírus, fica aí­, bem deitadinho esperando a comprovação de um medicamento, pela comunidade científica, pra não morrer, talkey. Aproveita e reza! ğŸ˜""";;;
"497,@JanainaDoBrasil,""@cristianomolica @JanainaDoBrasil Ora, a cloroquina tem efeito antiviral contra Corona conhecido a anos. Então dizem, in vitro, não quer dizer in vivo. Pois sabia que o uso de antibióticos é baseado num teste in vitro? O antibiograma? Sim, depois usa in vivo o selecionado.""";;;
"589,@JanainaDoBrasil,""@JanainaDoBrasil Pode tirar pq ela ta errada";;;
;;;
"Tem tanta evidência de q cloroquina cura o corona quanto terapia de cristais""";;;
"613,@JanainaDoBrasil,""@JanainaDoBrasil Da mesma forma vc tb da liberdade praqueles medicos (malucos) que são anti-vacina se expressarem tb.";;;
;;;
Acho q isso é caso pro CFM;;;
;;;
"Se eu fizer um video dizendo q me curei do corona com chá de cidreira é outra coisa. não sou médico e minha opinião não tem peso nenhum""";;;
"674,@JanainaDoBrasil,""@JanainaDoBrasil AMADA , existe um negócio chamado LIBERDADE de EXPRESSÃO !!!!! Conta pra gente o que você do @LulaOficial gostar da chegada do coronavírus e do @RodrigoMaia  o Botafogo da planilha da oderbrecht achar que pode criticar o ministro da Educação ? Você se conforma com isso ??""";;;
"823,@JanainaDoBrasil,""@JanainaDoBrasil Temos aproximadamente 5500 prefeitos, 100 mil vereadores, 1500 deputados estaduais e um congresso Nacional com 600 parlamentares. Até o presente momento nenhum desses polÍticos manifestou preocupação com os desvios e superfaturamento no combate ao coronavírus.""";;;
"962,@JanainaDoBrasil,""@JanainaDoBrasil Só de considerar que estes imbecis reforçam uma das polÍticas de saúde contra o corona mais desastrosas do mundo, dá para dizer que matam mais que os respiradores roubados, sim.";;;
;;;
"Fácil.""";;;
1015,@JanainaDoBrasil,@JanainaDoBrasil 25 mil mortes do corona responsabilidade desse bando de débil mental.;;;
"1049,@JanainaDoBrasil,""@JanainaDoBrasil Janaína e sua estranha ligação com o PSDB. Pedido de impeachment do PSDB. Nunca atacou Dória (PSDB), agora sugere que não devemos atacar o Min. Alexandre de Moraes (ex filiado do PSDB). Aliás, o discurso sobre o coronavírus é bem alinhado ao Dória. Quantas coincidências...""";;;
