Source,Target,Type,Weight
1613,1695,Directed,1
1613,30264,Directed,1
1614,30265,Directed,1
1615,30266,Directed,1
1616,30267,Directed,1
1617,30268,Directed,1
1618,30256,Directed,1
1619,30269,Directed,1
1619,30270,Directed,1
1619,30271,Directed,1
1620,30270,Directed,1
1620,29891,Directed,1
1620,30271,Directed,1
1621,30256,Directed,1
1622,3229,Directed,1
1623,30272,Directed,1
1624,30273,Directed,1
1625,29116,Directed,1
1626,30274,Directed,1
1627,2875,Directed,1
1628,30275,Directed,1
1629,28898,Directed,1
1630,28898,Directed,1
1631,28898,Directed,1
1632,30276,Directed,1
1633,17723,Directed,1
1634,30277,Directed,1
1634,30277,Directed,1
1635,29105,Directed,1
1636,30278,Directed,1
1637,30279,Directed,1
1562,29891,Directed,1
1562,30271,Directed,1
1638,30280,Directed,1
1639,14869,Directed,1
1640,30281,Directed,1
1641,30282,Directed,1
1642,27211,Directed,1
1643,809,Directed,1
1644,870,Directed,1
1644,30283,Directed,1
1645,30284,Directed,1
1645,30285,Directed,1
1646,30286,Directed,1
1645,30287,Directed,1
1647,30288,Directed,1
1648,30289,Directed,1
1649,30290,Directed,1
1650,30291,Directed,1
1649,30292,Directed,1
1651,141,Directed,1
1651,30293,Directed,1
663,29891,Directed,1
663,30271,Directed,1
1652,28898,Directed,1
1653,30294,Directed,1
141,30271,Directed,1
1654,27121,Directed,1
1655,30295,Directed,1
1656,27121,Directed,1
1467,30296,Directed,1
655,30297,Directed,1
1657,30298,Directed,1
1658,29517,Directed,1
1659,30299,Directed,1
1660,29584,Directed,1
1661,30300,Directed,1
1662,30301,Directed,1
1663,4921,Directed,1
1664,30302,Directed,1
1059,29803,Directed,1
1665,30303,Directed,1
706,30304,Directed,1
172,166,Directed,1
1630,30305,Directed,1
1666,30306,Directed,1
1139,30307,Directed,1
1667,30308,Directed,1
1668,30309,Directed,1
1139,30307,Directed,1
177,29105,Directed,1
809,30310,Directed,1
1669,30311,Directed,1
287,30312,Directed,1
1670,30313,Directed,1
1671,30314,Directed,1
1671,29516,Directed,1
1672,30315,Directed,1
1673,30312,Directed,1
914,30316,Directed,1
1674,30317,Directed,1
1675,30318,Directed,1
1676,30319,Directed,1
260,30320,Directed,1
1677,522,Directed,1
1678,30321,Directed,1
1679,30322,Directed,1
1680,30323,Directed,1
1681,30324,Directed,1
1682,30325,Directed,1
1683,30326,Directed,1
1683,30327,Directed,1
1684,30328,Directed,1
1685,30329,Directed,1
1686,30330,Directed,1
1687,30331,Directed,1
1688,30332,Directed,1
1689,30333,Directed,1
287,30334,Directed,1
287,30335,Directed,1
362,30336,Directed,1
1679,30334,Directed,1
1690,30337,Directed,1
1691,3493,Directed,1
1692,30338,Directed,1
1693,30339,Directed,1
1694,30340,Directed,1
1695,30341,Directed,1
1696,30341,Directed,1
1697,30342,Directed,1
1697,30343,Directed,1
1697,30344,Directed,1
1698,30343,Directed,1
1699,30345,Directed,1
1699,1699,Directed,1
1700,14568,Directed,1
1701,30346,Directed,1
1702,30347,Directed,1
1199,30348,Directed,1
1703,30349,Directed,1
1704,29043,Directed,1
1705,24014,Directed,1
1706,30350,Directed,1
1707,30351,Directed,1
1708,30352,Directed,1
550,30353,Directed,1
1709,1699,Directed,1
1710,30354,Directed,1
1711,29966,Directed,1
1712,30351,Directed,1
1713,30355,Directed,1
1713,30356,Directed,1
1714,30347,Directed,1
1715,30347,Directed,1
1716,9270,Directed,1
1717,30347,Directed,1
1718,30356,Directed,1
1719,30357,Directed,1
1720,30358,Directed,1
1721,30359,Directed,1
1722,908,Directed,1
1723,30360,Directed,1
1724,30361,Directed,1
1186,29239,Directed,1
1725,30362,Directed,1
1726,1392,Directed,1
1727,30363,Directed,1
1728,30364,Directed,1
1729,30365,Directed,1
1730,30366,Directed,1
1731,30367,Directed,1
1732,30368,Directed,1
1733,30369,Directed,1
112,30370,Directed,1
1675,30284,Directed,1
1734,30371,Directed,1
1735,3229,Directed,1
1736,30372,Directed,1
1737,30373,Directed,1
1738,30374,Directed,1
1739,30375,Directed,1
1740,30376,Directed,1
1740,3229,Directed,1
1741,29081,Directed,1
1742,3229,Directed,1
1743,30377,Directed,1
1744,30378,Directed,1
1745,30379,Directed,1
1379,29239,Directed,1
1746,819,Directed,1
583,30380,Directed,1
583,29517,Directed,1
1747,29517,Directed,1
1748,29753,Directed,1
1748,30381,Directed,1
1413,30382,Directed,1
1749,17719,Directed,1
1013,30381,Directed,1
1750,30383,Directed,1
1750,30384,Directed,1
1751,30385,Directed,1
820,819,Directed,1
1548,819,Directed,1
821,819,Directed,1
1752,30386,Directed,1
1753,30387,Directed,1
1754,30388,Directed,1
1755,3229,Directed,1
1756,29116,Directed,1
1757,30389,Directed,1
874,29002,Directed,1
1758,30390,Directed,1
1758,30391,Directed,1
1242,30370,Directed,1
899,29666,Directed,1
1759,30392,Directed,1
424,30393,Directed,1
1760,30394,Directed,1
1761,29116,Directed,1
1762,29956,Directed,1
1617,29480,Directed,1
1763,3139,Directed,1
1617,29002,Directed,1
1617,29002,Directed,1
1764,30395,Directed,1
1765,29584,Directed,1
1766,12184,Directed,1
1767,30396,Directed,1
1768,30397,Directed,1
1769,30398,Directed,1
1770,30399,Directed,1
1771,30400,Directed,1
1772,30400,Directed,1
1773,30401,Directed,1
1774,30402,Directed,1
1775,30403,Directed,1
1776,30404,Directed,1
1777,30405,Directed,1
1778,1779,Directed,1
1779,1778,Directed,1
1780,30406,Directed,1
1780,30406,Directed,1
1781,29673,Directed,1
1782,29526,Directed,1
1783,30407,Directed,1
150,30408,Directed,1
1784,30409,Directed,1
1785,30410,Directed,1
1786,30411,Directed,1
1787,30412,Directed,1
1788,30413,Directed,1
1789,30414,Directed,1
1789,30412,Directed,1
1790,30415,Directed,1
1791,30416,Directed,1
1792,30417,Directed,1
1793,30418,Directed,1
1794,30419,Directed,1
1795,30420,Directed,1
1795,22532,Directed,1
1796,28853,Directed,1
1797,30421,Directed,1
1798,30422,Directed,1
1799,22532,Directed,1
1800,30423,Directed,1
1801,30424,Directed,1
1802,30425,Directed,1
1803,30426,Directed,1
1804,30427,Directed,1
1805,30428,Directed,1
1806,30429,Directed,1
1807,30430,Directed,1
1808,1809,Directed,1
1809,1808,Directed,1
1810,30431,Directed,1
1811,30432,Directed,1
1811,30433,Directed,1
1812,30434,Directed,1
1813,30435,Directed,1
1814,30436,Directed,1
1231,29956,Directed,1
1815,2986,Directed,1
1816,30437,Directed,1
870,30438,Directed,1
870,870,Directed,1
1231,29956,Directed,1
1817,30439,Directed,1
1818,30433,Directed,1
404,30440,Directed,1
1819,10724,Directed,1
1820,30441,Directed,1
1821,30442,Directed,1
1822,30443,Directed,1
1823,30444,Directed,1
1824,30445,Directed,1
1825,30446,Directed,1
278,30447,Directed,1
1826,10724,Directed,1
1827,30448,Directed,1
1828,30449,Directed,1
1351,30450,Directed,1
1829,30451,Directed,1
1830,30452,Directed,1
968,30453,Directed,1
1831,10724,Directed,1
1832,10724,Directed,1
1833,30454,Directed,1
1834,10724,Directed,1
375,10724,Directed,1
1835,10724,Directed,1
1316,10724,Directed,1
1836,30455,Directed,1
1837,10724,Directed,1
1838,10724,Directed,1
1839,10724,Directed,1
1840,10724,Directed,1
1841,10724,Directed,1
1842,30455,Directed,1
1843,10724,Directed,1
1844,10724,Directed,1
1845,30456,Directed,1
1846,30457,Directed,1
207,29090,Directed,1
207,207,Directed,1
1242,112,Directed,1
1847,29048,Directed,1
874,30458,Directed,1
874,30459,Directed,1
1848,30459,Directed,1
1849,30460,Directed,1
1850,1854,Directed,1
1851,29105,Directed,1
1852,30461,Directed,1
1853,1854,Directed,1
1854,30462,Directed,1
1574,30463,Directed,1
207,29090,Directed,1
207,207,Directed,1
1855,522,Directed,1
207,29090,Directed,1
207,207,Directed,1
1856,30464,Directed,1
599,30465,Directed,1
599,21249,Directed,1
1668,21249,Directed,1
675,8928,Directed,1
675,1875,Directed,1
675,30466,Directed,1
1857,30467,Directed,1
1858,30468,Directed,1
1859,30469,Directed,1
384,29157,Directed,1
203,29090,Directed,1
203,207,Directed,1
1860,10724,Directed,1
1861,30470,Directed,1
1862,22097,Directed,1
203,30471,Directed,1
1863,30470,Directed,1
756,30470,Directed,1
1864,30470,Directed,1
1865,30470,Directed,1
418,30470,Directed,1
1866,30470,Directed,1
1867,30470,Directed,1
1868,30472,Directed,1
1869,29985,Directed,1
946,30473,Directed,1
946,30470,Directed,1
1870,30470,Directed,1
1871,30470,Directed,1
1872,30474,Directed,1
1872,30475,Directed,1
1873,29985,Directed,1
1874,30476,Directed,1
1875,30477,Directed,1
1876,1455,Directed,1
1877,30478,Directed,1
1878,30479,Directed,1
1879,30480,Directed,1
1879,30481,Directed,1
1880,30481,Directed,1
1881,30482,Directed,1
1882,30483,Directed,1
1883,29015,Directed,1
1884,30484,Directed,1
1885,10494,Directed,1
1886,30485,Directed,1
1886,30486,Directed,1
1887,30487,Directed,1
1888,30488,Directed,1
1889,30489,Directed,1
1890,30490,Directed,1
1891,30491,Directed,1
85,30492,Directed,1
1892,30493,Directed,1
1893,30494,Directed,1
1894,30495,Directed,1
1895,30496,Directed,1
1342,1271,Directed,1
706,30497,Directed,1
706,30498,Directed,1
706,7056,Directed,1
706,30499,Directed,1
706,30500,Directed,1
706,30501,Directed,1
1896,30502,Directed,1
1897,30503,Directed,1
1898,30504,Directed,1
1898,30504,Directed,1
762,30505,Directed,1
1899,30506,Directed,1
207,29090,Directed,1
207,207,Directed,1
207,29090,Directed,1
207,207,Directed,1
1900,30507,Directed,1
1901,30508,Directed,1
1809,30509,Directed,1
1902,30510,Directed,1
1902,30511,Directed,1
1902,30511,Directed,1
1903,29584,Directed,1
203,29090,Directed,1
203,207,Directed,1
1904,29009,Directed,1
203,29090,Directed,1
203,207,Directed,1
1905,29030,Directed,1
1906,30512,Directed,1
1907,9824,Directed,1
1908,30513,Directed,1
1909,30514,Directed,1
1910,30515,Directed,1
1911,30516,Directed,1
1912,30517,Directed,1
1524,5680,Directed,1
3,30518,Directed,1
715,29716,Directed,1
1913,30519,Directed,1
1914,29739,Directed,1
876,11398,Directed,1
1915,30520,Directed,1
1915,30521,Directed,1
1916,30522,Directed,1
1917,30523,Directed,1
723,30524,Directed,1
1918,30525,Directed,1
1919,30526,Directed,1
1920,30527,Directed,1
214,30528,Directed,1
214,30529,Directed,1
1921,30530,Directed,1
1661,30530,Directed,1
1922,11039,Directed,1
1923,30531,Directed,1
1923,1455,Directed,1
278,30532,Directed,1
1924,30533,Directed,1
1455,30534,Directed,1
1925,30535,Directed,1
1926,30536,Directed,1
1927,30537,Directed,1
1928,25883,Directed,1
1929,30538,Directed,1
1930,30539,Directed,1
1931,30540,Directed,1
1932,29048,Directed,1
1933,30541,Directed,1
1934,25719,Directed,1
1934,30542,Directed,1
1934,1934,Directed,1
1935,1934,Directed,1
1934,1935,Directed,1
1936,30543,Directed,1
1936,29113,Directed,1
1178,30544,Directed,1
1178,30545,Directed,1
1937,30546,Directed,1
1937,30547,Directed,1
1405,8536,Directed,1
1405,8536,Directed,1
1405,8536,Directed,1
1405,8536,Directed,1
1405,30548,Directed,1
1938,30549,Directed,1
1786,30411,Directed,1
1191,30550,Directed,1
1939,30551,Directed,1
1940,30552,Directed,1
1941,30553,Directed,1
1663,30554,Directed,1
1942,30555,Directed,1
1943,30556,Directed,1
1944,30557,Directed,1
1945,10724,Directed,1
1946,981,Directed,1
1947,30558,Directed,1
1947,30559,Directed,1
1112,30560,Directed,1
1948,30561,Directed,1
1949,30562,Directed,1
1948,30561,Directed,1
1950,30563,Directed,1
1951,29105,Directed,1
1952,1271,Directed,1
1190,30564,Directed,1
1953,30565,Directed,1
1190,30564,Directed,1
748,30566,Directed,1
1190,30564,Directed,1
287,30567,Directed,1
1954,29105,Directed,1
1955,30568,Directed,1
1956,2986,Directed,1
1957,30569,Directed,1
1958,29105,Directed,1
112,1242,Directed,1
1959,30570,Directed,1
1960,30571,Directed,1
1961,30567,Directed,1
1719,30572,Directed,1
1962,70,Directed,1
1963,30573,Directed,1
167,30574,Directed,1
1964,30575,Directed,1
1965,30576,Directed,1
1966,30166,Directed,1
1967,30166,Directed,1
1968,30577,Directed,1
1969,30578,Directed,1
1970,16461,Directed,1
1971,10786,Directed,1
1972,30579,Directed,1
242,1974,Directed,1
1973,30580,Directed,1
1974,29560,Directed,1
1975,30581,Directed,1
1973,30580,Directed,1
864,30582,Directed,1
1973,30580,Directed,1
1191,30550,Directed,1
1976,30583,Directed,1
1977,30584,Directed,1
1191,30550,Directed,1
852,6155,Directed,1
1978,30585,Directed,1
1979,30586,Directed,1
1980,30587,Directed,1
1981,30588,Directed,1
93,30589,Directed,1
1351,30590,Directed,1
1351,30591,Directed,1
1982,30592,Directed,1
1983,30593,Directed,1
1696,30594,Directed,1
1984,30593,Directed,1
1985,30595,Directed,1
1986,30506,Directed,1
1987,30596,Directed,1
974,28869,Directed,1
1988,30592,Directed,1
1989,30597,Directed,1
1990,30598,Directed,1
1991,2633,Directed,1
1992,24197,Directed,1
583,29002,Directed,1
1993,30599,Directed,1
1994,29917,Directed,1
1995,30600,Directed,1
1996,30592,Directed,1
1997,2291,Directed,1
1998,30601,Directed,1
1999,1856,Directed,1
2000,30602,Directed,1
2000,30592,Directed,1
1856,30597,Directed,1
2001,30597,Directed,1
2002,30592,Directed,1
2003,30592,Directed,1
1992,24197,Directed,1
2004,30592,Directed,1
2005,30603,Directed,1
2005,30597,Directed,1
2006,30592,Directed,1
2007,30592,Directed,1
2008,30604,Directed,1
2009,30605,Directed,1
2010,30606,Directed,1
2011,30607,Directed,1
2012,30608,Directed,1
2013,30609,Directed,1
2014,30610,Directed,1
2015,678,Directed,1
2016,30611,Directed,1
2017,30258,Directed,1
2018,30612,Directed,1
701,30613,Directed,1
859,30614,Directed,1
2019,30615,Directed,1
2020,30616,Directed,1
1847,1847,Directed,1
1847,30617,Directed,1
2021,30618,Directed,1
2022,10934,Directed,1
2023,13236,Directed,1
2024,30619,Directed,1
2025,30620,Directed,1
2026,30621,Directed,1
2026,30622,Directed,1
207,29090,Directed,1
207,207,Directed,1
2027,30623,Directed,1
1847,30617,Directed,1
1968,30577,Directed,1
2028,5326,Directed,1
2029,30624,Directed,1
203,29090,Directed,1
203,207,Directed,1
715,30625,Directed,1
2030,30626,Directed,1
2031,29105,Directed,1
2032,30627,Directed,1
69,29105,Directed,1
2033,30628,Directed,1
1181,30629,Directed,1
2034,30630,Directed,1
2035,1455,Directed,1
2036,30631,Directed,1
2037,30632,Directed,1
2038,30633,Directed,1
2039,26777,Directed,1
1455,2035,Directed,1
2040,4921,Directed,1
2041,30634,Directed,1
2041,29942,Directed,1
2042,30635,Directed,1
2043,30635,Directed,1
675,30636,Directed,1
2044,13919,Directed,1
2045,30637,Directed,1
382,30638,Directed,1
2046,2049,Directed,1
2047,30639,Directed,1
2048,30640,Directed,1
2049,2046,Directed,1
2050,30641,Directed,1
2051,30642,Directed,1
2052,30643,Directed,1
1043,6839,Directed,1
2053,30644,Directed,1
1390,30645,Directed,1
2054,30646,Directed,1
2054,30647,Directed,1
2054,30648,Directed,1
2054,30649,Directed,1
2055,30650,Directed,1
2056,2026,Directed,1
2056,30622,Directed,1
2026,30622,Directed,1
2057,13994,Directed,1
2058,30651,Directed,1
2059,12851,Directed,1
2059,21485,Directed,1
2060,30652,Directed,1
2061,30653,Directed,1
2062,28898,Directed,1
2063,28898,Directed,1
2064,30654,Directed,1
2065,30655,Directed,1
2066,30656,Directed,1
2067,30650,Directed,1
2068,30657,Directed,1
948,1303,Directed,1
2069,30658,Directed,1
2070,30659,Directed,1
2071,30660,Directed,1
2072,30661,Directed,1
2073,30662,Directed,1
2074,29113,Directed,1
2074,30663,Directed,1
2075,30663,Directed,1
2076,29113,Directed,1
948,30663,Directed,1
2077,30663,Directed,1
2078,30663,Directed,1
1961,30567,Directed,1
2079,30567,Directed,1
2080,30664,Directed,1
2081,30665,Directed,1
2082,30666,Directed,1
2082,30667,Directed,1
1638,30668,Directed,1
1638,30280,Directed,1
2083,30664,Directed,1
2084,30669,Directed,1
2085,30670,Directed,1
2085,30664,Directed,1
2086,30670,Directed,1
2086,30664,Directed,1
468,30668,Directed,1
468,30664,Directed,1
2087,3389,Directed,1
2088,30671,Directed,1
238,30672,Directed,1
2089,30673,Directed,1
2090,30674,Directed,1
2091,30674,Directed,1
2092,30675,Directed,1
2093,30676,Directed,1
2094,30677,Directed,1
2095,30678,Directed,1
2096,30594,Directed,1
2097,30679,Directed,1
1168,30680,Directed,1
1067,30681,Directed,1
2098,30682,Directed,1
2099,30683,Directed,1
2100,30684,Directed,1
2101,30685,Directed,1
2102,30686,Directed,1
2103,30687,Directed,1
2104,30688,Directed,1
2105,30689,Directed,1
144,30690,Directed,1
50,30029,Directed,1
2106,10765,Directed,1
2107,30691,Directed,1
2108,30692,Directed,1
2109,30693,Directed,1
1383,30694,Directed,1
2110,2072,Directed,1
207,28987,Directed,1
207,29090,Directed,1
207,207,Directed,1
2111,29339,Directed,1
874,30695,Directed,1
2112,30696,Directed,1
2113,30696,Directed,1
2114,30697,Directed,1
2115,30698,Directed,1
2116,30699,Directed,1
2117,30700,Directed,1
2118,30701,Directed,1
2119,30702,Directed,1
2120,30703,Directed,1
2121,30704,Directed,1
2122,30705,Directed,1
2123,30360,Directed,1
2124,30706,Directed,1
2125,29105,Directed,1
2126,30707,Directed,1
2127,30708,Directed,1
2128,30709,Directed,1
2129,30710,Directed,1
2130,30711,Directed,1
2130,26261,Directed,1
2130,30712,Directed,1
2131,30713,Directed,1
2131,26261,Directed,1
2131,26261,Directed,1
2131,30712,Directed,1
2132,30714,Directed,1
2133,30715,Directed,1
2134,30716,Directed,1
1772,30717,Directed,1
242,30718,Directed,1
242,30719,Directed,1
2135,30720,Directed,1
2136,3389,Directed,1
2137,30721,Directed,1
2138,30722,Directed,1
2139,30723,Directed,1
2140,30724,Directed,1
2141,30725,Directed,1
2141,30726,Directed,1
2142,28853,Directed,1
2143,21745,Directed,1
2144,30727,Directed,1
2145,30728,Directed,1
2146,29638,Directed,1
2147,30672,Directed,1
2148,30729,Directed,1
2149,30730,Directed,1
2150,30731,Directed,1
2151,30732,Directed,1
2151,30732,Directed,1
2110,30733,Directed,1
2110,2713,Directed,1
2110,30733,Directed,1
2152,30734,Directed,1
2136,3389,Directed,1
353,30735,Directed,1
2153,30736,Directed,1
1499,3318,Directed,1
2154,30737,Directed,1
2155,30738,Directed,1
2156,30739,Directed,1
2156,2159,Directed,1
2156,30740,Directed,1
2157,30741,Directed,1
2157,30740,Directed,1
2158,2159,Directed,1
2158,30740,Directed,1
2159,30740,Directed,1
2160,30742,Directed,1
2161,30743,Directed,1
2162,28972,Directed,1
2163,30744,Directed,1
2164,30029,Directed,1
2165,30745,Directed,1
2165,4255,Directed,1
2166,30746,Directed,1
2167,26807,Directed,1
2168,30747,Directed,1
2169,30748,Directed,1
2170,30749,Directed,1
2171,30750,Directed,1
2172,30751,Directed,1
2173,12440,Directed,1
2174,30752,Directed,1
2175,30753,Directed,1
2176,54,Directed,1
2168,30754,Directed,1
2168,30755,Directed,1
2177,30756,Directed,1
2178,30757,Directed,1
2179,30537,Directed,1
2180,30758,Directed,1
2164,30759,Directed,1
2181,30760,Directed,1
2182,30761,Directed,1
2183,30762,Directed,1
204,2162,Directed,1
204,30763,Directed,1
204,29021,Directed,1
204,30764,Directed,1
2184,30765,Directed,1
2184,30766,Directed,1
2185,30767,Directed,1
2185,30768,Directed,1
2186,30769,Directed,1
2187,29610,Directed,1
2187,5093,Directed,1
2188,30770,Directed,1
2189,30771,Directed,1
2190,30772,Directed,1
2188,30773,Directed,1
2191,30774,Directed,1
2192,30775,Directed,1
2193,30776,Directed,1
2194,30777,Directed,1
2195,30778,Directed,1
2196,30779,Directed,1
2197,30780,Directed,1
2198,30737,Directed,1
2199,30781,Directed,1
2200,30737,Directed,1
2201,30782,Directed,1
2202,30737,Directed,1
2202,30783,Directed,1
2203,30784,Directed,1
2203,30785,Directed,1
2204,30786,Directed,1
2205,30787,Directed,1
2206,1688,Directed,1
912,30785,Directed,1
949,30787,Directed,1
2207,30788,Directed,1
2208,30789,Directed,1
1168,30166,Directed,1
1168,49,Directed,1
1168,30790,Directed,1
1168,870,Directed,1
2209,30791,Directed,1
2209,30792,Directed,1
49,870,Directed,1
2210,30166,Directed,1
2210,49,Directed,1
2210,30790,Directed,1
2210,870,Directed,1
870,49,Directed,1
870,30790,Directed,1
870,870,Directed,1
2211,30793,Directed,1
49,870,Directed,1
2212,870,Directed,1
2213,29673,Directed,1
2214,30794,Directed,1
2215,30795,Directed,1
2216,30796,Directed,1
2217,30797,Directed,1
2218,30798,Directed,1
2219,30799,Directed,1
2220,30800,Directed,1
2221,30801,Directed,1
2222,30802,Directed,1
2223,30803,Directed,1
2224,30804,Directed,1
2225,30805,Directed,1
2225,30806,Directed,1
2226,30807,Directed,1
2227,4255,Directed,1
723,29014,Directed,1
2228,30808,Directed,1
2229,30809,Directed,1
2229,30810,Directed,1
2230,30811,Directed,1
2231,5091,Directed,1
2232,29015,Directed,1
1697,30812,Directed,1
2233,4255,Directed,1
2234,28853,Directed,1
2235,30813,Directed,1
2236,4255,Directed,1
2237,4255,Directed,1
2238,30814,Directed,1
395,30815,Directed,1
2239,30816,Directed,1
2239,4255,Directed,1
2240,30806,Directed,1
2241,30817,Directed,1
2242,4255,Directed,1
2243,30818,Directed,1
2244,30818,Directed,1
2245,30819,Directed,1
2246,30820,Directed,1
2247,30821,Directed,1
2248,3082,Directed,1
2249,30822,Directed,1
2250,30823,Directed,1
2251,30824,Directed,1
2252,30825,Directed,1
2253,13629,Directed,1
2254,30826,Directed,1
1376,22487,Directed,1
2255,30827,Directed,1
2256,20527,Directed,1
2257,30828,Directed,1
2258,10518,Directed,1
473,30829,Directed,1
2259,30830,Directed,1
2260,30831,Directed,1
2261,30832,Directed,1
2262,29021,Directed,1
2262,29021,Directed,1
128,30833,Directed,1
2251,30824,Directed,1
2263,30834,Directed,1
2264,29021,Directed,1
2265,30835,Directed,1
395,30815,Directed,1
2266,30836,Directed,1
2267,30837,Directed,1
2268,30838,Directed,1
2269,30839,Directed,1
2270,30840,Directed,1
677,30841,Directed,1
2271,30842,Directed,1
2272,30843,Directed,1
2273,13654,Directed,1
2271,30842,Directed,1
958,30844,Directed,1
2274,958,Directed,1
2275,30845,Directed,1
2276,30621,Directed,1
2277,30846,Directed,1
2278,30847,Directed,1
2279,30848,Directed,1
2280,30849,Directed,1
2281,30850,Directed,1
2282,10658,Directed,1
2283,29339,Directed,1
772,30851,Directed,1
2284,30852,Directed,1
2285,30853,Directed,1
2286,30854,Directed,1
2287,30855,Directed,1
2288,30856,Directed,1
2285,30848,Directed,1
2289,3680,Directed,1
2171,29239,Directed,1
2290,30583,Directed,1
2291,1997,Directed,1
2292,30857,Directed,1
2293,29081,Directed,1
2294,30858,Directed,1
2295,17316,Directed,1
2296,28803,Directed,1
2297,30859,Directed,1
2298,30860,Directed,1
2299,30861,Directed,1
2300,30862,Directed,1
2301,30863,Directed,1
2301,30864,Directed,1
2301,30864,Directed,1
2302,30865,Directed,1
2303,30866,Directed,1
2303,30867,Directed,1
1413,30868,Directed,1
2304,30869,Directed,1
2305,30870,Directed,1
1168,30871,Directed,1
2306,30872,Directed,1
2307,30873,Directed,1
2308,30874,Directed,1
2309,30875,Directed,1
2310,29021,Directed,1
2310,30876,Directed,1
2310,29113,Directed,1
2311,30877,Directed,1
2312,30874,Directed,1
2313,30878,Directed,1
2313,30879,Directed,1
2314,30880,Directed,1
2315,30881,Directed,1
2316,30258,Directed,1
2317,30882,Directed,1
2317,158,Directed,1
2318,30883,Directed,1
715,29971,Directed,1
2319,30884,Directed,1
2320,30885,Directed,1
874,28949,Directed,1
2321,2041,Directed,1
2322,30886,Directed,1
2323,30861,Directed,1
2324,30861,Directed,1
2325,30887,Directed,1
2326,30888,Directed,1
2327,30889,Directed,1
1927,30537,Directed,1
2328,30890,Directed,1
2329,30891,Directed,1
2330,30892,Directed,1
2331,30893,Directed,1
2332,30894,Directed,1
2332,18837,Directed,1
2333,30895,Directed,1
2334,30896,Directed,1
2335,2336,Directed,1
2336,30897,Directed,1
2337,30898,Directed,1
2338,30899,Directed,1
2339,30900,Directed,1
2340,2336,Directed,1
2341,30886,Directed,1
2336,30901,Directed,1
2342,30621,Directed,1
2343,30902,Directed,1
2344,30903,Directed,1
2345,30904,Directed,1
2346,30841,Directed,1
2347,30905,Directed,1
1146,30886,Directed,1
2348,30906,Directed,1
2349,30907,Directed,1
2350,29105,Directed,1
2351,30908,Directed,1
1351,30520,Directed,1
2352,30905,Directed,1
1967,30909,Directed,1
2353,30909,Directed,1
1186,30886,Directed,1
2354,30910,Directed,1
2355,30520,Directed,1
1613,30328,Directed,1
2356,870,Directed,1
2357,30911,Directed,1
2358,30841,Directed,1
2359,30912,Directed,1
2360,30913,Directed,1
1479,904,Directed,1
904,30914,Directed,1
2361,30915,Directed,1
302,29083,Directed,1
270,30916,Directed,1
2362,30917,Directed,1
2362,30918,Directed,1
914,2363,Directed,1
730,2362,Directed,1
730,30917,Directed,1
914,30919,Directed,1
2363,914,Directed,1
2268,30920,Directed,1
2364,30921,Directed,1
904,30922,Directed,1
2365,30923,Directed,1
2366,30924,Directed,1
2366,30925,Directed,1
2367,30926,Directed,1
2368,14557,Directed,1
2369,10122,Directed,1
2370,30927,Directed,1
2369,10122,Directed,1
2371,30928,Directed,1
2372,30929,Directed,1
2373,24916,Directed,1
2374,30930,Directed,1
2375,30931,Directed,1
2376,30932,Directed,1
2376,30933,Directed,1
2377,30934,Directed,1
1514,30672,Directed,1
2347,30278,Directed,1
2378,30935,Directed,1
2378,30936,Directed,1
2378,30937,Directed,1
2379,30938,Directed,1
2380,30939,Directed,1
2127,30940,Directed,1
2381,30941,Directed,1
2382,30942,Directed,1
2383,30601,Directed,1
2384,30943,Directed,1
2385,30944,Directed,1
2386,30945,Directed,1
743,30946,Directed,1
2387,30947,Directed,1
2388,30611,Directed,1
2389,30948,Directed,1
2390,9346,Directed,1
2391,914,Directed,1
2392,30949,Directed,1
2392,30950,Directed,1
2392,30951,Directed,1
529,30952,Directed,1
2393,30950,Directed,1
2393,30951,Directed,1
2394,30953,Directed,1
2395,30954,Directed,1
2396,30955,Directed,1
2397,30601,Directed,1
2398,30956,Directed,1
2168,30957,Directed,1
2399,30958,Directed,1
353,4554,Directed,1
2400,30390,Directed,1
2401,30959,Directed,1
2402,30960,Directed,1
2368,30961,Directed,1
2403,30944,Directed,1
2404,30962,Directed,1
2405,30944,Directed,1
2406,30963,Directed,1
2407,30964,Directed,1
2407,30944,Directed,1
2408,30944,Directed,1
2409,30963,Directed,1
2410,30965,Directed,1
2411,30966,Directed,1
2412,30967,Directed,1
2412,2412,Directed,1
2413,2412,Directed,1
2414,2422,Directed,1
2414,30968,Directed,1
2415,30969,Directed,1
1710,30970,Directed,1
2416,30971,Directed,1
2417,30972,Directed,1
2418,639,Directed,1
2419,2057,Directed,1
2420,30973,Directed,1
2421,30974,Directed,1
2422,30968,Directed,1
2423,28692,Directed,1
2424,30975,Directed,1
2425,30976,Directed,1
2425,30976,Directed,1
2426,30977,Directed,1
2427,2426,Directed,1
2428,30978,Directed,1
2429,30978,Directed,1
2430,30979,Directed,1
2184,30390,Directed,1
2431,30980,Directed,1
287,1569,Directed,1
287,30981,Directed,1
2432,1569,Directed,1
2127,30982,Directed,1
2433,25098,Directed,1
2433,30983,Directed,1
2434,30984,Directed,1
1366,30985,Directed,1
1366,30986,Directed,1
2435,2273,Directed,1
2436,30987,Directed,1
2437,30988,Directed,1
586,3838,Directed,1
2438,30989,Directed,1
2439,30989,Directed,1
