,usuario,texto;;;
29057,@BolsonaroSP,@paticornils @BolsonaroSP Vc pegou o Corona pra fazer esse tipo de comentário? é uma gripe e só.  Vamos parar o país toda entrada de outono inverno por causa do vírus da gripe? Para de assistir a Globo.;;;
29064,@BolsonaroSP,@fabiowoficial @BolsonaroSP A ansiedade deste momento aonde a extrema imprensa é a mídia se comportam como hienas nefastas é bem pior do que os sintomas do coronağŸ‡§ğŸ‡· estamos atentos!;;;
"29068,@BolsonaroSP,""@ConservadorV @BolsonaroSP Ter cuidado até ã  época do pico do Corona.";;;
"Os governantes devem liberar parques para exercitar, com responsabilidade! Imagina estes shoppings fechados, quantas lojas e comércio vá  falir . Como os supermercados abrem com responsabilidade tem que ser iqual para os shoppings.""";;;
"29080,@BolsonaroSP,""@MarcoStauros @carlosjordy @JapaDoB0ls0 @profcabarros @Rconstantino @filipebarrost @BolsonaroSP @jairbolsonaro @CarlaZambelli38 @emb_resistencia @bernardopkuster O presidente no pronunciamento fala que pra ele que foi atleta o corona seria apenas uma gripezinha como disse o Dr. Drauzio Varella.";;;
"O problema é sempre o lance https://t.co/JHaxmsw3xP todo mundo diz meu deus que absurdo... Escute novamente""";;;
"29090,@BolsonaroSP,""@BolsonaroSP EquilÍbrio entre combate ao corona x manutenção da economia. Isso é o certo. Com seriedade, montando estratégias conforme as dificuldades se apresentem, mudando-as conforme necessário, testando e isolando os contaminados, mantendo quarentena para grupo de risco""";;;
"29118,@BolsonaroSP,""@BolsonaroSP Bolsonaro equivocado qto ao coronavírus. Ele está indo na contra mão de tudo,infelizmente! Esperamos que não sejamos uma Itália. Avisado o governo foi.""";;;
29139,@BolsonaroSP,@Victor89197938 @sabrina_prado @BolsonaroSP Tá esperando o bolsa Corona!ğŸ˜‚ğŸ˜‚ğŸ˜‚;;;
29150,@BolsonaroSP,@BolsonaroSP Vc e um rato quer deixar o povo a deus darãosei FDP agora o babaca do seu pai acha que o coronavírus e gripizinha  vai se foder seu ladra do caralho;;;
"29159,@BolsonaroSP,""@jeje_jalphy @BolsonaroSP A situação não é boa pro Brasil, existe condições de vida muito pior do q o risco do Corona porém ninguém nunca falou nada. A dengue por exemplo. Agora qndo o país tiver alto ã­ndice de desemprego a violência de volta a um nã­vel muito maior tome uma atitude ao invés de criticar""";;;
"29172,@BolsonaroSP,""@danielPMERJ @BolsonaroSP Meu caro, 4.700 o corona vai matar em menos de um mês. Veja a Itália com 7 mil em um mês. Com todo respeito, o senhor não faz a menor ideia dos números da saúde.""";;;
"29179,@BolsonaroSP,""@paticornils @BolsonaroSP 1,5 milhá  de pessoas morreram de tuberculose em 2018, ante 1,6 milhá  em 2017 no mundo. Também vem pelo espirro ou saliva de um indivã­duo infectado ou pelo ar. Ela mata 4.700 pessoas por ano no Brasil. Só não é Tá  pop quanto o corona, quando foi que o Brasil parou ? H1N1?""";;;
"29201,@BolsonaroSP,""@BolsonaroSP DESEMPREGO E FOME VAO MATAR MAIS QUE O CORONA VÍRUS, ISSO E CERTO, SO QUE E MELHOR FICAR SEM FAZER NADA EM CASA""";;;
"29227,@BolsonaroSP,""@danielPMERJ @BolsonaroSP Comparar uma doença q já está no mundo a séculos com uma q surgiu variação q surgiu esse ano";;;
"Tenq dar o tempo e os meios pro corona se disseminar igual pra vc ver q seu argumento é uma merda e q é um assunto muito mais sério e letal ? Nunca vi falar de colapso por tuberculose""";;;
"29230,@BolsonaroSP,""@hara_taty @BolsonaroSP @paticornils @OsmarTerra Q isso tia?!, olha q o corona te pega e a senhora empacota viu?!""";;;
29239,@BolsonaroSP,@danielPMERJ @BolsonaroSP A mídia usa o coronavírus como super star do mal. Pra tentar derrubar seus inimigos que não soltam dinheiro pra elas. E os políticos usa contra seus adversários políticos. Pois vcs sabem nem bem o corona chegou ao Brasil a esquerda o abraçou. E hoje o vírus é de esquerda ao cent;;;
"29242,@BolsonaroSP,""@MarcoStauros @carlosjordy @JapaDoB0ls0 @profcabarros @Rconstantino @filipebarrost @BolsonaroSP @jairbolsonaro @CarlaZambelli38 @emb_resistencia @bernardopkuster A estimativa de mortes no mundo pelo coronavírus e dezenas de vezes maior do q essas doenças q vc citou, sendo q a dengue nem e infectocontagiosa""";;;
"29248,@BolsonaroSP,""@BolsonaroSP Passando o problema do coronavírus, iremos discutir o impeachment dos senhores.""";;;
"29250,@BolsonaroSP,""@BolsonaroSP @jairbolsonaro Seu coronavírus, é pedir muito o senhor infectar esse babaca ?""";;;
"29255,@BolsonaroSP,""@BolsonaroSP Isso,  duduuuu vai p rua, circula bastante p pegar logo a gripezinha.  Sorte serãoa nossa q iremos nos livrar rápido de ti, um inutil. Teca torcendo pelo corona""";;;
29277,@BolsonaroSP,@HansRiverDoRio @bianco_roberto Exatamente. O povo achando que ele ia dãoum tiro no pé. Essa paralisação e mais letal que esse corona. @jairbolsonaro  @BolsonaroSP  @CarlosBolsonaro @CarlaZambelli38  @SF_Moro  estamos com vcs.;;;
"29281,@BolsonaroSP,""@BolsonaroSP CARO DUDUXO BANANINHA. Já QUE TEU PAPI HOJE DEFECOU, MAIS UMA VEZ PELOS, DEDOS, QUE TAL EMITIR UMA MEDIDA PROVISó“RIA, QUE GARANTA UMA PENSó VITALãCIA PARA O TRABALHADOR(A) QUE TIVER UM PARENTE MORTO PELO CORONA VÍRUS, APã“S TER IDO TRABALHAR. PEDE PRO PAPI BUNDA MOLE!""";;;
"29289,@BolsonaroSP,""@BolsonaroSP Cadê as provas da fraude na eleição? Cadê os resultados dos exames? Quando o corona bater pesado no Brasi, vcs estarão perdidos. Terão que fugir!""";;;
"29298,@BolsonaroSP,""@danielPMERJ @BolsonaroSP Seria genuã­no, lamentável sendo humana falando. Mas excepcionalmente genuã­no se você e toda família Bolsonaro pegasse o Corona! aí­ quem sabe olhariam além de si mesmos e o que jugam certo ou errado.""";;;
29312,@BolsonaroSP,@BolsonaroSP O único lã­der mundial pregando está ideia é Donald Trump enquanto o coronavírus consome seu povo!;;;
"29314,@BolsonaroSP,""@andredcarvalho @corcinoCRVG @BolsonaroSP @OsmarTerra Vou repetir, os quase 7% de PIB NEGATIVOS deixados pelo PT ainda não foram recuperados. Isso é recesSó, se você não sabe, encolhimento de PIB. E não, a crise econã´mica GLOBAL foi causada pelo corona, não porque o biloliro falou bobagem na globo.""";;;
29316,@BolsonaroSP,@victor_vaz1984 @joaozinhoperes @BolsonaroSP @RobertoLJustus @oatila Com esses números você percebe que o corona Tá matando 100x mais. Só fazer as contas com os números dessa imagem;;;
"29327,@BolsonaroSP,""@BolsonaroSP Vc e seu pai bem q podiam contrair o coronavírus, pra ver se é só uma gripizinha. Miseráveis""";;;
29331,@BolsonaroSP,@carolaccioly1 @ptc_cristina @FelixTol_Jr @BolsonaroSP @luciano_hang O inverno  está chegando  gado  e se um dos idosos  que vier a falecer  por causa  do corona  for um parente seu .. quero ver se vc vai continuar  com  a  mesma opinião;;;
"29343,@BolsonaroSP,""@BolsonaroSP ğŸ™ˆğŸ¤¦ğŸ¼â€â™€ï¸";;;
 O plano da esquerda :;;;
"Engessar a economia através do corona virus, paralizar toda produção da indústria e comércio e serviços no Brasil, levando o país a falência para posteriormente com o país devastado economicamente os comunistas destituir o governo por incopetencia!.""";;;
29346,@BolsonaroSP,@BolsonaroSP CANALHA FILHA DA PUTA MAIOR DO UNIVERSO! ESPERO QUE VCS MORRAM DE CORONA VIRUS!ALIAS....VC E SEU PAIS DEVEM SER OS DOIS NOMES OMITIDOS NA LISTA DE POSSITIVO DO HOSPITAL.;;;
"29347,@BolsonaroSP,""@BolsonaroSP @luciano_hang Entre recesSó x corona, preferimos o segundo taokey!?""";;;
"29351,@BolsonaroSP,""@itsanapassos @paulovios @_PHCS @BolsonaroSP @paticornils @OsmarTerra E inevitável que o coronavírus vai infectar mais da metade da população brasileira, e necessário que se crie anticorpos para esse vírus, não vai ser se isolando que isso vai acontecer, temos que cuidar das pessoas com mais idade, os mais jovens precisam criar essa imunidade.""";;;
"29352,@BolsonaroSP,""@BolsonaroSP  mostre ao seu pai a cura do coronavírus vem do nosso próprio organismo,fortalecendo nossa imunidade do vírus nada faz. https://t.co/wX0VBBFv5m""";;;
"29361,@BolsonaroSP,""já já @BolsonaroSP vai soltar um â€œo que é coronavírus comparado com o câncer, gente? câncer mata sei la quantas pessoas anualmente, corona não é nada.â€""";;;
29370,@BolsonaroSP,@Morenelli @BolsonaroSP Todos que está  criticando a fala do presidente devem estar na sua casa de barriga cheia. Mas tem gente que não sabe o que serãoamanhã£. E esse número tende a aumentar mais que o Corona.;;;
"29373,@BolsonaroSP,""@Mari22069617 @saulomarino @BolsonaroSP @paticornils @OsmarTerra Kkkkkkkkkk o fato da taxa de letalidade ser menor não significa que ela não existia, significa q o Corona mata muito mais e por isso há uma preocupação muito maior.""";;;
29386,@BolsonaroSP,@CarolDeToni @BolsonaroSP @jairbolsonaro O que esse povo quer é ficar em casa e receber bolsa coronavírus. https://t.co/dvkRGom06z;;;
"29391,@BolsonaroSP,""@andredcarvalho @corcinoCRVG @BolsonaroSP @OsmarTerra Por que doente? Fala pra mim? Você está culpando o Bolsonaro pelo corona agora? kkkkkkkkkkkkkkkkkkkk é muito acéfalo velho, meu deus do céu.""";;;
29395,@BolsonaroSP,@bibitaholanda @BolsonaroSP Fome mata mais rápido que o virus. Daqui 5 meses o número de famintos vai ser muito maior que o de corona;;;
"29404,@BolsonaroSP,""@BolsonaroSP O corona deveria entrar no seu rabo. Seu fodido de merda. Não serãosua família que irãomorrer, ne? Que ódio de todos vocês, família de boçais.""";;;
"29407,@BolsonaroSP,""@BolsonaroSP @OsmarTerra Pois é. O Pânico gerado não deixa as pessoas perceberem que se o país ficar paralisado em pouquã­ssimo tempo não haverá remédios e comida para milhões de pessoas. O dinheiro delas acabarãoe dessa forma a saúde também. Serãoo caos, com muito mais mortes do que o coronavírus.ğŸ¤¦â€â™€ï¸""";;;
"29408,@BolsonaroSP,""@CarolDeToni @BolsonaroSP @jairbolsonaro Pois é. O Pânico gerado não deixa as pessoas perceberem que se o país ficar paralisado em pouquã­ssimo tempo não haverá remédios e comida para milhões de pessoas. O dinheiro delas acabarãoe dessa forma a saúde também. Serãoo caos, com muito mais mortes do que o coronavírus.ğŸ¤¦â€â™€ï¸""";;;
"29411,@BolsonaroSP,""@BolsonaroSP Pois é. O Pânico gerado não deixa as pessoas perceberem que se o país ficar paralisado em pouquã­ssimo tempo não haverá remédios e comida para milhões de pessoas. O dinheiro delas acabarãoe dessa forma a saúde também. Serãoo caos, com muito mais mortes do que o coronavírus.ğŸ¤¦â€â™€ï¸""";;;
"29414,@BolsonaroSP,""@BolsonaroSP @RenovaMidia O gasto anual do Congresso Nacional chega a 11 BILHõES DE REAIS, com 6.000 assessores,ou seja, a maioria amigos ou parentes de amigos.Seria muito bom e ajudaris muito no combate do Corona-vírus,que o Congresso fizesse uma doação de ao menos CINCO BILHõES, para este fim. Me sigam""";;;
"29420,@BolsonaroSP,""@GuuHCristiano @_PHCS @BolsonaroSP @paticornils @OsmarTerra Pelo bem do país todos os candidatos diziam que estavam lutando...";;;
"Ele vem fazendo seu serviço: Não soube o que fazer na questá  das queimadas, não soube o que fazer quando houve vazamento de óleo, não sabe se relacionar com a imprensa, não sabe o que fazer nessa crise do corona""";;;
29433,@BolsonaroSP,@danielPMERJ @BolsonaroSP vou tirar um print da sua postagem e lembrar você quando o corona começar fazer o esterminio nas favelas do rio de janeiro deputado.;;;
"29435,@BolsonaroSP,""@dumoises @luciizamg @BolsonaroSP @OsmarTerra Refaço o comentário que fiz em outro post. O corona não vai magicamente desaparecer se todos ficarem em casa, eventualmente a quarentena vai ter que terminar e as pessoas serão infectadas de qualquer jeito, pelo menos com a proposta do governo os mais frágeis serão poupados.""";;;
29436,@BolsonaroSP,@BolsonaroSP No brasil hj a dengue é muito mais perigoso do q o corona!! De 65 a 100 anos tem q se isolar gente!! Vamos raciocinar!;;;
"29439,@BolsonaroSP,""@BolsonaroSP A media de mortalidade hj no Brasil é 1,7% na faixa etaria de risco gente!! Nem todo mundo que pega corona virus morre bando de ignorante!! Burros!!""";;;
"29447,@BolsonaroSP,""@BolsonaroSP @OsmarTerra Isso pq sete meses atrás nem tinha o coronavírus hein, se fosse hj em dia a situação seria mais desesperadora ainda... ";;;
;;;
"Você e o senhor seu pai Só DESUMANOS, ã± sei como ainda se dizem crisTá s... Mas o castigo vem mais cedo ou mais tarde!!!!""";;;
"29460,@BolsonaroSP,""@BolsonaroSP @OsmarTerra +foquem em mostrar pra população as ações dele contra o corona, foi isso que pedimos pra ele ir se pronunciar, pras pessoas ficarem sabendo o que ele está fazendo+""";;;
"29472,@BolsonaroSP,""@BolsonaroSP @OsmarTerra Vms lá, quero q me dê soluções... Vc e seu pai poderiam nos comprar uma casa grande? Pra q possamos fazer o distanciamento necessário? Bom, acho q não...";;;
"Enquanto as pessoas q morrerem por coronavírus, aonde vá  ser veladas e enterradas? já pensaram nisso?...""";;;
29486,@BolsonaroSP,@kaya4everyone @OCerebro_ @BolsonaroSP Mito né ğŸ¤£ até corona ele espalha #BolsonaroTemRazão;;;
"29497,@BolsonaroSP,""@BolsonaroSP Mais letal que o corona ???? ";;;
Todo dia uma vergonha diferente.;;;
"https://t.co/ExFfkmvXmX""";;;
"29510,@BolsonaroSP,""@BolsonaroSP @paticornils @OsmarTerra Po Eduardo, eu sempre admirei vcs e tudo mais ,votei no Bolsonaro e fiz campanha de graça pra ele, mas ele Tá de sacanagem né cara, podia ter falado sobre as mortes, falado pra ficarmos em quarentena nos 15 dias seguintes, depois do choque do corona analizar e mudar a estratégia.""";;;
29511,@BolsonaroSP,@DanielaOmairi @bella_andradem @pseudo_opinante @BolsonaroSP @jairbolsonaro Tomara que você e sua família peguem o coronavírus no trabalho kakakakakaka;;;
29533,@BolsonaroSP,@BolsonaroSP Passando o problema do coronavírus a discusSó serãosobre a permanência do teu pai na presidência! #ForaBolsonaro;;;
"29538,@BolsonaroSP,""@biaipacheco @RedBrinner @Lerraolegluger @BolsonaroSP ã“timo! Vamos todos trabalhar, pegar corona e passar pra outras pessoas. Assim podemos aumentar a pilha de corpos e não afetar a economia. O único problema vai ser onde colocar os corpos depois, né?""";;;
"29543,@BolsonaroSP,""@BolsonaroSP @RenovaMidia Pura verdade a fala de Trump";;;
;;;
Você que tem medo morrer pelo coronavírus e não é do grupo de risco pesquise e verãoque você  corre mais risco de morrer de outra coisa.;;;
;;;
Conheço duas pessoas que curaram do Corona.;;;
;;;
A desnutrição aqui mata mais que o vírus.;;;
;;;
"Bora trabalhar.""";;;
"29545,@BolsonaroSP,""@BolsonaroSP Bora meu excelentÍssimo Presidente Jair Messias Bolsonaro!! Estamos no rumo certo, dado quem está estrebuchando! Chora Petralhada! Tudo passa! Amanhã£ é outro dia! Vamos vencer o Corona e os vermes esquerdopatas tb!ğŸ‡§ğŸ‡·ğŸ˜ğŸ‘ŠğŸ¾ https://t.co/lSlHBpKq9j""";;;
"29574,@BolsonaroSP,""@BolsonaroSP @paticornils @OsmarTerra E também a quarentena pra valer mesmo teria que durar o tempo que o vírus teria que imunizar pelo menos 50%da população,no mínimo dois https://t.co/MyqdN4pW1X finanças do Brasil com gasto de 750bilhões só para o coronavírus,isso daria uma grande retração econã´mica""";;;
29578,@BolsonaroSP,@KarinaLR7 @BolsonaroSP @RenovaMidia Sim.  Eu entendo vc. Mas ele sabe o que está fazendo . Daqui um mês ou mais se o povo não sair pra trabalhar vc acha que não vá  morrer de fome?  Meu tio mora em Berlim tem 77 anos e está com corona. está em isolamento dentro de casa sozinho. Disse estar melhorando.;;;
"29583,@BolsonaroSP,""@Mari22069617 @saulomarino @BolsonaroSP @paticornils @OsmarTerra Porra, já falaram mil vezes que o H1N1 não é Tá  letal quanto  corona. Parem de mentir!""";;;
29590,@BolsonaroSP,@BolsonaroSP Ele falou sobre o Carona ..ops não pegue carona no Corona!;;;
"29594,@BolsonaroSP,""@AndrAwano1 @BolsonaroSP Reino Unido entrou hoje em quarentena, Itália, Espanha e Alemanha em quarentena, EUA tomando medidas preventivas fortã­ssimas já que lá sera o novo epicentro do corona, a OMS falando que é NECESSóRIO o isolamento social, mas quem sabe mesmo é o asno genocida do PR e seu gado""";;;
"29595,@BolsonaroSP,""@BolsonaroSP Se o corona nao te pegar, os brasileiros o farão""";;;
"29596,@BolsonaroSP,""@adriano_nader @BolsonaroSP @jairbolsonaro Se eles tiverem com corona, mandem relaxarem que o presidente falou que era só uma gripezinha. Kkkkkkkkkkkk""";;;
"29611,@BolsonaroSP,""@fabio_franz @gatanarco @BolsonaroSP 750 morreram por h1n1 em um ano, em um mês de corona virus morreu 46 e tem 2.000 mil casos, se as pessoas forem pra rua seriam mais casos e mais mortes... Faz os cálculos. Antes de falar não apoio o Lula é apenas pra vc pensar no q tu ta escrevendo.""";;;
"29619,@BolsonaroSP,""@San97177928 @gatanarco @BolsonaroSP Em momento algum você Tá pensando na sua família que é o """"Grupo de risco"""". Vamos supor que vc pegue o corona virus sem saber na rua dps de um dia de trabalho e chega em casa e tem contato com sua mãe e sua avó, eles estarão contaminados do mesmo jeito. Que isolamento é esse?""";;;
29620,@BolsonaroSP,@FalangeOD @BolsonaroSP Queria te ver com coronavírus na uti do Sus!;;;
"29626,@BolsonaroSP,""@Maralucyhen @BolsonaroSP Mara, não é que não pode morrer de Corona, a questá  é que é um vírus de fácil transmisSó. Se 80% da população é infectada com o vírus (que é a projeção de infectados  durante a pandemia, segundo cientistas) de uma vez, quebra o sistema de saúde brasileiro!""";;;
"29671,@BolsonaroSP,""@Ricardo92455386 @BolsonaroSP @luciano_hang Foda-se meu pai trabalha na prefeitura do estado de Só Paulo. Uma amiga de trabalho dele está com coronavírus e trabalhou por dias do lado dele, minha mãe tem problema de bronquite  e  está no grupo de risco. Meu pai pode ir trabalhar e contrair e passar pra minha mãe..""";;;
"29681,@BolsonaroSP,""@felipeneto @jairbolsonaro @BolsonaroSP @CarlosBolsonaro @FlavioBolsonaro IMUNDOS! VCS VAO PAGAR PELA MARIELLE SEUS DOENTES DO CARALHO, TOMARA Q ESSE MERDA DO BOLSOBOSTA PEGUE O CORONA, AFINAL, EH APENAS UMA GRIPEZINHA, N??""";;;
29699,@BolsonaroSP,@httpsbratx @jairbolsonaro @BolsonaroSP @FlavioBolsonaro @CarlosBolsonaro corona faça sua parte e mata esse arrombado e os filhos de merd* dele @jairbolsonaro;;;
"29701,@BolsonaroSP,""@carteiroreaca @BolsonaroSP #Bolsonaroacabou #BolsonaroTemRazão #BolsonaroMentiroso bando de hipócritas, vejam isso, mas nao vao compreender pq ja está  com uma doença muito pior que o corona virus""";;;
29742,@BolsonaroSP,@BolsonaroSP @RenovaMidia Não e a toa que a OMS disse que os EUA serãoo epicentro do coronavírus;;;
29744,@BolsonaroSP,@BolsonaroSP Essa família bozo vai matar mais que o corona bando de desgraça;;;
"29793,@BolsonaroSP,""@BolsonaroSP Desejo que apanhes o coronavírus, atleta.""";;;
"29799,@BolsonaroSP,""@Henrique_minion @jmarcelinocorde @BolsonaroSP Volta a disser que enquanto Tá  fazendo política com o coronavírus tem gente Orando por Nós , Aqui os esquerdopatas torce pelo vírus.""";;;
"29865,@BolsonaroSP,""@BolsonaroSP @jairbolsonaro O presidente teve a chance ã­mpar de esclarecer as medidas que o governo vem tomando para o combate ao corona! Mas jogou a chance fora, deu munição para seus adversários! Pelo amor de Deus! ğŸ¤¦â€â™‚ï¸ğŸ¤¦â€â™‚ï¸ğŸ¤¦â€â™‚ï¸ğŸ¤¦â€â™‚ï¸ ! Eu torço pelo Brasil e por meu Presidente! ğŸ‡§ğŸ‡·ğŸ‡§ğŸ‡·ğŸ‡§ğŸ‡·ğŸ‡§ğŸ‡·ğŸ‡§ğŸ‡·ğŸ‡§ğŸ‡·ğŸ‡§ğŸ‡·""";;;
"29894,@BolsonaroSP,""@BolsonaroSP Quem é a assessoria do presidente, precisam parar de copiar o trump e não se preocupar tanto com a imprensa . Os ministros está  trabalhando muito bem na questao do coronavírus. Deixa  as diferenças de lado pensa no povo nesse momento.""";;;
29918,@BolsonaroSP,@BolsonaroSP Não é o momento! Vamos ser racional. De que adianta conseguir os melhores recursos e aplicar no combate ao coronavírus e o discurso vai na contra mão.  Certamente todos está  fazendo o melhor para minimizar os impactos dessa pandemia. Quando a onda passar seremos mais forte.;;;
30004,@BolsonaroSP,@BolsonaroSP Boa noite! Espero que dentro em breve... possamos dar início novamente a economia como um todo... Pois sabemos que o coronavírus atinge uma parte que está mais vulnerável das nossas camadas social...e os mesmos como toda a sociedade vá  e devem ter os cuidados básicos em geral.;;;
30019,@BolsonaroSP,@BolsonaroSP @jairbolsonaro Os prefeitos Tá tudo querendo é que o Corona não acabe nem Tá  cedo eles querem é cancelar às eleições desse ano e o Corona é a munição que eles precisavam;;;
"30081,@BolsonaroSP,""@BolsonaroSP @luciano_hang coronavírus mata seu verme mamador de rola do governo! Olha o número de mortes no mundo! Se está diminuindo em alguns lugares é porque tomaram providências sérias! Você, seu pai acéfalo e toda sua família Só uma vergonha!""";;;
30100,@BolsonaroSP,@BolsonaroSP @luciano_hang Pior do q o coronavírus ao vcs tudim!;;;
"30165,@BolsonaroSP,""@bibonunes1 @jairbolsonaro @BolsonaroSP @somosalianca e eu prefiro um gado com gripezinha, que o corona esteja com vcs bjsss ğŸ˜˜""";;;
"30174,@BolsonaroSP,""@BolsonaroSP Ooooh filho de Deus H1N1 é conhecida, tem vacina e tudo, O NOVO CORONA VIRUS NAO""";;;
"30185,@BolsonaroSP,""@BolsonaroSP @taoquei1 @RenovaMidia Como existe vagabundos, bora trabalhar não mata ninguém, ou está  esperando bolsa corona?""";;;
"30186,@BolsonaroSP,""@KaioVRF @BolsonaroSP Não é em um ano, no inverno. O corona viros até ontem matou 15 mil no mundo, a gripe mata em um inverno na França 10 mil.""";;;
"30205,@BolsonaroSP,""@FBregeiro @BolsonaroSP @RenovaMidia Vamos trabalhar vagabundo, está esperando bolsa corona?""";;;
"30239,@BolsonaroSP,""@otavioablima @BolsonaroSP As pessoas podem morrer de H1N1, dengue, gripe comum, tuberculose, mas só não pode morrer de Corona!!loucura""";;;
"30269,@BolsonaroSP,""@BolsonaroSP Você é um jumento igual seu pai!!!! Serão escorraçados junto com o coronavírus e trate de conseguir um visto permanente com seu Brother Trummp, vocês vá  precisar!!! Não vamos aceitar vocês voltarem extraditados por residencia ilegal nos EUA!!!""";;;
"30270,@BolsonaroSP,""@BolsonaroSP Rapaz, não concordei com isso não. está errado. A epidemia é seria, hoje morreu um amigo meu em SP, 31 anos, saudável, pegou o corona e não resistiu! Você errou nessa em presidente? Lamentável.""";;;
30277,@BolsonaroSP,@gama_gilza @BolsonaroSP @jairbolsonaro Burra otaria pega corona enTá  idiota;;;
"30290,@BolsonaroSP,""@BolsonaroSP @lamboia Diante da pandemia de coronavírus que faz vÍtimas em países de primeiro mundo, independentemente da idade a prevenção é o melhor remédio. Por isso é preciso ignorar as fake news mesmo que veiculadas em cadeia nacional.""";;;
30319,@BolsonaroSP,@BolsonaroSP Me representou ! Não podemos deixar a roda parar de girar .... está  alimentando algo maior que o corona.... a miséria .... a fome .... o caos !;;;
30320,@BolsonaroSP,@BolsonaroSP @RenovaMidia Serãopor isso que o EUA é o novo candidato ao epicentro do Corona?;;;
30329,@BolsonaroSP,@PauloMa73070907 @BolsonaroSP @jairbolsonaro Vai na rua fazer a caminha pro corona com teu presida;;;
"30353,@BolsonaroSP,""@bros_sss @fckyaas @JailsonSantos55 @eduardolgrocha @BolsonaroSP @jairbolsonaro entendi, mas se tudo der certo do corona não escapa ğŸ™ğŸ¼";;;
"até pq depois do pronunciamento de hoje é inevitável""";;;
"30388,@BolsonaroSP,""@CrisRibeiro1971 @BolsonaroSP E esse vírus não e uma gripezinha qqr. é um virus que mata. E se não mata, interna. Vc acha que o brasil tem como aguentar mt mais gente em uti? Não. Não é só quem Tá com corona q pode morrer. é quem tem outras doenças mas n vai poder ser inernado pq o hospital vai tar  lotado.""";;;
"30398,@BolsonaroSP,""@BolsonaroSP Passado o problema do coronavírus, haverá uma grande discusSó sobre liderança do Brasil.";;;
Eu já estou torcendo em dobro para que passe logo...;;;
"há vírus demais no Planalto.""";;;
"30413,@BolsonaroSP,""@BolsonaroSP @RenovaMidia Hoje infelizmente está  morrendo pessoas pelo coronavírus, se continuar paralisado vá  morrer pessoas com HIV, diabetes, presSó alta e etc por falta de medicamentos fora a fome e outros problemas. é triste mas é a realidade.""";;;
30428,@BolsonaroSP,@davialcolumbre @SenadoFederal @Anastasia Vc precisa criar vergonha na cara e trabalhar! Votar o que é importante e não o que te dãovantagem. Vc e o Botafogo Só piores do queno coronavírus. @BolsonaroSP @jairbolsonaro;;;
"30436,@BolsonaroSP,""@BolsonaroSP @luciano_hang VAI SE FUDER SEU FILHO DA PUTA, CARECA ARROMBADO DO PAU PEQUENO, TOMARE QUE VOCÊS PEGUE CORONA VÍRUS NO MEIO DO SEU CU!""";;;
30473,@BolsonaroSP,@BolsonaroSP @jairbolsonaro Que pena que não teve corona;;;
"30484,@BolsonaroSP,""@BolsonaroSP @RenovaMidia Borso se recusa a combater o coronavírus e espalha o Pânico.";;;
"#ForaBolsonaros""";;;
"30510,@BolsonaroSP,""@UnaVeritate @BolsonaroSP @luciano_hang A esquerda gosta de ter saude para trabalhar, depois que morrem a familia vai chorar na internet. Ai meu parente pegou o corona e bla bla bla te manca""";;;
"30515,@BolsonaroSP,""@BolsonaroSP @jairbolsonaro Dica..sobre crise do corona, o Ministro Mandetta é o dono da palavra, o presidente do problema..sem mais!!!""";;;
"30526,@BolsonaroSP,""@DanielaOmairi @pseudo_opinante @BolsonaroSP @jairbolsonaro De coronavírus pode, de fome que não""";;;
30528,@BolsonaroSP,@BolsonaroSP @tavamartini1 @jairbolsonaro Agora todo mundo que morrer com o coronavírus a culpa vai ser do Bolsonaro só porque ele disse que não pegou essa gripezinha;;;
"30545,@BolsonaroSP,""@MarcoStauros @carlosjordy @JapaDoB0ls0 @profcabarros @Rconstantino @filipebarrost @BolsonaroSP @jairbolsonaro @CarlaZambelli38 @emb_resistencia @bernardopkuster Na biologia, existe algo assim: quanto mais infeccioso, menos letal, quanto mais letal, menos infeccioso. O corona é menos letal, logo, mais infeccioso. Ser menos letal, não significa menos mortes, muito pelo contrário. Agora vamos falar de estatÍstica +""";;;
"30553,@BolsonaroSP,""Proselitismo político com coronavírus o PT,  vem fazendo sem nenhum escrúpulo! ";;;
@jairbolsonaro , a h1n1, foi muito pior e a imprensa nem se quer deu tanto alarde!;;;
;;;
Vergonha as vezes desse congresso e dessa Impresa. ;;;
"@davialcolumbre  @RodrigoMaia @BolsonaroSP @CarlosBolsonaro""";;;
"30556,@BolsonaroSP,""@MarcoStauros @carlosjordy @JapaDoB0ls0 @profcabarros @Rconstantino @filipebarrost @BolsonaroSP @jairbolsonaro @CarlaZambelli38 @emb_resistencia @bernardopkuster é exatamente isso que a gente quer evitar amigo, se o Brasil inteiro se basear num pensamento como o teu eu garanto quem em um ano ou dois os números do coronavírus podem ser o dobro. Ainda estamos no começo temos que dar um jeito enquanto pudermos.""";;;
"30565,@BolsonaroSP,""@MarcoStauros @carlosjordy @JapaDoB0ls0 @profcabarros @Rconstantino @filipebarrost @BolsonaroSP @jairbolsonaro @CarlaZambelli38 @emb_resistencia @bernardopkuster O QUE VOCÊSS TEM NA CABEã‡A? O Corona tem uma transmisSó muito fácil, e a quarentena não é pq a taxa de morte é alta e sim pq tem pessoas que correm mais risco e precisam ser protegidas e para que o sistema de saúde não lote""";;;
