,usuario,texto;;;
6964,@BolsonaroSP,@BolsonaroSP coronavírus é o maior ataque terrorista da história.;;;
"6975,@BolsonaroSP,""@BolsonaroSP Comparação abestada., esta impresa só confirma que corona foi planajada.""";;;
"6983,@BolsonaroSP,""@BolsonaroSP @AlexAleluia GADOS,sou Bolsonavirus, O MITO_SIM, ao sair do trabalho vá  aos bares e restaurantes, convide seus amigos, reuem-se nas calçadas e praças para jogar ou vá   academias para contraí­rem o CORONA. Taoquei!! https://t.co/yCZwWakuOc""";;;
"7034,@BolsonaroSP,""@BolsonaroSP @AlexAleluia Tá achando ruim, faz assim """"amigo"""", vai pra rua e pega transporte coletivo durante uma semana em uma capital qualquer do país, sem máscara e de peito aberto para pegar o Corona, a hora que der positivo seu exame, encha o rabo de cloroquina e veja se funciona. Ignorante estúpido..""";;;
"7037,@BolsonaroSP,""@rafaplastina @BolsonaroSP @AlexAleluia Pensa na Saúde ??? Um FDP deste nunca entrou em uma comunidade .";;;
"Na atual situação c vc entrar em uma comunidade vc vai ver a realidade nas geladeiras é não oque a mídia podre está divulgando . A FOME MATA  e estes ditadores vai matar muito mais que o CORONA !!!""";;;
7046,@BolsonaroSP,@henriolliveira @BolsonaroSP @AbrahamWeint @ArthurWeint @allantercalivre @visaomacro @profcabarros @mayrannealmeida @Biakicis @danielPMERJ @filipebarrost @carlosjordy @bernardopkuster @opropriopontes @fabifbbr Olha aí­ uma boa oportunidade pro Corona;;;
"7119,@BolsonaroSP,""@BolsonaroSP Mas o jornal continua covidal, vom willian corona e Renata covide.""";;;
7121,@BolsonaroSP,@BolsonaroSP Corona-Politico-Partidário;;;
"7134,@BolsonaroSP,""Deputado @BolsonaroSP o CARNAVAL DO CORONA VÍRUS tem como protagonistas os Governadores #DoriaBostaWitzelEstrume agora é o Tribunal Internacional de justiça Haya.";;;
Boa noite ;;;
"Abrçs Bira https://t.co/X7aVgsgxRd https://t.co/4rOtyJ7SZ0""";;;
"7146,@BolsonaroSP,""@dy56885429 @BolsonaroSP @AlexAleluia @jairbolsonaro Quando eu disse q """"não está fazendo NADA"""", é EM RELaí‡ãO AOS GOVERNADORES E PREFEITOS QUE está  BRINCANDO DITADORES E NINGUéM OS DETéM!!!! Não em relação ao combate ao CORONA... (Veja o contexto do meu comentário!!!!) Ok? Abços ğŸ‘ğŸ¼""";;;
"7153,@BolsonaroSP,""@BolsonaroSP @netanyahu @embaixadoryossi @IDF Homem foi preso no interior da Bahia recolhendo sangue dos moradores, segundo ele para fazer testes de corona. Alguém aí­ desconfia que isso está acontecendo propositalmente para disseminar o vírus a mando de alguém? https://t.co/5XGE9QZNUn""";;;
"7154,@BolsonaroSP,""@BolsonaroSP Homem foi preso no interior da Bahia recolhendo sangue dos moradores, segundo ele para fazer testes de corona. Alguém aí­ desconfia que isso está acontecendo propositalmente para disseminar o vírus a mando de alguém? https://t.co/5XGE9QZNUn""";;;
"7159,@BolsonaroSP,""@BolsonaroSP é Claro que não existe quarentena para pobres. A maioria sobrevive do seu trabalho, seja com carteira assinada ganhando salário mínimo ou na informalidade, ficando em casa vai morrer de fome ou pelo coronavírus.""";;;
7178,@BolsonaroSP,@CleomarSoeiro @OLulaEstaPreso @BolsonaroSP @AlexAleluia Olha o Cleomar LESADO falando merda. Quem apoia MILICIANO deveria pegar o corona primeiro e ir encontrar o CAPETA.;;;
7190,@BolsonaroSP,Enquanto estao falando so corona a epidemia de Dengue avança infectando mais gente e matando mais e nada tem sido feito ğŸ§ as vezes estao confundido dengue com corona @jairbolsonaro @AiltonBenedito @BolsonaroSP @taoquei1;;;
7199,@BolsonaroSP,@NatanaelBSAlme1 @MarceloCRedeTV @BolsonaroSP Nesse caso só nos resta torcer pra que i coronavírus os mate a todos ğŸ˜‚ğŸ˜‚ğŸ˜‚ e que possamos eleger gente que realmente quer levar o país a um protagonismo de sucesso no mundo.;;;
7201,@BolsonaroSP,@BolsonaroSP Verdade tem muita gente morrendo e tudo vira corona;;;
7218,@BolsonaroSP,@BolsonaroSP Até morte por choque elétrico está  pondo na conta do covid 19 eu acredito que no máximo 20 ou 30% dessas mortes seja realmente pelo coronavírus;;;
"7220,@BolsonaroSP,""@cpb0504 @MarcinhoTF @rafaplastina @BolsonaroSP @AlexAleluia Vc leu mesmo o texto? Leu inteiro?Diz que 1,2 mi de criancas podem morrer por causas evitaveis devido ao enfraquecimento do sistema de saude mundial, CAUSADO PELO CORONA VIRUS! E é justamente isso que o afastamento tenta evitar, o colapso do sistema!""";;;
7228,@BolsonaroSP,@pedrohspfc @BolsonaroSP Falou o vagabundo que torce pro corona acabar com emprego de todo mundo pq não gosta de trabalhar kkkkkk;;;
"7246,@BolsonaroSP,""@BolsonaroSP O objetivo esta sendo atingido , espalhar o corona. Sinto muito . Comunistas , é simples .""";;;
"7250,@BolsonaroSP,""@BolsonaroSP E o povo Tá esperando o que para acordar? Ter o vírus e não sentir nada? Perder algum parente, por motivo que não seja por corona, e ter que aceitar um diagnóstico falso, sem velório ou caixão fechado? Pegar o vírus e ser curado por cloroquina?";;;
"Acorda gente!""";;;
"7270,@BolsonaroSP,""@BolsonaroSP Dudu teu pai foi obrigado pelo $TF a apresentar o exame do corona, gostaria que vc entrasse com uma ação exigindo que os governadores provem por meio de exames que esses 13k de pessoas realmente faleceram por conta do corona.""";;;
"7272,@BolsonaroSP,""@BolsonaroSP Claro, milhares de casos subnotificados, e a preocupação é um ou outro caso que acrescentaram como morte por Covid. Realmente é isso que Tá dando diferença, no mundo todo inclusive, está  declarando qualquer morte como causada por Corona. Parabéns Jênio.""";;;
"7284,@BolsonaroSP,""@BolsonaroSP @conexaopolitica Deixe de usar o nome Lava Jato, essa é outra operação, envolvendo corrupção usando o Corona, mude o nome, que tal usar """"Vacinação"""" Ou algo do tipo""";;;
"7285,@BolsonaroSP,""@MichelePradoBa @BolsonaroSP Quem morre atropelado ";;;
A causa da morte e coronavírus;;;
"Muita calma não acredita em tudo que vc ouve""";;;
7292,@BolsonaroSP,@Julioce83222770 @lumasf_ @Claudio46896876 @BolsonaroSP Tem que ser muito idiota pra ainda apoiar o Bolsonaro depois de todo o descaso que ele teve com o corona;;;
"7297,@BolsonaroSP,""@cpb0504 @1895vini @OLulaEstaPreso @BolsonaroSP @AlexAleluia A Unicef na verdade se referia aos impactos do corona virus na redução dos serviços de saúde no mundo, ou seja, devido a irresponsabilidade de pessoas que não respeitam a quarentena e ajudam a propagar o vírus o sistema de saúde vai entrar em colapso, o que acabaria""";;;
"7303,@BolsonaroSP,""@BolsonaroSP @AlexAleluia Esse Sr., é porreta. Quer fz caixa com o corona. Kkkk""";;;
"7313,@BolsonaroSP,""@ilmaraleal @BzK_squad @BolsonaroSP @AlexAleluia Sacanagem é o caralho! A desgraça do vizinho da minha mãe fazendo festa todo santo dia. Chegou sem máscara, tossindo, tocou na minha mãe e em mim. No dia seguinte minha mãe começou a adoecer, sorte que não era Corona.";;;
"A chance dessa bosta se propagar aqui é gigantesca""";;;
"7314,@BolsonaroSP,""@MarceloCRedeTV @BolsonaroSP vá  MATAR MAIS GENTE ,NãO DE CORONA MAIS SIM DE FOME ,GOVERNADORES CULPADOS""";;;
"7316,@BolsonaroSP,""@BolsonaroSP @AlexAleluia Embora eu discorde da instauração de toque de recolher, não há o que se falar em inobservância da norma constitucional, uma vez que o STF entendeu que os estados e Municã­pios têm autonomia para lidarem contra o Corona. Não dã­vida ainda mais o povo com essas meias-verdades.""";;;
"7325,@BolsonaroSP,""@cpb0504 @OLulaEstaPreso @BolsonaroSP @AlexAleluia Eu não tenho medo de pegar corona não. Eu tenho medo é de passar pra minha avó, pra um amigo que tenha diabetes, pra qualquer pessoa que eu encontre na rua que seja do grupo de risco. Eu tenho medo de, apenas, pela minha IRRESPONSABILIDADE e EGOíSMO ser responsável pela morte +""";;;
7329,@BolsonaroSP,@BolsonaroSP @conexaopolitica Esses políticos ladrões deviam distribuir é mascara de palhaço para o povo. Serãoq PROTEGE contra o CORONA VÍRUS?;;;
"7330,@BolsonaroSP,""@Jorge13Galo9x2 @FlavioLora @Fall7xStandup8x @policiafederal @BolsonaroSP @CarlosBolsonaro @FlavioBolsonaro @jairbolsonaro @ptbrasil A quarentena é pra q as pessoas não tivessem covid todas ao mesmo tempo, que poderia acontecer, aí­ realmente os nossos hospitais não dariam conta...mas como o vírus chegou em janeiro aqui e a grande maioria já teve contato c o corona de alguma forma, agora já tamos quase no final""";;;
7332,@BolsonaroSP,@visaomacro @BolsonaroSP Não conheço nenhuma que pegou coronavírus mas conheço centenas que está  desesperadas pq está  pedindo falência e outras pq está  perdendo emprego;;;
"7339,@BolsonaroSP,""@Feambrosio @AbravaneI @BolsonaroSP quando vc pegar o corona, vc faz o teste com cloroquina pra ver se funciona.""";;;
7343,@BolsonaroSP,@BolsonaroSP ESSSE DORIA E @brunocovas SAO RESPONSAVEIS PELA ESSA MATANSSSA E CONTAMINaí‡ãO DO CORONA VIRUS QUE ESSES FDP NAO ANDA DE METRO TA NEM AI TA ENCHENDO O CU DOS EMPRESARIOS DE R$ QUE PATROCINAM SUAS CAMPANHAS POLITICAS..;;;
"7347,@BolsonaroSP,""@FatimaLinardi @phacus @LuisLuizbronco @DiegoLuizVencer @BolsonaroSP CARALHOOOO ESQUECE A GLOBO!";;;
TA AQUI O ESTUDO! NãO FOI A GLOBO QUE FEZ ESSA MERDA!;;;
;;;
Não existe evidencia CIENTIFICA COM BASE EM ESTUDOS CIENTIFICOS que comprovem que essa merda cura o corona! ;;;
;;;
"https://t.co/gqEMsClUnK""";;;
"7348,@BolsonaroSP,""@Thebotoftruth1 @aguiarbtw @BolsonaroSP O que ele falou faz sentido, toda a comunidade  cientÍfica mundial  está buscando uma terapia eficiente para  o corona. Os principais cientistas do mundo não descobriram, quem descobriu foi o Eduardo Bolsonaro filho do presidente que do dia pra noite virou bioquã­mico. ğŸ¤·â€â™‚ï¸""";;;
"7350,@BolsonaroSP,""@BolsonaroSP Não se pode divulgar a cura de alguma coisa senhor Eduardo antes de ser provado a exausTá  que ela funciona, como foi o Donald Trump falando que desinfetante cura coronavírus e logo depois o número de intoxicação por desinfetante aumentou""";;;
7351,@BolsonaroSP,@comunicacaoren1 @BolsonaroSP Cadê os seus argumentos onde tem uma pesquisa  cientÍfica mostrando que a Cloroquina é prejudicial as pessoas com Corona?;;;
"7354,@BolsonaroSP,""@abcmachado @BolsonaroSP @AlexAleluia O PR simplesmente deu um foda-se p Brasil em nome da família dele, ele Tá nem aí­ se morre gente ou n pelo Corona, contanto q a PF n investigue seus filhos, o resto é só enterrar e colocar nas estatÍsticas do MS, esse é o verdadeiro Bolsonaro q tds achavam ser o bom samaritano""";;;
7358,@BolsonaroSP,@phacus @androidbr020 @BolsonaroSP Mimimimi....morrem todos os anos 60000 brasileiros veremos aí­ fim desse ano quem é mais letal o Corona ou a situação precária em que vivemos....;;;
7359,@BolsonaroSP,@BolsonaroSP Fala da medida provisória que seu pai criou que isenta ele de omisSó na crise do coronavírus.;;;
"7361,@BolsonaroSP,""@MonicaPanunovu @BolsonaroSP @jdoriajr @brunocovas Vai pegar corona enTá  otária! E assina um documento abrindo mão do seu atendimento e da uti se vc precisar! GADO TAPADO! Leva lá toda a sua família de imbecis pra rua, pra ficarem doentes todos juntos! EGOãSTA RIDãCULA!""";;;
"7364,@BolsonaroSP,""@BolsonaroSP é a emissora da morte, a maior torcedora do coronavírus.""";;;
"7365,@BolsonaroSP,""@BolsonaroSP @AlexAleluia Esse é aquele que aparece em vÍdeo com a prefeita de Porto Seguro, pedindo para arrumar casos de corona ???!!!! Safado...""";;;
"7371,@BolsonaroSP,""@BolsonaroSP @AlexAleluia E fora o corona-vaucher de 500,00 para quem estiver com o vírus, sendo divulgado pela imprensa, tire suas próprias conclusões.""";;;
7373,@BolsonaroSP,@Leticia12983648 @BolsonaroSP Eu tenho conhecidos meus que está  com o coronavírus . EnTá  imagina isso com todos na rua já imagino o pior;;;
7376,@BolsonaroSP,@OLulaEstaPreso @BolsonaroSP @AlexAleluia sai de casa e pega corona enTá ;;;
"7419,@BolsonaroSP,""@visaomacro @BolsonaroSP Conheço 4 que tiveram corona virus e 6 que perderam o emprego, é pouco???""";;;
"7445,@BolsonaroSP,""@visaomacro @BolsonaroSP Que pegaram coronavírus nenhuma";;;
"Que perderam emprego e está  passando necessidade várias.""";;;
7459,@BolsonaroSP,@visaomacro @BolsonaroSP conheco 2 com corona virus que sararam e 1 pessoa que perdeu emprego;;;
"7488,@BolsonaroSP,""@visaomacro @BolsonaroSP Na minha rua, pelo menos umas 11 pessoas perderam os empregos. coronavírus, nenhum registro até o momento!""";;;
"7492,@BolsonaroSP,""@visaomacro @BolsonaroSP Que perderam o emprego conheço alguns, que tiveram Corona conheço e conhecia alguns... agora o que influencia é o verbo... quando fica no passado não pode recomeçar...""";;;
7505,@BolsonaroSP,@visaomacro @BolsonaroSP Conheço muito mais gente q pegou coronavírus q gente q perdeu o emprego! Muuuuuito mais!;;;
"7511,@BolsonaroSP,""@visaomacro @BolsonaroSP Os que perderam emprego e passando necessidade um monte, agora infectados pelo coronavírus o #Viruschines não encontrei nenhum na minha cidade.""";;;
"7516,@BolsonaroSP,""@visaomacro @BolsonaroSP Conheço 2 pessoas que pegaram o corona, ambas foram dedicadas em hospitais particulares com HCQ+AZIT+ZINCO é se curaram em 5 dias. Tenho 9 amigos e conhecidos que perderam o emprego, eu inclusive, que sou autonoma e não tenho trabalho.""";;;
"7518,@BolsonaroSP,""@BolsonaroSP @CarolDeToni Qualquer gripe vira estatÍstica de caso MAIS GRAVE de coronavírus...";;;
"Serãoque todas as mortes Só pelo covid mesmo? https://t.co/j3JvHqu34p""";;;
"7522,@BolsonaroSP,""Este vÍdeo mostra quem Só os culpados pelo coronavírus chinês no Brasil,, ouça atentamente,, @jairbolsonaro @CarlaZambelli38 @Haddad_Fernando @allantercalivre @ManuelaDavila @BolsonaroSP , ELES não está  preocupados com sua saúde e segurança SEMPRE foi pelo poder... https://t.co/hhY9ksCM1r""";;;
"7523,@BolsonaroSP,""@visaomacro @BolsonaroSP Que pegaram corona , 8. Perderam emprego/empresa:0""";;;
"7526,@BolsonaroSP,""@visaomacro @BolsonaroSP Eu conheço 6 pessoas que pegaram corona, 3 q perderam emprego.""";;;
"7527,@BolsonaroSP,""@visaomacro @BolsonaroSP coronavírus 0";;;
Emprego 6;;;
"Empresa 1""";;;
7530,@BolsonaroSP,@visaomacro @BolsonaroSP Corona. Ninguém...perda de emprego milhares;;;
"7531,@BolsonaroSP,""@visaomacro @BolsonaroSP só conheço um vizinho em torno de 40 anos que teve o corona e desempregado conheço 1 pessoa, com 20 anos de idade.""";;;
7533,@BolsonaroSP,@visaomacro @BolsonaroSP De corona nenhuma que perderam emprego umas 8;;;
"7536,@BolsonaroSP,""@conexaopolitica @BolsonaroSP Santa ignorância ! Apesar de saber que a China está dominando o mundo por sua inteligência estratégica e trabalho escravo mas boicote do corona é a coisa mais ignorante que já vi ! Só produz o preconceito e intolerã¢ncia ã  raça, coisas comum nesse desgoverno !""";;;
7537,@BolsonaroSP,@visaomacro @BolsonaroSP Conheço uma porrada que ficaram desempregados mais não conheço ninguém que tenha contraí­do o coronavírus só nas estatÍsticas.;;;
7540,@BolsonaroSP,@BolsonaroSP - GOVERNADOR DE Só PAULO JUNTAMENTE COM BRUNO COVAS está  PROMOVENDO AGLOMERAÇÃO PROPOSITAL. QUEREM INFLAR OS NUMEROS DO CORONA VÍRUS NA MARRA. ESSE CARA TEM QUE SER CONDENADO COMO GENOCIDA. @jdoriajr  @STF_oficial @carteiroreaca https://t.co/tezz1Beirn;;;
"7570,@BolsonaroSP,""@AleTerraSouza @lucasregis @Matteo08920616 @BolsonaroSP Vai pra rua morrer de corona burra do crlh. A maior ignorância da humanidade é negar a ciência, sua escória!""";;;
"7578,@BolsonaroSP,""@EderMauroPA @FlavioBolsonaro @jairbolsonaro @BolsonaroSP @Bolsoneas @CarlosBolsonaro Graças ao governador do Parãoa situação não Tá pior aqui ,agora me diga Eder Mauro vc é grato ao presidente em ralação a ele mandar as pessoas irem pras ruas correr riscos, algum parente seu sofreu por causa do corona nós conte aí­ ?""";;;
"7580,@BolsonaroSP,""@marcelomholanda @BolsonaroSP Meu pai pegou corona dentro de casa e foi pro hospital, tomou a cloroq e morreu. O remédio é bom mas não faz milagre, quem faz milagre é Deus . Se é para subir ou paradescer  não é tratamento para corona , câncer e etc q vai da geito .""";;;
7706,@BolsonaroSP,@BolsonaroSP Melhor está sempre com a máscara...está  querendo que o corona pegue ele .;;;
"7744,@BolsonaroSP,""@BolsonaroSP Eis o exame do excelentÍssimo presidente @jairbolsonaro ";;;
Como vcs falavam msm, senhor Corona, chupa essa manga;;;
;;;
@kimpkat vai ter impeachment;;;
@veramagalhaes  22K;;;
@miriamleitao ;;;
@BlogdoJuca mulinha do Lula;;;
@beltraomaria ;;;
@gcamarotti ;;;
@folha lixo;;;
"@jornalnacional""";;;
7749,@BolsonaroSP,@PedroAl23229107 @BolsonaroSP e a Globo ganhando dinheiro com o coronavírus!... vocês Só muito burros;;;
7755,@BolsonaroSP,@BolsonaroSP é ridÍculo a situação vexatória que passa o presidente da República! E se tivesse contraí­do o coronavírus? Eles querem mais um motivo para acusa-lo de contaminar pessoas!;;;
7758,@BolsonaroSP,@BolsonaroSP Tem uma coisa melhor se dedicar a melhorar as políticas contra o coronavírus e fazer o Brasil sair dessa estagnação econã´mica!;;;
7763,@BolsonaroSP,@BolsonaroSP Você foi o primeiro a dizer pra mídia que o doente do Presidente estava com coronavírus.;;;
"7825,@BolsonaroSP,""@LancelotMat @marcelomholanda @BolsonaroSP quem esta se auto-medicando sim, e o caso do medico pode ter tido outras complicacoes, ainda nao exuste a CURA para o corona""";;;
"7841,@BolsonaroSP,""@BolsonaroSP Dessa vez, @jairbolsonaro agiu com requinte de crueldade!!!";;;
Esfregou na cara da sociedade que ele é imune a tudo o que começa com a sÍlaba CO!!;;;
;;;
Comunismo ;;;
Corrupção ;;;
Corona ;;;
Covid-19;;;
"Etc""";;;
"7844,@BolsonaroSP,""@BolsonaroSP Q bom, o corona ainda tem a chance dele enTá  kkkk""";;;
"7850,@BolsonaroSP,""@BolsonaroSP Dudu, só pra avisar que o Trump e a Casa Branca está  testando para covid diariamente (antes era semanalmente), depois que um manobrista pegou o corona...";;;
;;;
"https://t.co/0GIgi1xocf""";;;
"7853,@BolsonaroSP,""@BolsonaroSP Dessa vez, @jairbolsonaro agiu com requinte de crueldade!!!";;;
Esfregou na cara da sociedade que ele é imune a tudo o que começa com a sÍlaba CO!!;;;
;;;
Comunismo ;;;
Corrupção ;;;
Corona ;;;
Covid-19;;;
"Etc""";;;
"7859,@BolsonaroSP,""@BolsonaroSP Se tirar do Jornal Nacional as palavras: Bolsonaro, PolÍcia Federal, coronavírus e Mortes, só sobra o BOA NOITE.""";;;
"7861,@BolsonaroSP,""@BolsonaroSP Se tirar do Jornal Nacional as palavras: Bolsonaro, PolÍcia Federal, coronavírus e Mortes, só sobra o BOA NOITE.";;;
"#JairCadaVezMaisForte""";;;
"7885,@BolsonaroSP,""@BolsonaroSP se os exames do Pr tivesse dado positivo creio que @folha ja ia colocar na capa do seu jornal """"Bolsonaro e caixa de pandora do corona virus""""""";;;
"7945,@BolsonaroSP,""@BolsonaroSP Quando seu moleque, quando? família de vÍtimas. Vcs Só um bando de miliciano filhos da puta. E pior... Vcs procriam mais que corona virus.""";;;
"7985,@BolsonaroSP,""@BolsonaroSP é a falta de argumento! A mídia extrema, a oposição não tem materialidade contra ele! Tá  caçando pelo em ovo.";;;
E com isso continuam dividindo o Brasil e afastando investidores. ;;;
"E o corona, é um presente comunista no colo desses covidlovers que querer o caos pelo caos""";;;
"8024,@BolsonaroSP,""@BolsonaroSP Ah tá";;;
Ela inventou as denúncias do @SF_Moro ;;;
O vÍdeo da reunião;;;
O coronavírus;;;
"Que mais?""";;;
"8030,@BolsonaroSP,""@junior_joares @BolsonaroSP No tt anterior vc estava se referindo ao dólar ou ao coronavírus? Caso seja o dólar, vou reformular minha resposta. Sim, devemos nos preocupar com a situação mais importante no mundo inteiro, o Covid. Mas o dólar alto é também irresponsabilidade do governo. Acho q vc não soube +""";;;
"8045,@BolsonaroSP,""@BolsonaroSP Tipo ela inventou o Queiroz, ela inventou a Rachadinha do 01, ela inventou as fake news que vcs sobem, ela inventou o corona tbm né?";;;
"Na época da priSó do Lula vc criticou a """"extrema globo"""" tbm?""";;;
8047,@BolsonaroSP,@BolsonaroSP Se deu negativo ainda temos uma chance de tombar o bozo. Força corona.;;;
"8051,@BolsonaroSP,""@BolsonaroSP PRESIDENTE é obrigado a apresentar texte de CORONA VÍRUS .e apresentar FITA  DE REUNIãO.";;;
"Que tal obrigar que os ADVOGADOS DE ADéLIO diga quem os PAGOU .""";;;
"8052,@BolsonaroSP,""@LIVRAI_NOS_ @ToninhoFera13 @BolsonaroSP não cara, câncer não é contagioso ,corona é muito ,se ele for velado como um óbito de câncer não terãotodo o cuidado q tem com o corona,isso afeta as pessoas no velório e os coveiros.""";;;
"8091,@BolsonaroSP,""@BolsonaroSP Burrinho..até pra aids e novo corona";;;
01 :Â complicações da causa básica (a partir da causa básica da morte, surgem sucessivamente causas consequentes e conexas â€“ quadros clínicos intermediários â€“ que, por fim, chegam ã  causa terminal ou imediata;;;
"+""";;;
"8094,@BolsonaroSP,""@LetciaR95448486 @BolsonaroSP Ela têm medo e acredita que existe o corona, essa medida é para os quê não acreditam na doença!""";;;
"8102,@BolsonaroSP,""@AlessandroLoio2 @BolsonaroSP Pq abrir o Super do seu Michael e fechar a loja de plantas de seu Joao?? Quem aglomera mais? ... Corona vem pela agua, nas latas e ate no pao.. é muito mais complexo que uso de mascara...""";;;
"8108,@BolsonaroSP,""@BolsonaroSP Ele tem câncer e estava vivendo de boa. Ela pegou o corona e morre. De quem é a causa? Do HIV? Claro que morreu por causa do corona, pois se não fosse ele, estaria viva. Cara, como vc oassou no concurso da PF?""";;;
"8114,@BolsonaroSP,""@BolsonaroSP Eu duvido que esse corona mate mesmo, coloca teu pai numa UTI só de cueca para provar!""";;;
"8152,@BolsonaroSP,""@BolsonaroSP Infelizmente em apenas dois meses eu perdi cinco amigos eu nunca tinha visto isso. Detalhe... nenhum de corona. Três suicã­dio, um do coração e outro do COVID-19 """"Diz o Governo do Amazonas""""""";;;
8172,@BolsonaroSP,@pedrobezeraa @BolsonaroSP @conexaopolitica O que temos Só resultados positivos d administração da HCQ. Pessoas que foram diagnosticadas e tomaram a medicação logo no início. Se não me engano já existe estudo anterior até ao covid de q a HCD mostrou eficácia contra família do corona. Tenho q rever meus links aqui.;;;
"8187,@BolsonaroSP,""@BolsonaroSP @conexaopolitica O Brasil adora pagar pau pra  europeu, mas nesse caso o @TeichNelson vai dizer que esses países não Só exemplos a ser seguidos, ele vai perguntar pra China com é que faz pra combater o Corona.""";;;
8201,@BolsonaroSP,@BolsonaroSP de propósito ! assim com pessoas se aglomerando ficarãomais fácil fraudar obitos por Corona ! sabe se que Só Paulo está fazendo a maior fraude do mundo e ninguém faz nada;;;
"8279,@BolsonaroSP,""@MaiconAlvim @sahlomalu @dedeqcs @BolsonaroSP EnTá  o Zema, que não sabia oq era um Instituto de pesquisa lá de MG, tem sido o melhor gestor a lidar com o corona e outros governadores braziu a fora (não, mundo a fora) não está  fazendo o mesmo que ele propositalmente soh pra poderem queimar o Jair!? Eh isso mesmo Commando!?""";;;
"8324,@BolsonaroSP,""@BolsonaroSP @conexaopolitica Tá atrasado, hein? Estudo de Nova York disse que o medicamento não é eficaz no combate ao coronavírus. Parem de investir dinheiro em medicamento duvidoso e invistam na saúde pública e nos profissionais de saúde.""";;;
8344,@BolsonaroSP,@BolsonaroSP @CarlosBolsonaro @BolsonaroSP @jairbolsonaro Esses gorvenadores e prefeitos eles não está  preocupados com a população...eles fazem esses decretos absurdos e para trasmite mais corona e terem mais vÍtimas msm pra colocar a culpa no nosso Presidente JAIR MESSIAS BOLSONARO;;;
8345,@BolsonaroSP,@BolsonaroSP @CarlosBolsonaro @BolsonaroSP @jairbolsonaro Esses gorvenadores e prefeitos eles não está  preocupados com a população...eles fazem esses decretos absurdos e para trasmite mais corona e terem mais vÍtimas msm pra colocar a culpa no nosso Presidente JAIR MESSIAS BOLSONARO;;;
8413,@BolsonaroSP,@CrisdoBruno @adrianoquites @thaminasc_ @doisdedosdeteo @BolsonaroSP Além de ir a manifestações a favor do AI-5 no meio de uma pandemia e se recusar a mostrar o teste q fez sobre o coronavírus. https://t.co/a7xmegjTQN;;;
"8455,@BolsonaroSP,""@BolsonaroSP haverá redução de morto por coronavírus nas prisões, mas a morte da população e insegurança aumenta muito, isso não tem lógica nenhuma""";;;
8486,@BolsonaroSP,@BolsonaroSP Queria entender ğŸ¤” Porque os médicos na linha de frente podem morrer pelo coronavírus e os Detentos não podem morrer cumprindo suas sentenças na priSó? ğŸ¤”;;;
"8487,@BolsonaroSP,""@BolsonaroSP @giulianamorrone @gcamarotti @alexandregarcia aí­ o bailá  da Pavuna rolando,vamos com o povo do @psol50 nos divertir em meio ao ";;;
"coronavírus. https://t.co/1fAKgLY0hG""";;;
"8495,@BolsonaroSP,""@BolsonaroSP Só MAIS DE 11MIL ã“BITOS, PELO CORONA-VÍRUS, PARTE DESTE TRGICO NÚMERO TEM A OMISSó DE UM CARA QUE SE DIZ PRESIDENTE, CHAMADO BOLSONARO ,TEM DESTRUIã‡ãO PIOR,QUE DA VIDA?""";;;
"8502,@BolsonaroSP,""@BolsonaroSP Vc pensa antes de escrever, bananinha? Ou isso tudo é fumaça pro capiTá  corona?""";;;
"8591,@BolsonaroSP,""@AmauryDaCostaR1 @ticolino33 @BolsonaroSP @jairbolsonaro Sabe o que seria uma boa pra ti hoje ? Morrer.";;;
"Nessas horas eu torço pro Corona pra fazer um bom trabalho e varrer do mundo embustes como você.""";;;
8593,@BolsonaroSP,@BolsonaroSP @policiafederal @minsaude @TRESCjusbr @DefesaGovBr Verbas essas que seriam para o Combate ao coronavírus. Infelizmente estamos largados às traças.;;;
"8633,@BolsonaroSP,""@BolsonaroSP Pra ONU fazem até manchete ,Presidente que está falando isso desde o início """"aimm ele quer matar todos de corona"""" que vergonha dessa imprensa.""";;;
8634,@BolsonaroSP,@gamestrikebr @BolsonaroSP @jairbolsonaro Esse ano foi substituã­do pela torcida pelo Corona.;;;
8659,@BolsonaroSP,@MarinSantosDia1 @mafaldacep @BolsonaroSP Chegou a que ama o CapiTá  Corona;;;
8676,@BolsonaroSP,@BolsonaroSP Balões morrem de Corona Witzel após serem atingidos impiedosamente pelo filho de Jair Bolsonaro! Mais um quase crime que ficarãoimpune. Até quando seremos reféns do gabinete do ódio? ğŸ˜‚ #DireitaComBolsonaro #ForaWitzel;;;
"8764,@BolsonaroSP,""@BolsonaroSP @conexaopolitica """"Na UTIs” com quadro grave de falta de ar, teve melhoria nos sintomas após os médicos começarem a ministrar cloroquina combinada com azitromicina"""".";;;
;;;
"Médico com corona relata medo e alívio com cloroquina: 'Medicação certa' @UOLNoticias @UOL https://t.co/zpHCSVbgw8""";;;
"8783,@BolsonaroSP,""@BolsonaroSP @jairbolsonaro Olha";;;
Ce vai pa academia pra ter saude;;;
Mas se nn tem saude se tiver com corona;;;
"Qual o sentido?""";;;
"8825,@BolsonaroSP,""@BolsonaroSP @giulianamorrone @gcamarotti @alexandregarcia #JairCadaVezMaisForte";;;
Fazendo uma pesquisa...;;;
Quantas pessoas infectadas pelo corona vc conhece?;;;
"Quantas próximas de  vc morreram?""";;;
8850,@BolsonaroSP,@BolsonaroSP Assista ao vÍdeo e compartilhe com o PR Bolsonaro. O porque do coronavírus. https://t.co/uxmwjJNTsB;;;
