,usuario,texto;;;
3) BOLSONARO é genocida;;;
4) Regina Duarte é malévola e cria do Golpe 64;;;
5) O Brasil é aguenta mais esse desgoverno fascista.  ;;;
;;;
"https://t.co/emHn17CsDf""";;;
9180,@RodrigoMaia,@Jack_assassino @amandamoraes500 @RodrigoMaia O 13° do bolsa família precisava ser sancionado pelo Rodrigo Maia assim como outros projetos e assim ele Ã± fez. Como tbm é Maia o responsável por Ã± liberar o fundo Eleitoral p/ o tratamento das pessoas com Corona. Então se vc o defende deve ser mau caráter igual a ele !;;;
"9274,@RodrigoMaia,""@RodrigoMaia E certo Rodrigo nós estarmos vendo pessoas se manifestando fora do isolamento enquanto q o Corona está aew nos quatros cantos do mundo espalhados por aew?pois é acho certo isso é ";;;
"Sou fiel a obedecer e por isso q eu digo aquew tenho juízo e tô me cuidado e tbm ficando em casa""";;;
"9385,@RodrigoMaia,""@RodrigoMaia Está tão preocupado com o Coronavírus porque é abrem mão de seus privilégios e parte dos salários para ajudar heim@Rodrigomaia? E";;;
"Fundão eleitoral""";;;
"9462,@RodrigoMaia,""@RodrigoMaia Quero saber da aceitação dos mais de 30 pedidos de impedimento do miliciano, botafogo... para ontem!";;;
"Isso sim seria um ato de respeito Ã s vílimas passadas, presentes e futuras do novo Coronavírus, e a toda a população brasileira, se é que você se importa ou diz nos representar.""";;;
9520,@RodrigoMaia,@RodrigoMaia @lhmandetta Cadê o isolamento social de vcs ? Cadê as máscaras? Cadê o Fundão Eleitoral sendo revertido para o combate ao Coronavírus? Apenas hipocrisia.;;;
"9572,@RodrigoMaia,""@RodrigoMaia Luto tá de sacanagem essas mortes e culpa de vcs, que abriram as pernas para que essa doença entra-se no Brasil na época do carnaval, bonito né olha como está hoje nosso Brasil e outra coisa muitos hospitais estão matando pessoas por causa do Coronavírus ,nem sequer faz examesğŸ˜¡""";;;
9578,@RodrigoMaia,@bye_bye_brasil @rsouza58yahooc2 @RodrigoMaia Faltou vc aí duda! Pega ela Corona Hahahah;;;
"9632,@RodrigoMaia,""@RodrigoMaia Vcs é em Gana ninguém é viu, essa conversa sobre a saúde Coronavírus é só pra disfarçar""";;;
"9642,@RodrigoMaia,""@RodrigoMaia é se morre mais de nenhuma outra doença né , só de Coronavírus . Vocês são dissimulados mesmo""";;;
9643,@RodrigoMaia,@Juantgomes @RodrigoMaia Simples pergunta a vc quem mata mais no brasil o trafico a tuberculoze ou o corona se vc tiver uma respostas cientifica me responde e é claro que qualquer morte por qualquer doença é declarada como corona por isso esses numeros ezorbitantes meu é me venha com falacias;;;
"9681,@RodrigoMaia,""@AnaCarolPalm @Ieavealinealone @RodrigoMaia @jairbolsonaro Você apoia um presidente que é tem plano para o corona e nem a Economia, que vai passear de jet ski depois da morte de mais de 10 mil pessoas, e burros são os outros? Tá certo!""";;;
"9753,@RodrigoMaia,""@camaradeputados @RodrigoMaia @SenadoFederal Cuide do povo, mandem fiscalizar os hospitais que só receitam a cloroquina depois que o virus já atingiu o pulmão,aí é tarde demais. Se tomar a cloroquina no ínicio, ou na falta dela tomar azitromicina,as mortes praticamente acabam. Se salve do corona. https://t.co/K9w1qRT35d""";;;
"9763,@RodrigoMaia,""@RodrigoMaia eu sei que o foco está sendo e tem que ser o combate ao Coronavírus, mas precisamos nos livrar de outro mal que há no Brasil, o presidente da república. Peço encarecidamente pro senhor aceitar ao menos 1 dos pedidos de impeachment que tem em sua mesa. Pelo nosso bem""";;;
"9767,@RodrigoMaia,""@RodrigoMaia Gostaria de saber se os mortos do corona são mais importantes que os outros, muita hipocrisia o Brasil sempre teve índice de morte alto por desgoveno, e nunca vi uma nota de solidariedade. Pqp. Vá pro inferno.""";;;
9840,@RodrigoMaia,@RodrigoMaia O fundão eleitoral para combater o coronavírus cadê;;;
"9854,@RodrigoMaia,""@RodrigoMaia ğŸ¥• MAMÃO E CENOURA COM CORONAVÍRUSğŸ¤”";;;
ğŸ˜² DORME COM UM BARULHO DESSE;;;
"Caiam na real O isolamento, é é pra """"quebrar";;;
"o vírus"""" É pra quebrar o Brasil. #AcordaPovo";;;
"#ChegadeQuarentena #BolsonaroTemRazao https://t.co/nW9Z7BIgl1""";;;
9873,@RodrigoMaia,@RodrigoMaia A corrupção mata mais que o Corona e silenciosamente. Nunca vi o Congresso fazer luto por isso! Usar politicamente uma desgraça é oportunismo.;;;
"9875,@RodrigoMaia,""@RodrigoMaia A ação mais honrada da Câmara Federal, através do seu presidente, seria disponibilizar o fundo eleitoral para o combate ao Coronavírus. Teria mais relevância que decreta luto oficial de três dias.""";;;
"9878,@RodrigoMaia,""@RodrigoMaia Cadê o dinheiro do Fundão pra ajuda no combate ao Coronavírus espera a eleição de 2022 tu vai ver o que vai acontecer com o teu partido o DEM ";;;
"#FECHADOCOMBOLSONARO""";;;
"9897,@RodrigoMaia,""@RodrigoMaia Bom com esse decreto tá resolvido o problema do coronavírus, seu inútil.""";;;
"9923,@RodrigoMaia,""@azevedo7_thiago @gugachacra Venha cá meu senhor, acho que você está reclamando no perfil errado seu Bolsonarista. Vá no perfil do TEU Presidente reclamar do ACORDÃO que ele está fazendo com QUEM TEM A COMPETÊNCIA PARA MANDAR O FUNDÃO ELEITORAL PRO CORONAVÍRUS : @RodrigoMaia . ACORDE!!!!!!!!""";;;
"9930,@RodrigoMaia,""@miriamleitao @RodrigoMaia Enquanto tiver dinheiro público pra gastar sem licitação pelos senhores governadores e prefeitos , CORONA vai pedir visto permanente pra morar no Brasil ! Canalhas..!""";;;
"9937,@RodrigoMaia,""@RodrigoMaia Ah, tá!! Desses dez mil, seu espertalhão,  retire 60% que são diversos tipos de mortes por outros fatores que é tem nada haver com coronavírus,  SEU OTÃRIO.  TÊ achas que o povo é bôbo , SEU BURRO. O POVO já sabia que tem maracutaia nesses números. Babaca.""";;;
"9940,@RodrigoMaia,""@RodrigoMaia Tirando proveito dos mortos do corona, e os mortos de fome, educação, saúde que vcs piliaram, a luz do dia???""";;;
9975,@RodrigoMaia,@RodrigoMaia FUNDÃO ELEITORAL vai ser liberado para o combate ao Coronavírus ou vai ficar de demagogia e enrolando o povo?;;;
9978,@RodrigoMaia,@GeorgMarques @maricota_ta @alexandre @RodrigoMaia @SF_Moro @jdoriajr @joicehasselmann @wilsonwitzel Adoro ver esse bando de gente junta se esfregando e cuspindo uns nos outros enquanto mugem. Contra a idiotice humana virei devota do deus corona. Peço que cubra todos esses aí.;;;
"10008,@RodrigoMaia,""Entenderam pq Doria e todos os seus capangas é tem interesse que a curva do Corona caia!!";;;
E por isso que @jdoriajr @RodrigoMaia @davialcolumbre, @wilsonwitzel @joicehasselmann @majorolimpio @alefrota77 irão se opor, até que consigam sugar todo nosso dinheiro público!;;;
"Canalhas!! https://t.co/rn35BhDidO""";;;
"10010,@RodrigoMaia,""@RodrigoMaia Deixem de hipocrisia, vocês é enganam mais. A CORRUPAÇÃO MATA MUITO, mas MUITO MAIS do que o corona. #seligabotafogo""";;;
"10012,@RodrigoMaia,""@RodrigoMaia Ualll 3 dias de folga? Ja fazem muita coisa mesmo né?";;;
"Seria mais digno vocês TRABALHAREM 3 dias seguidos em homenagem ao mortos do corona!""";;;
"10028,@RodrigoMaia,""@RodrigoMaia Abreu mão do fundo eleitoral pra ajudar no Corona, ninguém quer né?!""";;;
"10033,@RodrigoMaia,""@GeorgMarques @veramagalhaes @alexandre @RodrigoMaia @SF_Moro @jdoriajr @joicehasselmann @wilsonwitzel Que todos, menos os jornalistas sérios que estão no local peguem o Coronavírus!""";;;
10039,@RodrigoMaia,@RodrigoMaia O descaso com que Vsa Excelência trata os projetos do governo faz mais mal aos cidadãos brasileiros do que o Coronavírus...;;;
10040,@RodrigoMaia,@RodrigoMaia  @davialcolumbre @g1 tenho vergonha de ser brasileira. Vcs senadores e deputados são omissos! Vc quarto poder eh omisso! Acho q pior q coronavírus eh ver Bolsonaro destruir o Brasil. Quais investidores vão querer investir aqui? https://t.co/JbaBDSVRbg;;;
10061,@RodrigoMaia,@RodrigoMaia Mentiroso.....vcs estão colocando todas as mortes como Coronavírus;;;
10063,@RodrigoMaia,@RodrigoMaia Os corruptos matam mais que o Coronavírus. Canalhas.;;;
"10066,@RodrigoMaia,""@GeorgMarques @veramagalhaes @alexandre @RodrigoMaia @SF_Moro @jdoriajr @joicehasselmann @wilsonwitzel Meu Deus, é sei o que é pior, isso aí ou o Corona.""";;;
"10071,@RodrigoMaia,""@RodrigoMaia Números reais ??? Acho q nao !!! Inflam números , a grande vdd no Brasil qualquer um q morrer foi por coronavírus !!! Por um lado é bom acabaram todos as outras doenças!!!! Viva maia !!! O pior de todos os tempos !!! #ForaMaia""";;;
10077,@RodrigoMaia,@GeorgMarques @BlogdoNoblat @alexandre @RodrigoMaia @SF_Moro @jdoriajr @joicehasselmann @wilsonwitzel Tinha que por esses cidadãos para trabalhar em hospitais com pacientes com corona.;;;
"10094,@RodrigoMaia,""@rosedbarros Concordo plenamente. Mas @RodrigoMaia @davialcolumbre @gleisi @AecioNeves @renancalheiros etc.. Teriam que decretar luto no mínimo seis anos e pedirem para serem presos pelo genocídio que cometeram com a corrupção. Saúde,educação, segurança, milhares morreram o Corona é fichinha.""";;;
10095,@RodrigoMaia,@GeorgMarques @alexandre @RodrigoMaia @SF_Moro @jdoriajr @joicehasselmann @wilsonwitzel Só tem cabeça de bosta infectada  pelo capitão corona.;;;
10121,@RodrigoMaia,@RodrigoMaia Decretam luto em vez de dar o fundão para o combate ao Coronavírus;;;
"10124,@RodrigoMaia,""@GeorgMarques @PatoCorporation @alexandre @RodrigoMaia @SF_Moro @jdoriajr @joicehasselmann @wilsonwitzel Pelo amor de todos os santos...";;;
"É assim que essa mau caráter tá se protegendo do corona, ou isso é só pra é revelar a verdadeira identidade?! https://t.co/gXYXBunvSw""";;;
10129,@RodrigoMaia,@RodrigoMaia Pombas até ano passado morreram quase 60 mil brasileiros e brasileiras e nenhum polílico ou congresso decretou luto oficial a esses nem pio os vitimados pelo corona ou vírus chinês são especiais?;;;
"10133,@RodrigoMaia,""@GeorgMarques @alexandre @RodrigoMaia @SF_Moro @jdoriajr @joicehasselmann @wilsonwitzel Eita, que o Corona vai agir com força hoje.""";;;
"10140,@RodrigoMaia,""@RodrigoMaia Vai tomar no teu cu, @RodrigoMaia! Tu é estás preocupado com os mortos do corona e sim em quanto vais lucrar com o genocida Bozonaro, seu corrupto filho da puta.""";;;
10153,@RodrigoMaia,@jc38_oliver @RodrigoMaia SÓ SE MORRE AGORA SE FOR coronavírus? E O RESTO? https://t.co/wnYIiXwMIx;;;
"10161,@RodrigoMaia,""@RodrigoMaia Muitos ainda vão morrer!!! De fome, devido a bandidagem que estão fazendo com o Brasil! Temos prefeitos fazendo churrasco hj, pois foram liberados os valores que deverão para o """"combate ao Coronavírus """". Vermes nojentos!!! ğŸ¤®ğŸ¤®ğŸ¤®ğŸ¤®""";;;
"10173,@RodrigoMaia,""@DuduPontz @RodrigoMaia @lobaoeletrico é gostar do presidente da República é uma opinião é um direito seu, mas imputar as mortes pelo Coronavírus ao presidente só demonstra o tanto que você é ignorante""";;;
"10175,@RodrigoMaia,""@diogomainardi @davialcolumbre e @RodrigoMaia : larguem de serem hipócritas. Nem o fundão eleitoral vcs disponibilizaram para o combate ao Corona. Poderiam salvar vidas, né? Vcs é enganam mais ninguém! @ForaMaia @foraAlcolumbre""";;;
10176,@RodrigoMaia,@RodrigoMaia NESSA MENTIRA EU NAO ACREDITO.  AQUI EM RECIFE TODO MUNDO QUE MORRE.  DE BALA. FACA. TUDO E CORONA. VAI SE FUDER RODRIGO DO CAPETA.;;;
"10182,@RodrigoMaia,""@RodrigoMaia A SAIDA PARA MINIMIZAR OS EFEITOS DO CORONA, É  ACEITAR I IMPEACHMENT  DO PSICOPATA, SEU CANALHA, ESTA COM MEDO?""";;;
10188,@RodrigoMaia,@RodrigoMaia @lobaoeletrico Só lamentar é resolve. O congresso tem que liberar parte da verba da campanha eleitoral para combater o Coronavírus.;;;
10189,@RodrigoMaia,@RodrigoMaia Solidariedade EFETIVA se viria se houvesse um Movimento da Transferência da Vultosa Verba do Fundo Eleitoral para o Combate a Pandemia do coronavírus.;;;
10190,@RodrigoMaia,@RodrigoMaia @lobaoeletrico O congresso poderia liberar parte da verba da campanha eleitoral para combater o Coronavírus. Só lamentar é resolve.;;;
10280,@RodrigoMaia,@YoutuberDeAnime @RodrigoMaia @lhmandetta Melhor coisa que poderiam fazer depois da cura do Coronavírus EA  cura dos corruptos no Brasil..;;;
10310,@RodrigoMaia,@RodrigoMaia @lhmandetta Chamar o ex ministro da Saúde para tratar do assunto Coronavírus é a mesma coisa que chamar o Felipão após o 7 a 1 pra comentar a escalação da seleção no jogo seguinte. Porque é chama o titular ? Vc é burro?;;;
"10516,@RodrigoMaia,""@RodrigoMaia @lhmandetta Estou percebendo que os dois estão sem as máscaras. ";;;
;;;
Os dois já tiraram as máscaras há muito tempo, mas deveriam usar máscaras por conta do Covid-19 [Coronavírus].;;;
;;;
"Nada é para sempre! https://t.co/nUGjDsWkOu""";;;
"10549,@RodrigoMaia,""@Criis_Baarbosa @RodrigoMaia @lhmandetta Enquanto o atual ministro entra em campo pra combater o corona ,esse aí gostava de coletiva pra aparece""";;;
10569,@RodrigoMaia,@RodrigoMaia @lhmandetta Rodrigo maia...1000 mortos por Coronavírus nas últimas 24hs...você tem nas mãos a única solução para continuarmos com tantos mortos..é Lave suas mãos nessa bacia de sangue..nos ajude;;;
"10636,@RodrigoMaia,""Vejo que o Coronavírus se tornou o menor de nossos problemas. Classe de polílicos corruptos se dizendo preocupados com a vida. @RodrigoMaia você é um verme, uma vergonha para o país. ";;;
;;;
#ForaSTF;;;
"#ForaMaia https://t.co/XD208hfuzK""";;;
"10651,@RodrigoMaia,""@RodrigoMaia Acredito que vamos vencer o corona,o difícil mesmo é vencer a hipocrisia de muitos.vencer um País que luta contra seu próprio  País  #FechadosComBolsobaro""";;;
"10664,@RodrigoMaia,""@RodrigoMaia Mais cheque sem fundo, mesmo sabendo do superfaturamento. Dá nojo, ver polílicos que se aproveitam do corona para quebrar o país em pro do seu benéfico.  Dem a resposta de vocês e de todos vai ser nas urnas.""";;;
10708,@RodrigoMaia,@RodrigoMaia @lhmandetta Sem máscara? Ou o corona é pega em vcs?? Vcs são mto cara de pau!!;;;
"10718,@RodrigoMaia,""@RodrigoMaia @lhmandetta Grande bosta a opinião sua e do Mandetta.";;;
Tá sobrando $$$$ ai? Aqui é?;;;
"Prefiro correr o risco do Coronavírus, a morrer de fome.""";;;
"10731,@RodrigoMaia,""@RodrigoMaia @lhmandetta Cuidado hein Botafogo, melhor ficar em casa! Obesidade é um fator de risco, se pegar o corona vai pro saco.""";;;
"10735,@RodrigoMaia,""Um país sem governo entrega seu povo Ã  751 MORTES POR CORONA HOJE!!!Um mês atrás,  quando o ";;;
@nadanovonofront;;;
" falou em 700 MORTES na Itália...Na época, o miliciano insistia em CLOROQUINA e é queria pagar o auxílio...QUE TRISTEZA! @RodrigoMaia cúmplice""";;;
"10755,@RodrigoMaia,""@RodrigoMaia @lhmandetta Maia, cortar salários dos servidores públicos e do setor privado """"para o combate ao Coronavírus"""" foi fácil, quero ver vc cortar os salários e as altas verbas de gabinetes de vcs polílicos, bem como, reduzir o número de assessores. Vamos morrer do vírus ou de fome ficando em casa""";;;
10775,@RodrigoMaia,@RodrigoMaia @lhmandetta Já conversou com o Ministro da Saúde atual sobre estes problemas?Complicado isto! Posta na rede social uma conversa séria sobre o Coronavírus com o atual ministro da Saúde! Com todo respeito ao @lhmandetta claro!;;;
"10777,@RodrigoMaia,""@RodrigoMaia @lhmandetta Ta bom!!! Quais foram  as medidas em nome do corona e da democracia, foi desenhado para ferrar mais ainda com o povo Brasileiro.  #MaiaTraidorNacional""";;;
10847,@RodrigoMaia,@RodrigoMaia @lhmandetta O corona vai passar e esse vírus na presidência seguirá por mais 02 anos... Se é conseguir concluir o golpe.;;;
10865,@RodrigoMaia,@RodrigoMaia @lhmandetta Falaram de Coronavírus ou das próximas eleições?;;;
"10873,@RodrigoMaia,""@RodrigoMaia @lhmandetta O país enfrenta uma grave situação sim, é por causa da crise do Corona, mas por gente (polílicos) corruptos como você BOTAFOGO,  sabotadores do nosso Brasil! Você é passa de LIXO!!""";;;
10881,@RodrigoMaia,@RodrigoMaia @lhmandetta O corona faz cair muitas máscaras feitas de pau;;;
"10888,@RodrigoMaia,""@RodrigoMaia @lhmandetta E a quarentena? Ou vcs dão semi deuses e é pegam o corona, somente nós os simples mortais?""";;;
"10897,@RodrigoMaia,""@RodrigoMaia @lhmandetta Imagino que foi muito eficiente a conversa sobre o combate ao Coronavírus, estamos vendo o quanto vcs ajudam o país ğŸ˜‚ğŸ˜‚ğŸ˜‚ğŸ˜‚ğŸ˜‚ parabéns pela hipocrisia""";;;
"10901,@RodrigoMaia,""@JairTetzlaff @RodrigoMaia Então ficou confirmado que você pode pegar corona ao usar o elevador do prédio? ğŸ˜± Quem poderia imaginar, é é mesmo? Supermercado e elevador, é higienizar o que vai para geladeira! ğŸ˜° Que tragédia!""";;;
10902,@RodrigoMaia,@RodrigoMaia @lhmandetta Cadê o isolamento social de vcs ? Cadê as máscaras? Cadê o Fundão Eleitoral sendo revertido para o combate ao Coronavírus? Apenas hipocrisia.;;;
"10908,@RodrigoMaia,""@thallescezar @RodrigoMaia @lhmandetta Verme, bactéria, micróbio, corona, bolsonaro""";;;
10910,@RodrigoMaia,@RodrigoMaia @lhmandetta Os dois sem máscara !!!!! Tomara que peguem Coronavírus;;;
"10914,@RodrigoMaia,""@RodrigoMaia @lhmandetta A primeira atitude a ser tomada contra o Coronavírus, é aceitar os inúmeros pedidos de impeachment do Bolsonaro.""";;;
10915,@RodrigoMaia,@RodrigoMaia @lhmandetta Maia seria bom que o Coronavírus te visita se para fazer que você deixe o cargo antes do tempo.;;;
"10921,@RodrigoMaia,""@RodrigoMaia @lhmandetta O tempo que Mandetta ficou como ministro é tinha esse Record de corona e mortes , pede logo o impeachment do tranqueira..""";;;
"11017,@RodrigoMaia,""@exame @RodrigoMaia é tão responsável quanto o presidente, então tudo de ruim é sua responsabilidade tb, dolar alto, mortes do corona. #ImpeachmentDeBolsonaro  #ForaBolsonaro""";;;
11018,@RodrigoMaia,@_paodiqueijo @RodrigoMaia Tomara q alguém esteja com o corona rsrsrs;;;
"11034,@RodrigoMaia,""@OvelhaVermelha7 @RodrigoMaia @LeonardoBoff para @OvelhaVermelha7 Esse @RodrigoMaia é um frouxo e até anti-patriótico.Vê a pátria agredida por dois vírus o corona e o Presidente e nada faz,tendo vários pedidos de impedimento.Pensa em si e na sua carreira polílica.É vaidade demais diante do desastre que temos.""";;;
"11035,@RodrigoMaia,""@OvelhaVermelha7 @RodrigoMaia @LeonardoBoff para @OvelhaVermelha7 Esse @RodrigoMaia é um frouxo e até anti-patriótico.Vê a pátria agredida por dois vírus o corona e o Presidente e nada faz,tendo vários pedidos de impedimento.Pensa em si e na sua carreira polílica.É vaidade demais diante do desastre que temos.""";;;
"11065,@RodrigoMaia,""@Miltonneves @RodrigoMaia @AndreiaSadi @NatuzaNery Bolsonaro e Maia poderiam formar uma dupla sertaneja. ";;;
;;;
CORONA &amp;" CORONEL.""";;
"11151,@RodrigoMaia,""@olga_otavio @AlanSou46920081 @GustavoNogy @RodrigoMaia Para tu ter uma ideia eu nem olhei o vídeo. Segundo, o que o bosta ta fazendo pelo Brasil? quantos ficaram infectados com corona so nessas brincadeirinhas de fazer as pessoas irem para rua? Esse cara que acabar com o povo brasileiro, vocês estão obcecados por ele e é percebem +""";;;
11189,@RodrigoMaia,@AndreiaSadi @GloboNews @RodrigoMaia Quando será que corona se agregará ao Primeiro Sinistro?;;;
11221,@RodrigoMaia,@Beatriz_Lessa_ @masramalho @JornalOGlobo @RodrigoMaia E aí carnaval foi bom é tinha corona né?!;;;
11356,@RodrigoMaia,@RodrigoMaia O corona vai inrricar o robor  da Câmara https://t.co/pr7N733Rri;;;
"11453,@RodrigoMaia,""Vcs são exemplo no combate ao Corona! Todos nós sabemos que o STF tutela os bandidos do CN, chefiados por @RodrigoMaia e @davialcolumbre, q juntamente com a oposição e os governadores ditadores, pretendem a destruição da democracia, nem que isso custe a vida de milhares! https://t.co/eqSW4BrV5E""";;;
11629,@RodrigoMaia,@Iza75578427 @RodrigoMaia Essa mutação do corona denominado maiacoronga pelo nosso cientistaai em cima no comentario é mais perigozo que h.i.v. a.v.c cancer ninfaticos.zica influenza.dengue.febre amarela malaria tiffo e outra doenças que eziste e esse viros é visivel a olho nu precizamos erradicalo em 22;;;
"11661,@RodrigoMaia,""@RodrigoMaia Tramas! Verbas federais para governadores, prefeitos de oposições roubarem e meterem na campanha eleitoral. Com Brasil quebrando e comprarem votos dos necessitados. ";;;
Maia você vai parar na CADEIA!!;;;
FIM DO STATUS QUO DE ENDEMIA!;;;
"O CORONA é É ESSA TRAGÉDIA E CLOROQUINA CURA SIM!""";;;
"11721,@RodrigoMaia,""@DireitaConser20 @MarceloFreixo @RodrigoMaia @davialcolumbre @STF_oficial Nobre Deputado  fique tranquilo   O  Presidente  Jair Messias Bolsonaro está mandando 90 Bilhões para os Estados combater o Coronavírus, sendo assim O Senhor e o Governador Wiltizer poderão  esfriar  a moriga vai chegar muita grana na cidade Maravilhosa  ";;;
"https://t.co/DhvHuQv794""";;;
"11766,@RodrigoMaia,""@RodrigoMaia E quando vc vai liberar o Fundo Partidário e Eleitoral para a crise do Coronavírus. ????";;;
"Vc é muito hipócrita. é vai conseguir nem 70 mil votos na próxima eleição.""";;;
11774,@RodrigoMaia,@RodrigoMaia E o fundão quando é que o Parlamento vai abrir mão para o combate ao Coronavírus? https://t.co/JuQTDYBt6e;;;
11959,@RodrigoMaia,@MajorVitorHugo @RodrigoMaia #CALABOCApuxasaco GRACIANHA é o deboche que o @jairbolsonaro faz das vílimas do Coronavírus!!! Olhe pra quem o sr. ta defendendo antes de criticar os outros! #bandidos;;;
"12033,@RodrigoMaia,""@MajorVitorHugo @RodrigoMaia Porque é quer SER mais parasita do que já é,  parasita do medo é um corona para esses caras..daí!!!""";;;
12091,@RodrigoMaia,@DeusBrasilfm @RodrigoMaia Porque é saíram dos carros â“ com medindo de pegar carona no coronaâ“;;;
"12100,@RodrigoMaia,""@RodrigoMaia Todos os dias somos ameaços pela sua falta de compaixão pelos brasileiros , muitos estão morrendo pelo Coronavírus , mas muito mais morrem a todo ano por câncer como a sua pessoa , você é um atraso para o Brasil .""";;;
"12155,@RodrigoMaia,""@OtavioHMA @MajorVitorHugo @donastrou @brunofiocchi @lucasdclopes @RodrigoMaia @jairbolsonaro @CarlosBolsonaro Exatamente é, mas o contrário. Principalmente no instante de pandemia, mas é só. O congelamento é sim, bem vindo. Ou é querem contribuir com nada dos excelentes ganhos que usufruem para é fazerem nada? Oh!!!!!olha a guilhotina! Cuidado com o facão ğŸ”ª. O corona quer carona""";;;
12188,@RodrigoMaia,@MajorVitorHugo @RodrigoMaia Esse aí é pior que o coronavírus https://t.co/FSU4zBQXAR;;;
"12253,@RodrigoMaia,""@RodrigoMaia Você está achando que é o que cara, tu tá pensando que é imortal cara... ";;;
Você é tem peito de cara... ;;;
"O Corona VÃ­ros pode te pegar + sedo ou mais tarde...""";;;
"12341,@RodrigoMaia,""@RodrigoMaia A realidade é que tem Polílicos como você pior que o coronavírus, onde manipula o tempo todo tudo contra o povo e contra o governo Federal democrático. Você esquece que seu trabalho é é uma empresa própria e sim um trabalho pelo povo, coisa que você é o faz! #ForaMaia""";;;
12393,@RodrigoMaia,@EddyMarquezini @RodrigoMaia Corrupção matou tanto quanto o Coronavírus;;;
"12418,@RodrigoMaia,""@RodrigoMaia Gente por favor cade a constituição  tem que parar este grupo de psicopatas, começando  pelo o Bolsonaro, que presidente  é este!";;;
"Deus que me livre deste mal é  se sabe o que é  o pior se é  este governo  ou o corona, os dois  está fazendo  muito mal...""";;;
"12465,@RodrigoMaia,""@RodrigoMaia Pior que as consequencias do Coronavírus,, é a politicagem que estão fazendo com ele para retirar dinheiro do Governo para abastecer as próximas eleições!! fraudando relatórios pra se aproveitar do dinheiro público!""";;;
12518,@RodrigoMaia,@RodrigoMaia Eu gostaria que o Corona fizesse uma visita no Congresso Nacional e no STF;;;
"12521,@RodrigoMaia,""@RodrigoMaia Corona viros Tai pra todo mundo,como disse nosso presidente,ruma realidade que vámus enfreta,mas esisti um viros muito maior,do que a covid19  o viros do supremo STF esse e viros que tenq ser derrubado,com uma cajadada só Jair messias Bolsonaro patriota meu lide #vemoracabrasil""";;;
"12524,@RodrigoMaia,""@RodrigoMaia As instituições brasileiras estão tratando o Bolsonaro como um menino mimado e mal educado,que nunca é punido e segue cometendo pequenos delitos até matar uma pessoa,no caso de Bolsonaro que já está matando por incompetência quanto ao Coronavírus, será dar o golpe.""";;;
"12530,@RodrigoMaia,""@RodrigoMaia E você é pede justiça célere para descobrir os mandantes da facada no presidente, para apurar o superfaturamento de respiradores, na apuração do número real de mortos pelo Coronavírus e o verdadeiro motivo, e no combate aos polílicos corruptos como você.""";;;
12555,@RodrigoMaia,@camaradeputados @RodrigoMaia Esses polílicos querem q nos fiq nas nossas casas padecendo se é for por causa da doença do Coronavírus vai ser por fome e enquanto isso eles continuam tentando derrubar o GOVERNO FEDERAL eleito democraticamente pelo povo;;;
"12558,@RodrigoMaia,""@camaradeputados @RodrigoMaia Quanto os comunistas chineses lhes ofereceram para esta hipocrisia e falácias do corona!!! você presidente da câmara deveria voltar ao seu país de origem pra ver se você se cria lá, dinheiro pra isto você tem o suficiente tirado na nação que é é sua origem. anjo do demônio.""";;;
"12573,@RodrigoMaia,""@xicograziano @RodrigoMaia @jairbolsonaro Discordo! Os que estão saindo nunca estiveram. Surfaram na onda e irão se arrepender. Vc assistiu as manifestações? Vc viu o lucro das estatais? Vc viu que a ocde chamou o Brasil pra liderar o pós corona? Assiste sentado daqui pra frente esses """"erros"""".""";;;
12674,@RodrigoMaia,@Ezequiasns @DIREITAFORTE38 @minsaude @camaradeputados @RodrigoMaia @SenadoFederal @a Mais em Maio de 2019 tinha corona no Brasil ?;;;
"12681,@RodrigoMaia,""@xicograziano @RodrigoMaia @jairbolsonaro É porque você apoia ele! Tudo o que você apoia, torce, se mete dá errado. É culpa sua. Você é radioativo. Você é o Corona Xico! ğŸ¤£ğŸ¤£ğŸ¤£ğŸ¤£""";;;
12688,@RodrigoMaia,@RodrigoMaia argumenta que é pode tocar no processo de impeachment porque basicamente o foco da sociedade é o Coronavírus. Brasil ultrapassou a China porque o presidente é respeita a quarentena e ignora a ciência. Como lidar???;;;
"12702,@RodrigoMaia,""@xicograziano @RodrigoMaia @jairbolsonaro Erra tanto !!! Destruiu todas as narrativas de2019! Moeu o Mandetta, Maia e agora o Imbatível Moro !! E vai se sair mais popular que nunca depois do Corona !! Que mundo que vc vive ??""";;;
"12724,@RodrigoMaia,""@RodrigoMaia Sr maia ,vc sabe por que cutiba é Minas Gerais estão com pouca vílima  de Coronavírus? ";;;
"Resp. É  por que os governadores desses dois estados é precisam matar ninguém pra poder desviar dinheiro do governo.""";;;
"12744,@RodrigoMaia,""@PatoCorporation @RodrigoMaia A peste negra que arrasou a Europa durou 11 anos, a gripe Espanhola durou 2 anos, o surto de ébola durou 3 anos, a gripe suína durou 1 ano e meio. Será que o Corona vai embora de boas em julho desse ano?? A conferir nos próximos capílulos...""";;;
"12818,@RodrigoMaia,""@RodrigoMaia Na verdade vocês lutam em favor do Coronavírus e contra o povo";;;
"Abrem covas sem nem ter mortos para por.""";;;
12828,@RodrigoMaia,@camaradeputados @RodrigoMaia O que esse Nhonho entende de corona ??? Faça algo pelos brasileiros.;;;
