,usuario,texto;;;
23749,@RodrigoMaia,@RodrigoMaia Queremos o fundo eleitoral e o partidário no combate ao Corona.;;;
23750,@RodrigoMaia,@uehmayck @RodrigoMaia @jairbolsonaro Quer ğŸª?pq é tem como!se fosse pelo presidente estavamos pegando corona nesse momento;;;
"23770,@RodrigoMaia,""@RodrigoMaia A crise é foi imposta pelo Coronavírus, antes pelo congresso vírus e governadores vírus. é fosse a coragem do PRESIDENTE, vocês teriam quebrado esse país.""";;;
23783,@RodrigoMaia,@RodrigoMaia É o FUNDÃO ELEITORAL para combater o Coronavírus?;;;
"23786,@RodrigoMaia,""@RodrigoMaia URGENTE:";;;
Médicos Denunciam;;;
Morreu de tiro, de facada, atropelado...Mas será atestado que foi de Coronavírus. Todas as mortes agora serão de Coronavírus, ninguém morre de outra doença.;;;
"Estão Fabricando Mortes??""";;;
23790,@RodrigoMaia,@RodrigoMaia Queremos o fundão para o combate ao Coronavírus;;;
23792,@RodrigoMaia,@RodrigoMaia Hummm!!! Já começou o desemprego em massa... E aí??? Alguém aqui irá ajudar eles??? Com Coronavírus e desempregados... O que será dessas pessoas??? https://t.co/hew9yzXJSM;;;
"23793,@RodrigoMaia,""@RodrigoMaia Agora só falta os $ 2 BI eleitoral, para o Coronavírus""";;;
"23798,@RodrigoMaia,""@SUSANAH13 @Ricardo1979asg1 @pereiraovelhade @RodrigoMaia @jairbolsonaro Minha filha, só falta você falar agora que é acredita em Coronavírus. O Guedes liberou bilhões para os bancos, este mês.""";;;
"23800,@RodrigoMaia,""@RodrigoMaia Imposta pelo Coronavírus é, imposta por vocês que é tem capacidade para fazer uma quarentena vertical e joga o país no caos.""";;;
23803,@RodrigoMaia,@RodrigoMaia Vc é o verdadeiro Corona..;;;
"23808,@RodrigoMaia,""@o_antagonista @RodrigoMaia Estamos todos preparados para a ressureição, recessão foi o que herdamos, agora é vencer o Coronavírus, prender os ladrões, ridicularizar os demagogos e varrer da polílica parasitas como você.""";;;
"23811,@RodrigoMaia,""@RodrigoMaia é faz mais do que sua obrigação. Aliás, e o dinheiro do fundo eleitoral? Vai destinar para o combate aos efeitos do corona? #BolsonaroTemRazao""";;;
"23813,@RodrigoMaia,""@RodrigoMaia Parabéns ao governo Bolsonaro é alguns deputados ,dinheiro do Fundão precisa vir em combate ao Coronavírus""";;;
"23816,@RodrigoMaia,""@RodrigoMaia Primeiro ministro do caos e da roubalheira,  ainda estamos aguardando a medida que usa o fundo eleitoral e o fundo partidário e a diminuição dos seus salários para o combate ao Coronavírus.  Estamos de olho viu Nhonho.""";;;
23818,@RodrigoMaia,@CarlaZambelli38 @pauloteixeira13 @RodrigoMaia @ptbrasil @PCdoB_Oficial @psol50 @PSBNacional40 @PDT_Nacional Como caray o cara trabalha ....com o Coronavírus espalhado por aí.... consciência!;;;
"23840,@RodrigoMaia,""@RodrigoMaia é foi o Coronavírus, foi o PCC vírus - Partido Comunista Chinês e, pior, com o seu aval e de sua turma de esquerdopatas e isentões.";;;
"#FORANHONHOMAIABOTAFOGO""";;;
23841,@RodrigoMaia,@RodrigoMaia Trata-se que a única opção que ele tinha era concordar! Ainda foi pegar corona pra mentir em dizer que o projeto partiu dele!ğŸ¤£;;;
23848,@RodrigoMaia,@camaradeputados @RodrigoMaia Porque é abrem mão do Fundão de 3 bi? Muita demagogia para tentar aparecer. Isto tudo é para ganhar imagem e virar candidato a Presidência. Estamos entendendo bem o coronavírus no Brasil.;;;
"23853,@RodrigoMaia,""@RodrigoMaia O """"povo"""" é vai querer que Coronavírus vá embora jamais ";;;
"Socialismo a um passo do país""";;;
23871,@RodrigoMaia,@RodrigoMaia @edersep E a grana do fundo partidario e das emendas dos deputados ? Vai ser destinado ao Coronavírus?;;;
"23872,@RodrigoMaia,""@uehmayck @RodrigoMaia @jairbolsonaro vai pra rua, gado. corona ta te esperando!""";;;
23874,@RodrigoMaia,@RodrigoMaia Maia tem que chamar a bancada ruralistas para tirar o gado dos comentários pq a quantidade de gado falando que foi o jair corona 4 meses sem receber q foi responsável por isso é é brincadeira kkkk;;;
"23875,@RodrigoMaia,""@RodrigoMaia Crise do corona é, crise dos governadores irresponsáveis. Estamos de olho em tudo!ğŸ‘€ğŸ‘€ğŸ‘€""";;;
"23877,@RodrigoMaia,""@RodrigoMaia vota o fundão pra corona, prisão em 2Âº instância e fim do foro privilegiado seu anormal. É isso que o povo quer #Fimdoforoprivilegiado #prisao2instancia #FundaoParaOCorona""";;;
23878,@RodrigoMaia,@marinaabrandaoo @pereiraovelhade @RodrigoMaia Parabéns presidente Bolsonaro golpista @RodrigoMaia coloque o fundo eleitoral para o Coronavírus.;;;
23879,@RodrigoMaia,@marinaabrandaoo @pereiraovelhade @RodrigoMaia Parabéns presidente Bolsonaro golpista @RodrigoMaia coloque o fundo eleitoral para o Coronavírus.;;;
23886,@RodrigoMaia,@luciano_hang @RodrigoMaia Pode cortar pela metade e repassar o fundo eleitoral e partidário pra combater o Coronavírus.;;;
23887,@RodrigoMaia,@MTherezinhamac @RodrigoMaia Chora na cama pra é pegar Coronavírus;;;
23909,@RodrigoMaia,@camaradeputados Seus bando de filho da puta !! Vota pra mandar o fundão pro combate ao corona  vcs é querem né!! Corta salários de deputados e senadores é pode né !! @RodrigoMaia e @davialcolumbre a hora de expurga-lós da vida publica está chegando !!;;;
23911,@RodrigoMaia,@RodrigoMaia Votem o fundo partidário para combater o Coronavírus;;;
"23926,@RodrigoMaia,""@camaradeputados @RodrigoMaia O PRESIDENTE @jairbolsonaro TINHA RAZÃO, O BRASIL Ã‘ PODE PARAR, O CORONA É UMA GRIPIZINHA, E OS FANFARRÃ•ES QUE VIVEM AS CUSTAS DE NÓS BRASILEIROS VÃO SER ENXOTADOS NAS PRÓXIMAS ELEIAÇÃ•ES. E O DINHEIRO NOSSO,QUE TIRARAM PRO FUNDÃO E PARA PARTIDOS é ESQUCEMOS, TEM Q IR PRA SAÊDEğŸ˜¡""";;;
"23954,@RodrigoMaia,""@RodrigoMaia se essa grana sair do fundão, todos nós concordamos. ğŸ˜‚";;;
 ;;;
"Maia quer 'Bolsa Corona' de R$ 500 para trabalhador informal.  https://t.co/swQt3UWSKv""";;;
"23958,@RodrigoMaia,""@BrunoJonssenn @jairmearrependi @RodrigoMaia @davialcolumbre corona, faça seu trabalho""";;;
"24000,@RodrigoMaia,""@RodrigoMaia Crise do corona? Ou crise polílica senhor ";;;
"Me faça um favor tome vergonha na cara, tem um monte de pais e mãe de famílias que perderam seus empregos por causa da sua crise polílica que vc criou com nosso presidente! ARTIGO 142 em vcs governadores""";;;
24027,@RodrigoMaia,Agora quero ver @jairbolsonaro @davialcolumbre @RodrigoMaia usarem o Fundo Partidário no combate ao Coronavírus! Vão eh continuar fazendo proselitismo com fica e sai de casa e no lombo dos servidores públicos! @o_antagonista @veramagalhaes;;;
24039,@RodrigoMaia,@RodrigoMaia E vão pagar este Corona Voucher com que? Com o dinheiro do fundão?!;;;
24055,@RodrigoMaia,@MaicoPaula @RodrigoMaia Já está fazendo campanha polílica @RodrigoMaia a prioridade  é é  conter a contaminação pelo Coronavírus.;;;
24056,@RodrigoMaia,@MaicoPaula @RodrigoMaia Já está fazendo campanha polílica @RodrigoMaia a prioridade  é é  conter a contaminação pelo Coronavírus.;;;
"24057,@RodrigoMaia,""Enfia o corona vaucher no cu @RodrigoMaia !!! Abre o comércio e para de populismo que isso é elege mais ninguém e pior , ainda derruba veja o @jdoriajr que tá com o pé no impeachment!!!""";;;
"24093,@RodrigoMaia,""Ajudem o povo de Santa Catarina. Estaremos EXPOSTOS ao corona a partir da próxima semana.";;;
#SantaCatarinaEmRisco;;;
;;;
DEEM RT, PIR FAVOR ğŸ™;;;
@sudornelles @gduvivier @hospicio_brasil @gleisi ;;;
"@bobjackk @mariozinholago @LuaSantis @RodrigoMaia  @UOLNoticias @RedeGlobo  @jornalnacional https://t.co/enpgm4eofv""";;;
"24101,@RodrigoMaia,""@RodrigoMaia que papo é esse de CORONA VOUCHER . tá querendo destruir a economia do Brasil!??????";;;
#MaiaCovarde ;;;
"#RodrigoMaiaACulpaESua""";;;
24157,@RodrigoMaia,@gabrielangel16 @clodimarbranco @ZenBrasil2 @GILBLZ @RodrigoMaia Sair na rua pra pegar coronavírus e foda;;;
"24237,@RodrigoMaia,""Ei doriana @jdoria adora um carnaval ğŸ¤£ğŸ¤£ğŸ¤£ğŸ¤£agora está preocupadíssimo com o Coronavírus, safado!!!!";;;
@veramagalhaes @RedeGlobo @CNNBrasil @camaradeputados @RodrigoMaia @ronaldocaiado ;;;
"#ChegadeQuarentena https://t.co/KCwIVQeKbv""";;;
"24250,@RodrigoMaia,""@RodrigoMaia Vocês são pagos, e bem pagos, para isso. Aliás, vão reduzir o salário de vocês para contribuir com o país ou estão na torcida do Corona-vírus?""";;;
"24267,@RodrigoMaia,""@o_antagonista @RodrigoMaia Em breve as notícias serão as seguintes:";;;
Família morre acometida por geladeira vazia, mas sem corona#;;;
"ğŸ˜ğŸ‘‰ğŸ»ğŸ‘‰ğŸ»""";;;
"24287,@RodrigoMaia,""@RodrigoMaia maia, cadê o dinheiro do fundão? O que vc está fazendo p aliviar o surto do corona?";;;
"Faça a sua parte, deixe de ser hipócrita! Sabemos que vc tá rindo na cara do povo!  Ladrão do dinheiro do povo e teve escola p isso, filho de ladrão e arrumou um sogro ladrão!""";;;
24292,@RodrigoMaia,@camaradeputados @RodrigoMaia Já  foi revertido 100% do Fundo Eleitoral para o combate ao coronavírus e para mitigar os efeitos da paralização  geral?;;;
"24323,@RodrigoMaia,""@democratas @RodrigoMaia O Coronavírus já chegou seu partido corrupto !";;;
Vc estão acabando com Brasil !;;;
"#BolsonaroTemRazao""";;;
24337,@RodrigoMaia,@RodrigoMaia Quando forem buscar a merenda o corona também estará ocupado merendando e então é seguro.  Demagogo!;;;
24398,@RodrigoMaia,@camaradeputados @RodrigoMaia @RodrigoMaia use o dinheiro do Fundão partidário para combater o Coronavírus.;;;
24399,@RodrigoMaia,@camaradeputados @RodrigoMaia @RodrigoMaia use o dinheiro do Fundão partidário para combater o Coronavírus.;;;
24449,@RodrigoMaia,@RodrigoMaia Dinheiro para combater o Coronavírus? Obrigada;;;
"24455,@RodrigoMaia,""@RodrigoMaia Radicais da direita x radicais da esquerda, infectologista x economistas, é está na hora de conversar e cada um ceder um pouco, para tentarmos amenizar a crise do Corona e a crise Econômica, é, é,cada um acha que seu ponto de vista está correto.""";;;
24475,@RodrigoMaia,@alefrota77 @RodrigoMaia @camaradeputados @PSDBoficial @PSL_Nacional @policiafederal @CFOAB @lobaoeletrico @lucianoayan @madeleinelacsko @PapaiBozo @jairlorenzetti O vídeo de 1 milhão de mortos com Corona no Brasil vai ou isso é de amigos? Kkk em 2022 mataremos o CARONAVIRUS que pegaram .;;;
"24486,@RodrigoMaia,""@RodrigoMaia @davialcolumbre Cade o repasse do fundão eleitoral para o combate do Coronavírus? O corte dos seus benefícios, já cortaram?""";;;
"24515,@RodrigoMaia,""@o_antagonista @RodrigoMaia Cadê o dinheiro do Fundão, doar pro Coronavírus""";;;
"24525,@RodrigoMaia,""@claudioedantas @RodrigoMaia Pra quê? Tofolli já disse que é haverá redução de salário dos dois Poderes. Se é vai cooperar, que o corona faça a festa com eles.""";;;
"24527,@RodrigoMaia,""@RodrigoMaia Vão abrir mão do Fundão pra combater o Corona???";;;
"#BolsonaroTemRazao""";;;
"24557,@RodrigoMaia,""@elida_graziane @Jolanarchiste @RodrigoMaia @davialcolumbre TUDO ISSO,pode e deve ser revisto, mas devido URGÊNCIA,e a paralisação total q vc mesmo defende, começamos c/o q é mais rápido,corte d 50% salário judiciário, executivo e legislativo, transferência das verbas dos Dep e Sen juntamente para um fundo exclusivo corona, + fundão Elet.""";;;
24563,@RodrigoMaia,@o_antagonista @RodrigoMaia Acho que o gordo está com medo do Corona.;;;
"24578,@RodrigoMaia,""@o_antagonista @RodrigoMaia @RodrigoMaia o pior vírus, AIDS, câncer, lepra, h1n1, Coronavírus, é mata mais que a corrupção.";;;
"Quem é corrupto é genocida, e vc é passa disso, bandido, genocida. Saúde, educação, segurança, todas essas áreas afetadas por tipo como vc. A nação é esquece, certeza.""";;;
"24579,@RodrigoMaia,""@o_antagonista @RodrigoMaia @RodrigoMaia o pior vírus, AIDS, câncer, lepra, h1n1, Coronavírus, é mata mais que a corrupção.";;;
"Quem é corrupto é genocida, e vc é passa disso, bandido, genocida. Saúde, educação, segurança, todas essas áreas afetadas por tipo como vc. A nação é esquece, certeza.""";;;
24581,@RodrigoMaia,@RMDS2020 @GisleineRamos1 @RodrigoMaia Só eu acho que tão mantendo aquele figurante inútil neutralizado no planalto pra servir de boi de piranha se o corona matar muita gente? Kkkkkkk;;;
"24587,@RodrigoMaia,""@RodrigoMaia , fundamental que seja aprovada com urgência a Renda Básica, somente assim poderemos realmente nos protegermos do Coronavírus e garantirmos a saúde e a cidadania de todos brasileiros. Corremos contra o tempo, é preciso que o Congresso faça a sua parte.";;;
"#RendaBásica""";;;
24600,@RodrigoMaia,@camaradeputados @RodrigoMaia Nhonho bandido o povo já está sabendo do golpe  de vcs vcs querem o poder de volta ne?as mãos  estão  coçando  para  roubar nosso dinheiro  fez falta ne?E agora a desculpa  e o corona cuidado com o povo Maia  toffoli Dorinha  alcolumbre e outros gilmar é vamos permitir;;;
"24611,@RodrigoMaia,""@RodrigoMaia E a destinação do Fundão eleitoral e partidário ao combate do Corona?";;;
;;;
"Diz pra gente, @RodrigoMaia""";;;
"24612,@RodrigoMaia,""@RodrigoMaia E a destinação do Fundão eleitoral e partidário ao combate do Corona?";;;
;;;
"Diz pra gente, @RodrigoMaia""";;;
24619,@RodrigoMaia,@o_antagonista @RodrigoMaia Rodrigo Maia está no grupo de risco pelo peso dele o corona ia fazer a festa.;;;
"24627,@RodrigoMaia,""@o_antagonista @jdoriajr @RodrigoMaia aí no dia seguinte o congresso desafia o governo federal a aumentar o â€œcorona voucherâ€ para R$ 500,00. ğŸ¤”""";;;
24633,@RodrigoMaia,@camaradeputados @RodrigoMaia MEDIDAS SERIAM O FUNDÃO ELEITORAL PARA COMBATER O CORONAVÍRUS? KD?;;;
"24639,@RodrigoMaia,""@camaradeputados @RodrigoMaia A pauta é o Coronavírus, né!? Sei sei seiğŸ¤¬""";;;
24753,@RodrigoMaia,@luciano_hang @RodrigoMaia Tem é que aumentar o imposto dos empresários que é fecham suas lojas e ajudam a disseminar o coronavírus!;;;
"24787,@RodrigoMaia,""@RodrigoMaia O dinheiro do fundao eleitoral ser revertido para o combate do corona?";;;
;;;
"Isso ninguém quer coloca em palta?""";;;
"24799,@RodrigoMaia,""@RodrigoMaia Hipócrita. Reduzem seu salário, usa o Fundão pra tratamento do corona. Mil vezes hipócritas""";;;
"24904,@RodrigoMaia,""@democratas @RodrigoMaia E ai ,bora botar pra andar? Fundao para o corona!? https://t.co/oDTq0PiBDQ""";;;
"24908,@RodrigoMaia,""@RodrigoMaia parabéns, pela postura para com os brasileiros diante da crise de Coronavírus. Pois o presidente que temos, só pronuncia besteiras, falta de conhecimento em tudo é só em ciências.""";;;
"24919,@RodrigoMaia,""@RodrigoMaia atenda aos apelos de milhões de brasileiros!";;;
#RendaBásicaJá;;;
"Os mais pobres precisam dessa ajuda, caso contrário o combate ao Coronavírus é será completo!!!""";;;
"24926,@RodrigoMaia,""@gacm1000 @Estadao @SF_Moro @govbr @congemfoco @SenadoFederal @STF_oficial @MarceloFreixo @alessandromolon @BBCWorld @nytimes @TheInterceptBr @BolsonaroSP @minc_rj @cirogomes @nhk_news @governosp @GloboNews @DHumanosBrasil @wilsonwitzel @dw_brasil @RodrigoMaia @cnni @caosrj Opa!!Quem tratou Coronavírus como gripezinha foi Dr.Dráuzio Varella!O presidente qd fala em gripezinha, está se referindo a fala do dito Drauzio,q poucos dias antes do carnaval soltou essa insanidade da boca, p essa festa profana acontecer pq é interesse de polílico corruptos.""";;;
24947,@RodrigoMaia,@RodrigoMaia Vão usar o dinheiro do Fundão ao combate do Corona?;;;
24948,@RodrigoMaia,@RodrigoMaia O Congresso votará o que mais interessa ao povo? Destinar o fundo eleitoral - 2 bilhões - para combater o Coronavírus e ajudar a economia neste momento. Você terá coragem ou vai continuar só no discurso?;;;
25018,@RodrigoMaia,@alexandregarcia @jdoriajr e @brunocovas @RodrigoMaia @davialcolumbre @wilsonwitzel centenas deles estão usando o Corona como palanque.;;;
"25041,@RodrigoMaia,""@mariadorosario @camaradeputados @RodrigoMaia @weslleygeo então explica aí se esse congresso da democracia vai votar o uso do fundo partidário, eleitoral,  se os salários gordos dos polílicos serão reduzidos no combate ao vírus. So discurso é mata o corona.""";;;
"25059,@RodrigoMaia,""@jairbolsonaro @RodrigoMaia olha aí o cara da bolsa de valores que tá preocupado @davialcolumbre  logo o povo vai Ã s ruas tocar e o terror, com Corona ou sem coronas o bicho vai pegar ! https://t.co/r8Qd9hRM1B""";;;
"25099,@RodrigoMaia,""@RodrigoMaia Demorou! Tem que resolver tudo mais rápido! Corona é espera, acooorda""";;;
25114,@RodrigoMaia,@RodrigoMaia @davialcolumbre @SenadoFederal Alguma indicação de usar o fundo partidário eleitoral pra essa fase do Coronavírus?! Ou vão permanecer todos calados?! Por que é tão urgente e necessário financiamento público pra um candidato se eleger?! @TCUoficial;;;
"25181,@RodrigoMaia,""@RodrigoMaia esta sim uma histeria, gripe matou ano passdo 2 mil pessoas , 27 mil pessoas foram assassinadas, ja pensou se mida fale nisso igual ta fazendo com corona , ningum sairia de casa.. a conta nao bate!!! (nao que nao seja importando se cuidar) mas vcs estao criand outro muito maior""";;;
25226,@RodrigoMaia,@RodrigoMaia Esperamos que vote tb a proposta da @CarlaZambelli38 sobre a destinação fundo eleitoral para o combate ao Coronavírus;;;
25233,@RodrigoMaia,@RodrigoMaia E o projeto que destina o fundão para o combate ao Coronavírus?;;;
"25266,@RodrigoMaia,""@RodrigoMaia Vc ataca o presidente o tempo TD. Vc e sua corja e um vírus pior que o corona. #forarodrigomaia ";;;
#BolsonaroTemRazao ;;;
"#OBrasilNaoPodeParar""";;;
"25291,@RodrigoMaia,""@RodrigoMaia Vossa Excelência deveria aceitar o pedido de impeachment desse lunático que ocupa a cadeira de presidente, ele só está atrapalhando o combate contra o Coronavírus, se o pior acontecer por vossa negligência, v. Ex será tão responsabilizado quanto ele e adeus vida polílica.""";;;
"25299,@RodrigoMaia,""@camaradeputados @RodrigoMaia é interessa ao povo brasileiro ver a cara d @RodrigoMaia ,será q ele ainda é percebeu q temos nojo dele? Só aparece qnd colocar o Fundão para o combate ao corona e reduzir salário, pela metade,dos 3 poderes..""";;;
"25300,@RodrigoMaia,""@camaradeputados @RodrigoMaia é interessa ao povo brasileiro ver a cara d @RodrigoMaia ,será q ele ainda é percebeu q temos nojo dele? Só aparece qnd colocar o Fundão para o combate ao corona e reduzir salário, pela metade,dos 3 poderes..""";;;
"25312,@RodrigoMaia,""@MudaSenado @novonacamara #BolsonaroTemRazao ";;;
;;;
Me desculpe, mas isso é mera propagandinha pra tentar justificar os R$33.000 mensais que vocês recebem.;;;
;;;
"Quero resultados efetivos, peitando @RodrigoMaia é só por isso, mas pela transferencia do $$$ Fundo Eleitoral para Corona https://t.co/uMKm7aSHIf""";;;
25327,@RodrigoMaia,@RodrigoMaia E o fundo eleitoral? Vai para o combate ao corona? E seu salário? Vai diminuir?;;;
"25344,@RodrigoMaia,""@AthaydeAleida @RodrigoMaia Se o corona nao te ferrar o maia ferra ,""";;;
"25384,@RodrigoMaia,""@RodrigoMaia Caro primeiro ministro, já que a Vsa. Excelência é quem conduz e manda no pais, quero saber o seu interesse em pautar a reversão do fundão eleitoral para o tratamento do Coronavírus. Já que a casa que é presidida por você quer ajudar o povo, porque é votar esse projeto?""";;;
25387,@RodrigoMaia,@RodrigoMaia Ainda é vi a aprovação do direcionamento do dinheiro do fundo eleitoral para o combate ao Coronavírus. E as medidas do @kimpkat ? Qd vão votar? Vcs são uns pulhas. Só pensam em vcs.  é estão nem aí para o povo. Sanguessugas.;;;
25393,@RodrigoMaia,@GILBLZ @RodrigoMaia Vá pra igreja abarrotada de gente com Coronavírus sei doente mental;;;
"25410,@RodrigoMaia,""@camaradeputados @RodrigoMaia Rodrigo Maia é presidente?";;;
" Esse cara é um lixo. É mais um que tá usando o corona pra pegar carona  na polílica rasteira, já que o povo odeia esse cara...""";;;
"25425,@RodrigoMaia,""@RodrigoMaia Maia seu corrupto , maior estrago do Brasil se chama corona da corrupção . Vamos sair Ã s ruas sim e abrir nossos comércio, encarar o inimigo de frente. Vamos te rancar a força dessa cadeira seu Bandido corrupto. https://t.co/LTwTYa7dQJ""";;;
25449,@RodrigoMaia,@RodrigoMaia Quando será  votada a doação  do Fundão  Eleitoral para auxiliar na crise do Coronavírus?  #fundaoprocorona;;;
25452,@RodrigoMaia,@Commissariat12 @luter_felipe @Bananar62098670 @Jambock67 @thephysicist137 @RodrigoMaia O corona foi descoberto em dezembro 2019 E pq no carnaval é ficaram em casa? é foram pra Sapucaí rebolar o cu.. #BolsonaroTemRazao;;;
"25461,@RodrigoMaia,""@marcosfortes82 @angelamarab2 é duvido @RodrigoMaia morre de inveja do presidente @jairbolsonaro , e morre de ódio por é conseguir mais receber propina para aprovar projetos @RodrigoMaia e um lixo tóxico poluindo o Brasil, muito pior que o Coronavírus ğŸ¦  @RodrigoMaia bomba de Hiroshima""";;;
"25463,@RodrigoMaia,""@marcosfortes82 @angelamarab2 é duvido @RodrigoMaia morre de inveja do presidente @jairbolsonaro , e morre de ódio por é conseguir mais receber propina para aprovar projetos @RodrigoMaia e um lixo tóxico poluindo o Brasil, muito pior que o Coronavírus ğŸ¦  @RodrigoMaia bomba de Hiroshima""";;;
"25464,@RodrigoMaia,""@marcosfortes82 @angelamarab2 é duvido @RodrigoMaia morre de inveja do presidente @jairbolsonaro , e morre de ódio por é conseguir mais receber propina para aprovar projetos @RodrigoMaia e um lixo tóxico poluindo o Brasil, muito pior que o Coronavírus ğŸ¦  @RodrigoMaia bomba de Hiroshima""";;;
"25557,@RodrigoMaia,""@RodrigoMaia Vc são uma praga pior que o Corona,só agora vão começar a trabalhar, praticamente no meio do ano...""";;;
25603,@RodrigoMaia,@RodrigoMaia Liberar fundos partidário pra combate Coronavírus;;;
"25604,@RodrigoMaia,""@Max5545 @cafecomferri @RodrigoMaia Sim, é semelhante a pneumonia, e é a uma gripe como dizem por aí. Mas o principal problema do corona é que ele sequestra suas células, como se fosse um câncer. Seu próprio organismo vira o reprodutor de mais e mais corona. Daí, seu sistema imunológico destrói seu pulmão.""";;;
"25608,@RodrigoMaia,""@RodrigoMaia Já que é desobediência civil, tem q aprovar projetos para a ciência. Ela que vai salvar contra o corona.""";;;
"25614,@RodrigoMaia,""@BiaRomaniuk @_RRPENNA @FirmeIgual @alanschmidel @clodoaldosilva5 @RodrigoMaia Até ontem eu sabia de um caso de morte com subnotificação. Acabei de ficar sabendo de mais casos de subnotificação de internações aqui em Mauá, coisa de 10 pessoas q os médicos sabem q é Corona mas é fazem os testes pq Ã± tem.""";;;
25645,@RodrigoMaia,@RodrigoMaia O que converter o fundo da vergonha para@combater o Corona? Enquanto vc é fizer isso vai continuar sendo este mesmo bosta q é;;;
"25653,@RodrigoMaia,""@RodrigoMaia #OPaisNaoPodeParar , dep @rodrigomaia. Que tal o fundão eleitoral para socorro dos mais desvalidos nessa guerra contra o Corona? As campanhas podem ser virtuais,  extremamente baratas e cd um paga a sua. Pq é ???""";;;
"25655,@RodrigoMaia,""@Pedrolll321 @RodrigoMaia Eles é querem isso, eles querem o poder e o corona caiu como uma luva! Fica todo mundo preocupado com o vírus e eles se preocupam com o poder!""";;;
"25669,@RodrigoMaia,""@RodrigoMaia A atitude mais justa seria vcs abrir mão dos salários gordos e td previlegio que possuem em prol das pessoas que estão morrendo é de corona viros mais de desnutrição. Por favor Sr Rodrigo, põe a mão na CONCIENCIA""";;;
"25679,@RodrigoMaia,""Se elegem na corona do PR, depois se viram contra o POVO q é SOBERANO e é se deixa enganar  ğŸ˜³ğŸ˜¬ğŸ§  @jdoriajr @wilsonwitzel @RomeuZema @ronaldocaiado @RodrigoMaia @davialcolumbre @STF_oficial #BolsonaroTemRazao @jairbolsonaro https://t.co/P8gS2MOjyg""";;;
"25682,@RodrigoMaia,""@wilsonwitzel Se elegem na corona do PR, depois se viram contra o POVO q é SOBERANO e é se deixa enganar  ğŸ˜³ğŸ˜¬ğŸ§  @jdoriajr @wilsonwitzel @RomeuZema @ronaldocaiado @RodrigoMaia @davialcolumbre @STF_oficial #BolsonaroTemRazao @jairbolsonaro""";;;
25695,@RodrigoMaia,@pauloteixeira13 @RodrigoMaia @ptbrasil @PCdoB_Oficial @psol50 @PSBNacional40 @PDT_Nacional Tem que acelerar o máximo a aprovação desse e de outros projetos que ajudam o brasileiro a passar pelo corona. Fome é espera.;;;
"25698,@RodrigoMaia,""@EstadaoPolitica @RodrigoMaia Isso é tão óbvio ";;;
Enquanto esses investidores estão no conforto do seu lar ganhando e perdendo dinheiro , querem jogar a massa de trabalhadores pra sair de casa pegar o corona e morrer .;;;
;;;
A economia vai desandar na quarentena ou é. Mas se recupera. ;;;
"Já As vidas q morrem é""";;;
"25700,@RodrigoMaia,""@RodrigoMaia Caro Sr. @RodrigoMaia.";;;
As famílias brasileiras precisam de apoio para enfrentar o Coronavírus. É preciso garantir uma renda básica emergencial já!;;;
"#RendaBásicaJá""";;;
"25719,@RodrigoMaia,""@jairbolsonaro, @deltanmd, @SF_Moro, @LulaOficial, @luciano_hang, @Haddad_Fernando, @ManuelaDavila, @davialcolumbre, @RodrigoMaia , eu gostava quando o principal assunto da tv era operação #lavajato. Agora com essa moda de coronavírus é tem graça.";;;
;;;
"#BolsonaroTemRazao""";;;
25736,@RodrigoMaia,@RodrigoMaia Cadê o projeto que destina os 2Bi do fundo partidário para o combate ao Coronavírus????;;;
25825,@RodrigoMaia,@RodrigoMaia Cadê o fundão....... Fdp pra combater o Corona...;;;
"25848,@RodrigoMaia,""Alooo @jdoriajr @joaoamoedonovo @wilsonwitzel @RodrigoMaia @STF_oficial @exercitooficial Alguns dos senhores dirão q são robôs q responderam Ã s pesquisas.";;;
"Os mesmos robôs q foram pras Ruas mesmo com risco de Coronavírus. #SomosTodosBolsonaro lutaremos pelos nossos votos. https://t.co/RDzpK89SSx""";;;
25869,@RodrigoMaia,@RodrigoMaia Como disse @alexandregarcia carona no corona...;;;
"25894,@RodrigoMaia,""@PaolaCarosella De acordo com o @RodrigoMaia é dá, é. Porque mesmo que ele tenha cometido crime a saúde pública tem que """"cuidar de uma crise de cada vez"""" ";;;
"Por mim tirava logo o Bozo, porque vai que o Corona fosse com ele.""";;;
"25917,@RodrigoMaia,""@RodrigoMaia Prisão em segunda estância, dinheiro do Fundão e fundo partidário na ajuda do Corona???""";;;
25966,@RodrigoMaia,@RodrigoMaia Proponha a conversão do fundo partidário em renda mínima para os desempregados pelo Corona;;;
26011,@RodrigoMaia,@RodrigoMaia Então você a porra que faz destinar o dinheiro dessa merda de Fundão para o combate e ajuda a saúde contra o corona talkei seu nhonho https://t.co/pd3FU5lLB6;;;
26068,@RodrigoMaia,@RodrigoMaia O Brasil vai virar um CAOS se você é tomarem uma iniciativa . O Presidente é está conseguindo ter calma  para resolver o problema do Coronavírus .;;;
26075,@RodrigoMaia,@RodrigoMaia Tu já fez exame pra saber se tem Coronavírus?;;;
"26097,@RodrigoMaia,""@RodrigoMaia A reunião de hoje,foi o começo de um golpe,lembro que as FFAA sempre estará ao lado de @jairbolsonaro governadores + os traidores é prevaleceram,estão usando o corona,todos estão sendo covardes,e é esqueceremos,aguardem. https://t.co/xGlZsebEd3""";;;
