,usuario,texto;;
"5397,@g1,""@son_of_eduardo @tamasoquequedeu @g1 a hidroxicloroquina é um medicamento necessário em tratamentos de muitas doenças, porém é perigosa e deve ser com prescrição médica. no caso do corona, não apoio o uso dela uma vez que dezenas de pesquisas apontaram a ineficácia dela no tratamento do vírus. além do mais+""";;
"5411,@g1,""@g1 Corona diz : vai não amor, vai não....""";;
"5430,@g1,""@Adriano87944069 @howhelkins @arturfalcaao @JuniorFlameng13 @g1 Justo, os governadores são uns canalhas também. Mas, o maior combate ao coronavírus é o isolamento social, que por conta dessa divergência de a quem escutar muitos não estão seguindo.""";;
5441,@g1,@g1 Eu quer saber o que esse povo come. Pq anda p baixo e pra cima com gente contaminada e não pega corona. Tem que ser estudado isso;;
5566,@g1,@jvagner_alves @AleBadkeAndrian @g1 Dor é medida num ranking? Foda-se então brumadinho pq só morreu 200 e poucas pessoas o corona já matou quase 15mil é assim ?;;
"5600,@g1,""@g1 @louieponto Se o vírus fosse homofóbico (como muitos estão comentando) a população LGBT estaria livre de ter corona, mas não, a população brasileira que é homofóbica mesmo""";;
5633,@g1,@JaniceFaria @oitaisa @g1 Tem vergonha!! Empatia com bolsominion acabou!! Que pegue corona e vá pra um hospital que não tenha mais respirador!!;;
"5706,@g1,""@g1 Mais dinheiro desvios,mais ccorrupção isso que mata mais que o corona!""";;
5734,@g1,@g1 Espero que Boner pegue corona e seje salvo pelo remédio do Bolsonaro ğŸ‘;;
"5795,@g1,""@luizanttonnio @g1 CARREATAS, MAIS E MAIS CARREATAS ESPALHANDO O MORTAL VÃRUS!!!!!!!!!!!!!!!!!!!!!";;
TODAS PARA TE PEGAR, VOCÚ ESTÃ CERCADO PELAS CARREATAS DE CORONAVÍRUS!!!!!!!!!!!!!!!!!;;
"O CORONAVÍRUS DAS CARREATAS VAI TE PEGAR!!!!!!!""";;
5797,@g1,@luizanttonnio @g1 OLHE PELA JANELA CAPIM O CORONA VEIO TE PEGAR!!!!!!!!!!!!;;
"5800,@g1,""@luizanttonnio @g1 Capim você vai pegar o CORONAVÍRUS, POR CULPA DAS CARREATAS E VAI DAR BOM DIA AO CAPETA!""";;
"5852,@g1,""@Sergiusant @Futebol7411 @saritacoelho @g1 No Google as ultimas três recentes pesquisa mostraram que a cloroquina é ineficiente para  o coronavírus, Donald Trump até desistiu da cloroquina depois da pesquisa feita em Nova York !!!""";;
"5878,@g1,""@g1 ğŸ¤£ğŸ¤£ğŸ¤£ğŸ¤£ğŸ¤£ ...porra pq 15 pessoas que tiveram suas vidas salvas se cagaram todas, vcs dizem que o remédio não presta...ğŸ¤£ğŸ¤£ğŸ¤£ğŸ¤£ com certeza se a @miriamleitao pegar corona ela vai preferir tomar a cloroquina e sair toda cagada mas com a sua vida.....#cloroquinaneles""";;
5884,@g1,@g1 coronavírus esses é o protocolo.;;
5894,@g1,@g1 Quem confia no criador do coronavírus?;;
5907,@g1,@g1 O isolamento imposto pelos governadores irresponsáveis tem muito mais risco que a cloroquina. Isolamento mata muito mais que o Corona. #OBrasilNãoPodeParar;;
5937,@g1,@g1 Morreu de coronavírus segundo a #GLOBOLIIXO;;
"5939,@g1,""@CaioTeixeirade3 @marcoaurellius @g1 Sim, mas se vc colocar em comparação com 2019, está pouco acima da média (por causa do coronavírus). O total da transparência tem os dados.""";;
5940,@g1,@g1 Isso não me preocupa oq na verdade me preocupa é q os plísticos bolhas são feito na china né e todo mundo gosta de estourar eles já pensaram que é ar da china dentro deles com  coronavírus;;
5951,@g1,@g1 Epidemia de corona só nos Estados cujos governadores são oposição ao governo federal. Estranho isso...;;
"5962,@g1,""@LemosRogerio4 @g1 A COVID é de 2019. A Cloroquina já existe há anos sim, mas para tratar outras doenças, não o novo coronavírus. Não adianta deturpar os fatos, vocês não tem argumentos, só retóricas mentirosas""";;
"5986,@g1,""@g1 """" vamos falar da Suécia"""" diz o capitão corona""";;
"6002,@g1,""@g1 @renataloprete @NatuzaNery DÃ“RIA E BOULOS Parceiros -&gt";" ğŸ˜±ğŸ˜±ğŸ˜±  Marcos BOULOS (sim, papi do boulos) médico que está na Superintendência de Controle de Endemias de São Paulo. Trabalha pro governo doria, inclusive no comitê de crise do corona. #cnnbrasil  #BolsonaroMaisForteDoQueNunca https://t.co/vmfS7f3BvT""";
"6013,@g1,""@pqpgabro @g1 FAZ O SEGUINTE, QUANDO ALGUÉM DA SUA FAMÍLIA PEGAR CORONA, QUE VAI SEM DUVIDA, VC NÃO DEIXE USAR O REMÉDIO, OU SE FOR VC MESMO QUE PEGAR, SIMPLES, NÃO USE! ğŸ˜‰""";;
"6019,@g1,""@Rapho82287381 @son_of_eduardo @minicalifrigidx @ob_alves @g1 Ele acha que o corona bate na porta e pede pra entrar nas casas, queria ver a foto do prêmio Nobel dele""";;
"6023,@g1,""@Sidneicarmona @anatinaaa7000 @g1 Quando pegar o coronavírus, NÃO TOME tá ,e não permita que  ninguém de sua família tome TB.""";;
6027,@g1,@thonycezarino @g1 Seu doente do caralho essa reportagem fala que estava sendo testado cientificamente a eficácia já essa merda para o coronavírus não tem NENHUMA PROVA DE EFICÃCIA SEU NOJENTO;;
"6031,@g1,""@berieux @g1 Um pais tem 19 milhoes o outro 210, brasil é mais de 10x mais . E o chile 10x mais responsável. Tem que ver se o pessoal obedece também, o que é de almoço de dias das mães que espalhou o corona não é brincadeira. Pessoal brinca de roleta russa também pqp""";;
"6034,@g1,""@1960Rosane @ade_1969 @teresinhalopes @g1 Por isso que agora tem Hidroxicloroquina p os pobres, pois só os ricos tinham,não graças a esquerda,";;
;;
"P/ a esquerda, pobre tem q se aboletar no barraco com + 6 p l, morrer de fome p governador petista comprar respirador quebrado p/ 5x o preço, ou morrer de corona p fazer número""";;
"6042,@g1,""@g1 E viva o Brasil. Um país """"laico"""", onde decretam jejum e dias de oração ir contra o coronavírus.""";;
"6045,@g1,""@g1 Mas os médicos Davi Uip e o Kalil usaram a Hidroxicloroquina quando tiveram corona.";;
;;
"#hidroxicloroquinaNos1Sintomas""";;
"6067,@g1,""@g1 @Medicina_CFM Mesmo sem respaldo da comunidade científica e do CFM, o PR insiste em adotar esse protocolo.";;
O que o leva a isso? ;;
"Será que foi por isso que ele editou a MP, isentando agentes públicos de responsabilidade, caso aconteça alguma merda durante o combate ao corona?""";;
6073,@g1,@g1 As pessoas ainda acham que é brincadeira o corona infelizmenteğŸ˜;;
6080,@g1,@Planet0ide @Dany_GarciaA @pelapaz5 @g1 Você é mais burro do que parece! Não  tem jeito! Não consegue enxergar um palmo diante do nariz! Desisto! Foda-se! Pensa o que quiser! Boa sorte com o coronavírus!;;
"6082,@g1,""@candidowp @Dany_GarciaA @pelapaz5 @g1 Sim. Mas, se tratando de um vírus de cadeia grande como o corona, ela age como um inibidor do desenvolvimento, impedindo que o vírus prolifere e não como um antibiótico em si. ğŸ‘ğŸ»""";;
"6128,@g1,""@MaraoMarcela @g1 O que acontece é que alguém que tem lupus, não está com uma tempestade inflamatória generalizadas,que paralisa os rins, e causa tromboses, tal como coronavírus. Tomar a cloroquina junto com a inflamação causada pelo coronavírus pode levar a falência renal e morte. É um risco sim""";;
"6135,@g1,""@ka_kich @driligi @Dany_GarciaA @pelapaz5 @g1 Imbecil! Essa pesquisa foi feita com a dosagem 3 X maior justamente pra matar e desqualificar o tratamento! São um bando de assassinos fdp, todos ligados Ã  esquerda! Um estudo científico demora meses!! Tem q dar placebo pra um grupo de pacientes, e com Corona eles podem morrer!""";;
"6149,@g1,""@willcsan @g1 Na matéria diz que """"não é relativo ao corona mas sim a quão doente o infectado vir a estar"""".";;
":/""";;
6154,@g1,@renataloprete @NatuzaNery @g1 Bolsonaro ou coronavírus. Samba de uma nota só!;;
"6159,@g1,""@brom_elisa @gadopsl @mitags @liacrespo @g1 @RedeGlobo EUA usaram cloroquina no começo da pandemia e já largaram pois não teve efeito e vários efeitos colaterais, já estão usando outros métodos. Isso no começo foi um teste, Bolsonaro achou que era a solução e pediu uma produção absurda do remédio. Não funciona pra corona, simples""";;
"6160,@g1,""@g1 é eficaz sim , os medicos que tiveram o corona virús e os governadores e prefeitos todos tomaram a cloroquina""";;
6213,@g1,@g1 Que escroto. O cara tinha coronavírus e escondia das pessoas. Imagina quantas pessoas ele contaminou? Porra véi  q irresponsabilidade ğŸ˜¡;;
"6242,@g1,""@g1 Que bom....";;
As pessoas deixaram de morrer de corona, pra agora morrer de ataque no coração. ;;
Diminuiram a estatística do covid e o imbecil vai poder abrir o comércio que tanto quer! ;;
"Pq não pensamos nisso antes?""";;
"6310,@g1,""@MagicianFox @pelapaz5 @Dany_GarciaA @g1 Hahahhaha efeitos? É louco. O tratamento com corona são seis dias. Seis comprimidos não vai matar ninguém. Mas ignorância em repetir o que não entende, mata sim.""";;
"6311,@g1,""@Dany_GarciaA @flaviaalvespra3 @pelapaz5 @g1 Hahahah a pessoa é tão ignorante que acha que os remédios tem o mesmo objetivo em diferentes doenças hahahahhahaha, quando vc descobrir como azitromicina (antibiótico) funciona com o corona (que é vírus) vai ter um congestão cerebral. Hahahahha""";;
"6318,@g1,""@g1 Eita q o fã clube corona futebol clube não para de publicar matérias pra alimentar o medo e o caos! Pq não publicaram esse outro pre-print q mostra resultados POSITIVOS!? Pq não publicam q França, Itália e Espanha AMPLIARAM o uso da HCQ pra uso em casa!?";;
;;
"https://t.co/2HXNjoe5ys""";;
"6320,@g1,""@Dany_GarciaA @pelapaz5 @g1 Ah, gente, ainda por aqui?";;
"Diferente do sarampo, o corona é um vírus que tem cadeia grande, um vírus """"pesado"""" e, por isso, a azitromicina faz efeito. A função da hidroxicloroquina é impedir o desenvolvimento dessa cadeia e, por isso, é importante começar cedo o uso.";;
"É isso!""";;
"6322,@g1,""@Gardemi14 @bertwarley @g1 Rsrs, essa corona vai ficar rodando por aí­ por meses ainda, mas agora parece q os médicos do SUS vão poder (na verdade sempre puderam, só n faziam) liberar o remédio, aí­ terá menos morte pelo menos.";;
O Aux do meu primo foi transferido p minha conta dia 4/05;;
"Próximo será junho.""";;
"6330,@g1,""@g1 Certeza que tinham o coronavírus, se não tivessem saiam andando numa boa""";;
"6332,@g1,""@g1 A pronto, já não basta o corona""";;
6340,@g1,@mitags @g1 @RedeGlobo Meus queridos até paracetamol tem contra indicação. Só no Brasil que O corona tem torcida organizada!? O mais triste é ter certeza da hipocrisia. Todas as clínicas  e hospitais privados estão usando. Só quem não tem acesso é  a classe média baixa. Essa palhaçada vai até quando?;;
"6344,@g1,""@CaioTeixeirade3 @J_Simian @g1 Se vc é do grupo de risco, e pega corona, toma o HCQ ou espera a Dona Morte lhe buscar?""";;
6354,@g1,@g1 Não é possível! Corona já chegou no paraíso?!;;
"6357,@g1,""@g1 Por isso tá sumido, o que o Corona não levou a PF vai levar""";;
6377,@g1,@g1 Pra quê teste? Eles dizem que lá não tem coronavírus?;;
"6386,@g1,""@charlesrdem @dd_nilo @glayssondaniel1 @g1 Beber cloro mata o corona, Bolsonaro que disse... Bebe vai, só um golinho kkkkkkkk""";;
"6406,@g1,""@Dany_GarciaA @pelapaz5 @g1 Sabe por que não se trata sarampo com azitromicina, por exemplo, mas pode se tratar o corona? A ciência explica isso fácil. É o mesmo caso da hidroxicloroquina. E essa associação dos 2 é defendida por imunologistas, virologistas... só não é defendido pela indústria farmacêutica.""";;
6410,@g1,@g1 falar sobre as doações q eles já fizeram em combate ao coronavírus e os vários conteúdos grátis q eles sempre disponibilizam como o run e as lives vc n tem interesse de noticiar né hmkk;;
6417,@g1,@g1 a minha cidade vai destruir o corona anota aí­;;
6435,@g1,@majorfabianadep @g1 Simples de resolver: tu pega o corona e depois trata com hidroxicloroquina aí­ agente vai ver se funciona;;
6437,@g1,@g1 Acabou corona agora;;
6439,@g1,@g1 Agora mostra os outros estudos que dizem que são. Eh muita torcida para o Corona.;;
"6442,@g1,""@son_of_eduardo @scarlett_ohara0 @g1 Cuidado pra polícia facista não te pegar por vadiar sem míscara na rua hein, até pq cara de vadia vc tem hhahahahaha nem adianta gastar dedo, já já o corona COMUNISTA já te leva né parceiro hahahhaah""";;
6447,@g1,@g1 Eu só queria que o corona arrebatasse todos os sertanejos da face da terra;;
"6450,@g1,""@g1 Se você for contaminado pelo coronavírus, é um direito seu recusar o tratamento com cloroquina. Então, deixe que quem for contaminado decida se quer ou não, o tratamento.""";;
6452,@g1,@EduardoMendes07 @eduardo76689107 @Jeffers042325 @g1 Fazem você crer que é um remédio avassalador que pode matar sua mãezinha mas na verdade a maior chance é ele vir a salvar sua mãe caso ela pegue corona.  O remédio não é do Bolsonaro ele existe a caralhos 70 anos e era vendido sem receita agora do nada passou a ser veneno pqp;;
"6456,@g1,""@g1 Ave Maria, já não basta o corona?""";;
"6484,@g1,""@g1 Dos mesmos criadores do coronavírus ou Peste Chinesa...vai ter sim Cloroquina e se reclamar o PRESIDENTE Bolsonaro bota direto na cerveja e no wisque...,ğŸ˜""";;
"6493,@g1,""@g1 O que me importa se Ele tá ou não com corona....o que importa é que a  população não morra com essa doença, larguem a vida desse senhor e cuidem da população que está morrendo, pelo amor de Deus .... pqp!!!!!""";;
6503,@g1,@g1 A PM mata mais pobre que o coronavírus.;;
"6531,@g1,""@g1 o filho do presidente postou hoje que o brasil está 500 dias sem corrupção. O mais importante pro gov nesse momento não são as mortes e nem o avanço do coronavírus, mas sim os dias sem corrupção... https://t.co/tmoKA4djH0""";;
6534,@g1,@g1 Se tirar Bolsonaro e o coronavírus do #g1 #JornalNacional e #majucoutinho. Só vai ficar o Boa noite #BolsonaroMaisForteDoQueNunca;;
"6547,@g1,""@g1 O bao pra combater o corona não é nada disso.";;
"Beba cachaça..muita cachaça...de preferência cachaça mineira""";;
"6582,@g1,""@g1 Só tem corona quem faz exame né @RomeuZema ???????";;
"INFERNO DE DESORGANIZAÇÃO ESSA PORRA DESSE ESTADO""";;
6609,@g1,@g1 E cabe ao corona nós livrar desse genocida asqueroso. https://t.co/JPI2rtHTgl;;
"6616,@g1,""@TenHenrique @g1 Verdade pra caralho";;
"Eu era o Corona""";;
6618,@g1,@christopherfgon @g1 Tú és Corona Lovers!;;
"6625,@g1,""@dat_bf @FranklinCR10 @rafaelportillo @pablomagaton @g1 Ok, mas hoje nada pode garantir a sobrevivência, eu conheço pessoas que pegaram o corona  foi tratado com   esse remédio é melhorou... claro que não foram casos  graves mas é uma solução temporária! ";;
"Se vc pegar  o covid   vc negativa o tratamento com a possibilidade de melhora?""";;
6637,@g1,@g1 É que a China é a referência em relação ao combate ao CORONA.. Porra né Globo.;;
"6669,@g1,""@hxmmelo @Alessandro30 @peterjordan100 @g1 Ciência do mundo inteiro é seletiva contra o Bolsonaro? Nao tem sentido.";;
"Medicos do mundo inteiro mostrando comprovações que o remédio não está sendo eficaz, mas uma reportagem postada por um cara que fez um vídeo falando """"corona é o caralho"""" ta certa?""";;
6683,@g1,@stellamds @AndreiaSadi @g1 Mas não é para esse fim né? A não ser que o coronavírus seja uma nova malária. Já é sabido que não serve para combater.;;
"6696,@g1,""@JapaDoB0ls0 @peterjordan100 @g1 Ã s vezes fico me perguntando,,,, o que leva uma pessoa apoiar o Bolsonaro que é pior que o coronavírus.....""";;
"6705,@g1,""@alinnecarolainy @rmgalaxyjk @cledcrist2 @g1 @BTS_twt Kkkkkk... Música ruim se propaga mais rápido que o coronavírus... Anitta, Luiza Sonza, Pablo Vitar... BTs e companhia k pop... da num pacote de lixo só...""";;
6736,@g1,@g1 Inimiga da vida é a decisão política de não criar protocolos dando aos médicos e pacientes a possibilidade de se mesdicarem com o único remédio disponível que se mostrou eficiente para combater o coronavírus.;;
6745,@g1,@g1 O cara era contra o uso da cloroquina pra tratar corona ... Já vai tarde https://t.co/mSAPvp9fN7;;
"6749,@g1,""@Ana_leaobianca @g1 Sim Bianca, antes do coronavírus surgir qualquer pessoa que morria no Brasil era noticiado vc não lembra? Agora só com coronavírus que eles falam não é? Sua burra do caralho""";;
"6757,@g1,""@g1 Ninguém aguenta o surto psicótico contínuo do Capitão Corona, o Calígula tupiniquim.""";;
6795,@g1,@AndreiaSadi @g1 Qual a tara na cloroquina? Acordo com a empresa que fabrica? Mundo inteiro falando que não serve pra coronavírus.;;
"6806,@g1,""@ad_limaa @ODEIOCOMUNISMO @Z1FLPs @cohibachurchill @JapaDoB0ls0 @peterjordan100 @g1 e sai das minhas mentions que eu não vou fazer esse favor de explicar pra burro o motivo do mundo inteiro estar se isolando, a única coisa que você precisava fazer era pesquisar. não quer? então se ferra sozinho com o corona.""";;
"6809,@g1,""@ad_limaa @ODEIOCOMUNISMO @Z1FLPs @cohibachurchill @JapaDoB0ls0 @peterjordan100 @g1 put* que pariu, censurar????????? """"governante nenhum tem que mandar"""" ";;
;;
"a vai ser burro la na esquina, aproveita e pega o corona""";;
6817,@g1,@g1 O corona vendo a situação da saúde no Brasil! https://t.co/Duff1dxCz9;;
6819,@g1,@g1 Provou a ineficácia do Corona 17.;;
"6820,@g1,""@ODEIOCOMUNISMO @Z1FLPs @ad_limaa @cohibachurchill @JapaDoB0ls0 @peterjordan100 @g1 vai curtir o corona então, vai ver seus familiares morrerem então caralho";;
;;
"burrice da porra""";;
"6830,@g1,""@g1 Sonho de qualquer pessoa uma vacina contra o corona, fé no pai que ela sai, amém""";;
"6834,@g1,""@Bruno87878284 @temporariedades @peterjordan100 @g1 Sim";;
&gt;Uso do remédio com risco dos efeitos colaterais.;
&gt;Se manter com o corona que pode levar a morte.;
Os pacientes tão usando o remédio,são aqueles em estado grave.;;
"Se tu não quer usar,assina um termo que o governo não te dá o remédio.ğŸ‘ğŸ½""";;
"6842,@g1,""@g1 @Feleu_ Com a cidade menos barulhenta e menos poluida, a natureza volta.";;
"Somos o Corona do mundo.""";;
6855,@g1,@g1 é agora que o bozo coloca o coronavírus como novo ministro da saude;;
"6867,@g1,""@g1 Mentira! Duas amigas minhas contrairam o corona, inclusive uma era alto risco, tinha acabado de fazer transplante de medula e estava internada a outra chegou a ser entubada, e ambas tomaram a hidroxicloroquina+azitromicina e ambas estão muito bem.""";;
6868,@g1,@g1 Meu Deus coitados já não basta a coronavírus;;
6891,@g1,@g1 Estudo dos culpados pelo corona;;
6904,@g1,@g1 Old que o DF vai virar o novo foco do corona;;
"6908,@g1,""@deltapi84 @g1 Vai se puder #GloboLixo Que credibilidade essa porra desse país (ChinağŸ‡¨ğŸ‡³) tem para falar sobre combate Ã  coronavírus, se foi esse mesmo país que disseminou essa praga no mundo!!! @ğŸ¤¬ğŸ¤¬ğŸ¤¬ğŸ¤¬ğŸ¤¬ğŸ‘ŠğŸ½ğŸ‘ŠğŸ½ğŸ‘ŠğŸ½ğŸ‘ŠğŸ½""";;
"6912,@g1,""@g1 Lembrando para os que não abriram a matéria, isso não se trata de Vacina. É pra saber se a pessoa já pegou o Corona.""";;
"6915,@g1,""@g1 A China não tem mais nada a declarar manda esses chineses do capeta pro inferno que é o lugar deles, esses chineses malditos inventam esse coronavírus e agora vem com essa.""";;
6921,@g1,@g1 Esse governo vai acabar com a população antes do coronavírus;;
"6922,@g1,""@Paulo7971 @marcioscruz @eufhorica @g1 Jovem, como política particular, vc pode tomar chá de bosta seca, porém, como política pública, que é a discussão  não pode usar, infelizmente, pois é """" gambiarra"""". Médicos seguem bulas e na bula da HC não tem corona, usa se, assim como  , azitromicina, anita, Perla, Ludmila...""";;
"6936,@g1,""@g1 A cada 10 pessoas desacreditada do Corona, 10 morrem, vingativa ne?""";;
"6939,@g1,""@glayssondaniel1 @g1 Consultou os melhores médicos do país, que são unânimes. Dr. David Uip , secretário do núcleo do Doria sobre covid , pegou corona e tomou. DR.Kalil, médico de LuLa, seu chefe, tomou tb. Você não toma tá. E acredite em quem espalhou.""";;
"6948,@g1,""@JamesMaciel13 @g1 Nem precisa, vou torcer pro corona levar.""";;
"6972,@g1,""@g1 Enquanto isso o capitão Corona despreza os mortos, fabrica crises, receita remédio ineficaz e agora quer trocar, em plena subida da curva do coronavírus, o ministro da Saúde, que como médico não avalia a cloroquina. Isto é comportamento de um ser humano? #ImpeachmentDoBolsonaro""";;
6988,@g1,@g1 A mulher é o povo. O pneu é o coronavírus. O ponto de ônibus é o presidente.;;
"6998,@g1,""@g1 A maioria dos que estão morrendo são os mesmos que andavam sem míscara falando que o corona era besteira e depois os familiares vão na tv dizer pra acreditar que o vírus é verdade.";;
"Não preciso de depoimento pra saber que se morre se não se prevenir.""";;
"7014,@g1,""@g1 O sol não esperava o corona... tss tss, paste seu capim, bocó.""";;
7017,@g1,@g1 Depois desse Corona eu passei a desacreditar muuuuito nessas previsões;;
7019,@g1,@g1 Agora ele acredita no corona? ğŸŒ;;
"7022,@g1,""@g1 O prosaico e apócrifo guru, que diz orientar a trupe do Planalto, que se vende também por astrólogo, devia também se manifestar. Cadê ele? Sumiu. Ou será que  o Corona o levou?! Kkkkk""";;
7038,@g1,@g1 Mais 2 pra conta do corona;;
7044,@g1,@g1 Não lembro do @XadrezVerbal @YoMatiasPinto  ter falado como Dubai está lidando com o coronavírus;;
"7053,@g1,""@g1 Primeiro Pyong Lee.";;
Depois Corona.;;
Agora isso aí­!;;
;;
"Paaaara que eu quero desceeeeerrr!!!! ğŸ˜©""";;
"7054,@g1,""@g1 Ponto pra vcs, torcedores do Corona!!!""";;
7064,@g1,@Stefanny305 @g1 eu acho que ele tá com corona mas tá se fazendo de sonso;;
"7068,@g1,""@g1 G1. Baita credibilidade. Daqui a pouco aparecem os mandantes, se não apagarem o vagabundo e disserem que foi o Corona...";;
Segura um pouquinho aí­ que já vai aparecer. ;;
"A pressa de engavetar o caso é grande. ğŸ˜ğŸ˜ğŸ˜‚ğŸ¤£""";;
7069,@g1,@g1 Se tirar o Bolsonaro e o Corona a globo vai Ã  falência pq não vai ter mais notícia.;;
"7114,@g1,""@g1 E ele diz que o ano Seria leve sem o Corona? Bolsonaro ainda no poder, senhor Bidu... se ele saísse do poder até com corona o ano seria mais leve...""";;
7118,@g1,@g1 O corona não brinca em serviço! ğŸ˜‰;;
7127,@g1,@RedeGlobo @g1 Estive conversando com alguns amigos e esta bem claro entre todos eles os ataques do @jornalnacional ao presidente. Este jornal ja fez historia mas hoje virou ativista e fofoqueiro. Ninguem mais da credito. Virou a chamada por todos FUNERARIA DO CORONA.;;
7141,@g1,@SelvagemFogo @g1 Principal reforço do time do coronavírus https://t.co/117aJsB1GF;;
"7148,@g1,""@g1 O corona ta matando quem ta desafiando ele. Uns dias atras matou a empresária de 93 anos que pregava contra o isolamento na internet, ontem matou a mae de uma mulher que rbm nao acreditava no virus, pegou o prefeito de caxias....""";;
"7149,@g1,""@artetipopg @g1 Mds o mundo acabando,mais de 13 mil pessoas morrendo,o sistema da saúde quebrando,idosos sofrendo dentro de um hospital por conta do corona,médicos pedindo afastamento pelo simples fato de ter q decidir quem vive e quem morre. aí­ me vem um cara desses é diz q corona é mentira""";;
"7155,@g1,""@g1 E cantando... ğŸ¼ Ducha Corona, um banho de água fria na cabeça da nossa gente...""";;
"7163,@g1,""@warleyg79554914 @g1 Que ainda bem que não depende tanto do governo federal, se não ia tá tendo coronavírus Ã  milanesa""";;
"7185,@g1,""@g1 Pronto, assunto encerrado, assim como Marielle. ";;
"Agora volta a atenção pras medidas de contenção do corona.""";;
"7186,@g1,""@rod_argolo @g1 corona na saúde pública ! Tudo que vc falou eu conccordo e conheço a realidade ! MAS O QUE EIZ NA MANCHETE DO QUE ESTAMOS DEBATENDO NAO ESTA ACONTECENDO !!! ";;
;;
"AINDA NAO ESTA ACONTECENDO... mas pode vir a acontecer !""";;
"7187,@g1,""@AdivanirB @NajaSamira @JOCSJ @LuizCBrito1 @g1 @AndreiaSadi Não tem comparação os surtos q já tivemos por aq com o corona, estamos c quase mil mortos por dia. As doenças transmitidas por parasitas têm uma forma clara de combate, a h1n1 já tem vacina, contra o corona N tem nada definido ainda além do isolamento""";;
7204,@g1,@g1 @jairbolsonaro Legislando em causa própria capitão corona?;;
"7212,@g1,""@ana_groria @Lucasbarros021 @g1 É pq na rua n tem corona né? Passar pelas pessoas, botar a mão em lugares públicos. Não existe botar em lugares fechados e quando sair tirar, n adianta nada, melhor ficar sem kkkk""";;
7230,@g1,@g1 Negócio é tomar uma corona e ficar tonto esperando a PANDEMIA passar e assistir Netflix e passar álcool gellllllll;;
"7231,@g1,""@AdrianoPrust4 @g1 Quem tá se guiando por Emoções baratas é você, Que tá querendo  acretidar que sua tia morreu por corona e tenta relativizar com o fato dela já ser doente""";;
7233,@g1,@g1 Pro coronavírus o ano tá uma maravilha.  Até o governo do Brasil tá  dando a maior força.;;
7248,@g1,@g1 O corona TB .;;
7262,@g1,@g1 Tá usando mascarazinha físico de atreta e negador do corona vairus?;;
"7264,@g1,""@g1 A guerra dele não é contra o corona, mas sim contra o pobre""";;
"7266,@g1,""@g1 E o coelhinho da Píscoa, já passou, né? Ainda bem que tem Papai Noel, se escapar do corona.""";;
7306,@g1,@g1 Mais uma pra conta do coronavírus pode apostar;;
"7326,@g1,""@danielwirti @bondedomicao @VermelhoColorad @JornalATK @g1 @BotSentinel De novo: chama a Grobo pq essa eles perderam.";;
"Estavam muito ocupados querendo provar que ele tava com corona na esperança de tirar ele da presidência https://t.co/Vk1X6I5HYX""";;
"7327,@g1,""@g1 Pelo menos o pneu nao estourou, ela morreu e os médicos colocaram Corona no atestado de obito dela!""";;
7334,@g1,@g1 Depois de assaltantes e coronavírus temos outro inimigo nas ruas: os pneus...;;
"7345,@g1,""@g1 Sabe o que previu uma nova pandemia? A ciência. Faz tempo que vinham falando sobre isso, aconteceu Ebola, H1N1, corona agora e não estamos livres de outras. Astrologia é crendice e estamos em 2020. Fantasia, só ficcional. O Iluminismo já tem mais de 3 séculos. Chega, né?""";;
7363,@g1,@g1 Avisa que a Gaga vai exterminar o coronavírus;;
"7381,@g1,""@joao_otavio15 @AfonsoRaimundo7 @g1 E QUEM EM SANTO CRISTO, MINIMIZOU ROUBO? """" PELO MENOS ESTÃO TENTANDO FAZER ALGUMA COISA RELACIONADO AO AVANÇO DO CORONA"""". Devo seguir o PR q dez descaso cm vítimas e pediu manifestações até antes??????? Ta feio em bot.""";;
"7397,@g1,""@Quemevcamigo @g1 Exemplo: Bolsonaro permitiu que as academias funcionassem.";;
"Luana, vai na academia e contrai o coronavirus. Já é difícil por si só a comprovação da culpa dele aq. Mas continuando, ela pega o corona, não possui sintomas, e passa pra sua avó, que vai a óbito. Entende a gravidade?""";;
"7415,@g1,""@_ailtoncardoso @willoferreira @g1 sim, gado por não concordar com você kkkkkkk eu nem defendo ele só estou constatando o fato. Se ele nao tivesse desmerecido o corona ngm ia estar se fudendo pra se ele tem ou não""";;
7416,@g1,@g1 Mas não era obrigação ele saber do corona?;;
"7417,@g1,""@AdriFelin @g1 Os exames de corona do Bozo que deram negativo, vc acredita neles?""";;
"7422,@g1,""@Quemevcamigo @g1 E, obviamente, MTS pessoas irão pegar o corona e morrer pelas medidas que Bolsonaro fez. Infelizmente o nexo é distante como for, mas e o lógico. Se ele não fizesse tudo isso, ele nem teria feito essa medida.""";;
"7423,@g1,""@bracetrive @renato_biao @gabriel552422 @jaopedr1m @g1 Bolsonaro caga pra todo mundo pessoas morrendo por conta do corona e ele andando de lancha, mas faze oq né ele é messias mas n faz milagre...""";;
"7435,@g1,""@g1 daqui a pouco chegam os fiscais de inquérito dizendo que tá tudo errado e que a facada do adélio foi tudo um plano chines junto com o PT pra matar o bolsonaro e implantar uma ditadura comunista no país, como nao deu certo a china liberou o coronavírus pro mundo inteiro""";;
"7441,@g1,""@g1 daqui a pouco chegam os fiscais de inquérito dizendo que tá tudo errado e que a facada do adélio foi tudo um plano chines junto com o PT pra matar o bolsonaro e implantar uma ditadura comunista no país, como nao deu certo a china liberou o coronavírus pro mundo inteiro""";;
