,usuario,texto;;
"5295,@SF_Moro,""@GeorgMarques @SF_Moro @RodrigoMaia Daqui a pouco um fanático desse pega uma arma entra num hospital, e tá feita cagada, em sua luta imaginaria contra os profissionais da saúde comunistas que querem derrubar o Messias com a mentira do coronavírus...""";;
"5308,@SF_Moro,""@Andres10411 @SF_Moro COM CERTEZA NO.MORO, ele.n entregou 3 exames falsos de corona, igual ao Sr.Presidente""";;
"5322,@SF_Moro,""@CarlosBolsonaro @SF_Moro Moro sempre usou máscara,resolveu tirar agora em tempos de coronavírus,ele odeia Bolsonaro fortemente,e sempre teve desprezo por seu chefe,agora podemos ver a postura dele apoiando os vagabundos q sempre tentaram derrubar o presidente,o povo não perdoará,biografia vai a lixeira""";;
5333,@SF_Moro,@MarizMarcella @knalquestionese @SF_Moro Nao explana mesmo.. ate agora nao se ligou que o brazil pode morre com o Coronavirus.. por mim ja pode da vaga para outro presidente pensar na saudade em primeiro lugarğŸ‘ğŸ»;;
5350,@SF_Moro,@SF_Moro DORIA LIGOU PRO DOUTOR PULAR FORA IGUAL LIGOU PARA O GUEDES?E O DOUTOR LIGOU TAMBÉM PARA O MARINHO PULAR FORA DOUTOR?ESTÃ TAMBÉM DENTRO DOS NEGóCIOS DA LIDE DO CORONA-DóRIA DOUTOR?O QUE MAIS O DOUTOR QUER QUE SEJAM ESCLARECIDOS?A REDE DE ESPIONAGEM QUE ESTÃ DENTRO DELA?É FORCA.;;
"5408,@SF_Moro,""@fredback @christopherfgon @SF_Moro E não vai sobrar muitos, depois de tantas manifestações sem cuidado nenhum, corona vem nervoso.""";;
"5477,@SF_Moro,""@ShaulinhoPalom @GeorgMarques @SF_Moro @RodrigoMaia O corona vai parar em algum momento essas pessoas! Infelizmente ele é real, nós sabemos e muitos deles já estão sentindo na pele! Mantemos a calma, pq não temos o que esperar dos nossos representantes! #fiquebem #FiqueEmCasa""";;
5500,@SF_Moro,@alfcastrorj @SF_Moro Só faltava isso né quantos morrem lá no morro todos os dias de câncer de dengue só o corona ? kkkkkk;;
5512,@SF_Moro,@GeorgMarques @SF_Moro @RodrigoMaia Corona atacaaaarrrr!!!!!;;
"5527,@SF_Moro,""@SF_Moro Antes de Cristo, o modelo político em Três Poderes já caracterizava o Estado Democrático de Direito. Onde cada poder tem seus Limites e Princípios de Atuação. #eleicoes2020 #transparencia #coronavirus #covid19 @camaradeputados @SenadoFederal @Bot_Corona_V""";;
5544,@SF_Moro,@GeorgMarques @SF_Moro @RodrigoMaia o cidaDÁo de bem á uma praga pior que o corona;;
"5591,@SF_Moro,""@DjalmaPinheiro6 @DouglasVital16 @SF_Moro Nenhum paí­s desenvolvido está usando hidroxicloroquina para tratar coronavírus, a Suécia inclusive proibiu. Já foi comprovado que o uso é indiferente.""";;
"5681,@SF_Moro,""@SF_Moro O corona chegou no Brasil em janeiro, Bolsonaro decretou calamidade dia 3 de fevereiro, mesmo assim os governadores insistiram em realizar o carnaval, resultado: os estados com maior tradição de carnaval são exatamente os que têm a maioria dos mortos, cobrem dos governadores""";;
5685,@SF_Moro,@SF_Moro Hj... O que é lei pra vc? Ditador encubado. Nunca moveu um dedo para proteger o cidaDÁo nesse período de corona. Justiça pra vc está apenas no centro do seu umbigo.;;
5708,@SF_Moro,@SF_Moro Será que estão dando a verdade ou estão inventando. Porém em minha cidade 2 pessoa foi com quadro de gripe e foi atestado coronavírus. Teve que pagar um médico particular para dizer o contrário e hoje estão curado com antibiótico era um princípio de pneumonia.;;
"5735,@SF_Moro,""@jucicarlaleite @EdGaarcia @SF_Moro O Brasil ta cheio de especialistas golpe de 2016 com coronavírus e  mais a bactéria governa vai ser carnificina geral espero eu e minha família não esteja nesses números.";;
Pátria amada Brasil o caralho bandeira brasileira enfia no rabo. desse povo idolatra.;;
"Minha pátria é Deus.""";;
"5737,@SF_Moro,""@bielconn @SF_Moro Existia 3 vírus no Brasil, um chamava Corona Lula, que os brasileiros cansaram da safadeza e mandou em bora. Hoje ficou o coronavírus e o Corona Bozo.""";;
"5790,@SF_Moro,""@SF_Moro ğŸ¥€ VOCÓ TAMBÉM MENTE SOBRE OS NÓMEROS? O POVO SABE QUE TODAS AS MORTES SÃO COOPTADAS PARA O CORONAVÍRUS...SE VOCÓ TIVESSE VERGONHA, SaíA DO TWITTER!""";;
"5869,@SF_Moro,""@joicehasselmann @jairbolsonaro Disse tudo!";;
"Fez dos votos que o elegeram um tapete... o coronavírus revelou um outro, @jairbolsonaro E meu ídolo @SF_Moro acabou de vez com a festinha que ele queria fazer ás custas dele. Ou seja, Bolsonaro não está nem aí­ para o que é correto e justo. É um energúmeno.""";;
5872,@SF_Moro,@pauloteixeira13 @SF_Moro @jairbolsonaro E nas outras 400 mil mortes no mundo de Corona tem sangue de quem ?;;
5921,@SF_Moro,@pauloteixeira13 @HermesBezerra1 @SF_Moro @jairbolsonaro Quem levou ao caos foi o coronavírus imbecil;;
"5954,@SF_Moro,""@DepNilsonPinto @SF_Moro @jairbolsonaro Nós estudantes queremos a redução do valor da mensalidade em pelo menos 30%, em virtude da enorme redução dos rendimentos auferidos em virtude da pandemia do coronavírus.""";;
5983,@SF_Moro,@SF_Moro Vossa senhoria deveria cuidar de deixar a vaidade de lado e ter cuidado da defesa do Brasil e não deixar o corona chegar aqui.;;
5993,@SF_Moro,Será que o @SF_Moro vai nos atualizar hoje sobre os números do corona?;;
6010,@SF_Moro,@locadelosmichi @jairbolsonaro @SF_Moro @lhmandetta Com a gente no ministerio não fica um corona pra contar história;;
6121,@SF_Moro,@pauloteixeira13 @SF_Moro @jairbolsonaro Capitão Corona e Ex Capanga de Miliciano.;;
6150,@SF_Moro,@SF_Moro q seu tesao em combater o corona seja igual ao seu tesao p prender lula;;
"6259,@SF_Moro,""@SF_Moro Você sabe que esses números são fictícios. Todos os óbitos são jogados no corona, as pessoas humildes não tem advogados. Vc é o culpado da instabilidade que está o Brasil. Agora boca fechada e desprezo do povo.""";;
6294,@SF_Moro,@SF_Moro Será aqui em natal RN essa semana morreu uns 8 de assalto foi a coronavírus criou pernas e braços e cabeça kkkk palhaçada;;
"6296,@SF_Moro,""@SF_Moro Nem isso vc investigou, varias pessoas q morreram ate de acidente  foram diagnosticados como corona, vc alem de traidor é ruim de serviço""";;
"6314,@SF_Moro,""@SF_Moro Considerando que a,metade destas morte não foi por Coronavirus,se vê que o isolamento ditador não está funcionando.""";;
"6341,@SF_Moro,""@SF_Moro Vai dizer q se preocupa, sempre o Brasil viveu discaso na saúde, agora por causa do corona pedem soluções até o senhor se usufluindo do caso q aflige o mundo.""";;
"6361,@SF_Moro,""@SF_Moro A pessoa subordinada, hierarquicamente a outra, não se despoja da sua dignidade, respeito, consideração, nem do tratamento ético e honrado. Autoridade não se confunde com arbítrio.  A ignorância a fatos que tais, é tão nociva quanto o Coronavirus e está jogando o Pais no abismo!""";;
6372,@SF_Moro,@SrMitico7 @ClaudeLuca_ @yurisimplicio @SF_Moro Então se pegar o Corona não tome!;;
"6373,@SF_Moro,""@SF_Moro Aumentou mesmo morre de batida de moto e coronavírus, bandido morre em a salto e coronavírus, morre de infarto e coronavírus, ex marido matou mulher e coronavírus, se eu morrer hj e coronavírus...""";;
6379,@SF_Moro,@SF_Moro O problema é separar os q foram de corona não é sir mouro;;
6409,@SF_Moro,@LemosRogerio4 @wolflucvs @SF_Moro É essa imagem que o corona adora kkkkkk;;
6420,@SF_Moro,@SF_Moro #MoroTraidorDaPatria #MoroIscariotes #CalabocaMoro vc é pior do que Corona... Tentando afundar o paí­s em um período de pandemia. Vc estragou sua Biografia.;;
"6421,@SF_Moro,""@ClaudeLuca_ @yurisimplicio @SF_Moro Os efeitos colaterais da cloroquina, é segueira, amputação cárdio vasculares, e fora que não tem nenhuma estudo cientÃ­fico que comprava que combate o Corona, então vai ajudar mt mesmo.""";;
6425,@SF_Moro,@SF_Moro Você é parte do problema que ajuda a disseminar o corona.;;
6427,@SF_Moro,@SF_Moro Traíra pega corona?;;
6469,@SF_Moro,@SF_Moro Tomara q vc pegue o Corona e não tenha direito de defesa plena.;;
"6473,@SF_Moro,""@SF_Moro Vc é o pior tipo de vírus que uma nação pode ter, o vírus da traição, da perfidia, da mentira, felizmente nos livramos de sua peçonha.";;
O Corona é bobagem perto de vc.;;
#JairTemRazao ;;
#JairCadaDiaMaisForte ;;
"#Bolsonaro""";;
6527,@SF_Moro,@SF_Moro Essa conversa não vai mudar todas as mortes no Brasil vai pra conta do Corona. Já deu pra perceber que você é daqueles que quanto pior melhor.;;
6539,@SF_Moro,@DanFernandesOMG @SF_Moro Foram pegar corona kkkkk . Esse povo é muito burro mesmo .;;
"6563,@SF_Moro,""@morenoant1 @Marcelosps65 @Raksagab @Josefer70649021 @SF_Moro Falso. Poucos testes, mtd morrem sem se poder dizer que foi de corona pk vcs não tem testes. Try again""";;
"6567,@SF_Moro,""@SF_Moro Deixou de ser MJ pra ser comentarista de corona no twitter. Que decadência. Meus pêsames sr MOROSO.";;
"#FechadoComBolsonaro https://t.co/5OOE1fJ00Q""";;
6571,@SF_Moro,@SF_Moro E o Senhor que poderia ter contribuído com esta crise do coronavírus só fez contribuir para que uma crise política afetasse ainda mais a crise do Corona. Lamentável @SF_Moro;;
6572,@SF_Moro,@SF_Moro E o Senhor que poderia ter contribuído com esta crise do coronavírus só fez contribuir para que uma crise política afetasse ainda mais a crise do Corona. Lamentável @SF_Moro;;
"6593,@SF_Moro,""@SF_Moro Por favor, vc pode nos informar os números das demais causas? Precisamos saber o comportamento da causa morte de outros eventos. Vir aqui noticiar morte do coronavírus é fácil.""";;
6594,@SF_Moro,@SF_Moro Morrendo de que sempre tivemos números de morte no Brasil assassinatos acidente bala perdida bala certeira morre uma mulher por minuto vítima de ex companheiros etc criminosos solto matando e estuprando e vcs está preocupados com coronavírus morrem de câncer infarto derrame;;
"6596,@SF_Moro,""@mauralucia45 @OLulaEstaPreso @SF_Moro Eu conheço, tenho um primo morto por corona e uma amiga na UTI, agradeça por não ter amigos ou parentes nesse estado e repense seus conceitos.""";;
"6615,@SF_Moro,""@SF_Moro Deixe  de ser DEMAGOGO, sabemos  muito  bem que  TECNOCRATAS  E POLÃTICOS jamais  resolverão esta  crise! Sem LIBERDADE , DIREITOS  E COM FUCINHEIRA o corona  não  será  menos  LETAL! ";;
"#hidroxicloroquina""";;
"6629,@SF_Moro,""@SF_Moro Moronga vc é uma piada, desde quando não morre gente no Brasil? Claro está vivo uma hora morre, interessante que agora todas outras mortes é coronavírus me poupe!!! https://t.co/fhpTJFIkHP""";;
"6631,@SF_Moro,""@SF_Moro Deixe d ser falso Moro, nos  hospitais sempre morreu gente nas filas sem remédio, sem médico, sem aparelho e vc nunca se pronunciou, agora me vem falar de morte de corona! ";;
Ahhh pensa q o brasileiro é burro?;;
Já  quer ganhar voto, é?;;
"#SomosTodosBolsonaro""";;
6652,@SF_Moro,@SF_Moro Existem vítimas do coronavírus e vítimas de facada nas costas.;;
"6661,@SF_Moro,""@SF_Moro #Brasil, um Pais sem ministro da Saúde, com um número reduzido de testes e um número excessivo de mortes, parabéns Moro por ter ajudado a eleger Bolsonaro ...";;
;;
"Quando um familiar seu for atingido pelo #coronavirus Corona, não esqueça isso https://t.co/YqZ8KVvStx""";;
"6667,@SF_Moro,""@LuizctbaII @AecioTelles @SF_Moro Mostra desvio d dinheiro da parte do presidente, basta pesquisar q em poucos minutos verás q esta crise do Coronavirus criada pelos governadores, foi para desviar dinheiro, porq a torneira do toma-lá da-cá acabou. ";;
"Estado de calamidade, não precisa licitação.""";;
"6670,@SF_Moro,""@SF_Moro Eu pelo contrário, havia passado Natal,ano novo,aniversário, festa junina, exceto dias das mães, por ironia do destino, veio o coronavírus, com isso não pude voltar.""";;
6675,@SF_Moro,@SF_Moro Mais em plena pandemia também deixou de ser ministro ğŸ™„ quem e vc pra  falarğŸ§ e também não morrer só coronavírus tem outras mortes no meio  isso? A mídia que terrorizou o povo! Tem muita coisas por traz dessa pandemia? E muitos labrao também ğŸ¤®;;
"6687,@SF_Moro,""@SF_Moro Realmente temos que nos cuidar . Não só desta doença que o Coronavirus mais tb de um Presidente que não sabe liderar o seu povo , enfim é um maluco no pedaço.""";;
"6692,@SF_Moro,""@SF_Moro Eu tinha uma admiração pela sua pessoa Moro, mais esta as suas atitudes com relação a #GloboLixo me decepcionou muito.";;
"As vidas estão sendo dizimadas e nós sabemos que não é só por causa do coronavírus, muitas manipulação nos resultados.""";;
"6703,@SF_Moro,""Eu sou de direita. É apoio a CLOROQUINA no tratamento do CORONA. Mas estou muito decepcionada com @jairbolsonaro .";;
"O q foi feito com @SF_Moro foi uma covardia. Mas como PR. SOU CONTRA O PT, COMUNISMO, A IMPRENSA MILITANTE COMUNISTA PRINCIPALMENTE A @RedeGlobo .""";;
"6719,@SF_Moro,""@SF_Moro Uma pergunta? Só morre pessoas de Corona?ex juÃ­z e ex ministro, quando seu amigo Dória mandou colocar as mortes na conta do COVID o Sr fez o que?Olha me decepcionei e continuo me decepcionando com a sua pessoa,o juiz era outra pessoa,já o Moro .....""";;
"6730,@SF_Moro,""@SF_Moro Post de conotação 100% política. No mesmo período do ano 2019, quando nem se cogitava em coronavírus, a quantidade de mortes no Brasil foi até superior. O Sr. fez o povo desacreditar no seu caráter. Sua conduta foi e está sendo covarde! Sua opinião é inócua.""";;
"6731,@SF_Moro,""@SF_Moro Olha o mais novo repórter da #globolixo se bastasse isso o dia inteiro na mídia agora um ex juiz também resolve ser informante de necrotério ...";;
"É quantos mortos por crimes e outras doenças ?só o corona mata ?.""";;
"6738,@SF_Moro,""@SF_Moro E mais um ministro não aguentou as atrocidades do Capitão Corona.";;
;;
"#ForaBolåonaro""";;
6750,@SF_Moro,@SF_Moro No quadro geral de mortes por doenças respiratórias o nr de casos caiu e somando aos casos de coronavírus bate com a média anual!! Será que não estão manobrando estes números???;;
"6762,@SF_Moro,""@SF_Moro Cuide da tua biografia, para ela não  pegar corona.ğŸ¤£ğŸ¤£ğŸ¤£""";;
6768,@SF_Moro,@SF_Moro Prende o Corona Sr Moro. Ajuda a gente.;;
6782,@SF_Moro,@profpaulamarisa @SF_Moro Falar das pessoas vítimas do corona deixa o gado nervoso.;;
"6789,@SF_Moro,""@Augusto88Campos @bielconn @SF_Moro 70 mil assassinatos no Brasil nós governos anteriores";;
Agora 13 mil mortes inflada por corona onde os Estados onde há maiores Ã­ndices não estão fazendo autopcia nos corpos;;
"#ACulpaEDaChina""";;
6790,@SF_Moro,@SF_Moro se a gente tiver bastante convicção o corona vai embora;;
6792,@SF_Moro,@SF_Moro Número falso! Nem metade dessas mortes foi por corona... assassinos aproveitando para roubar e matar!;;
"6798,@SF_Moro,""@SF_Moro Muito difícil mesmo. Mas acho que vamos ter prêmio Nobel no Brasil, descobrimos a cura do coronavírus, o presidente cientista vai levar o prêmio.""";;
6799,@SF_Moro,@thierrynho0 @SF_Moro moro por favor pare de espalhar o corona ğŸ˜ª;;
"6800,@SF_Moro,""@SF_Moro @LeaDourado7 Para sua informação está morrendo muito mas pessoas de câncer do que de corona, deixe de histeria TRAIRA.""";;
6801,@SF_Moro,@SF_Moro Do corona da pra se prevenir Ã¨ da traição ??;;
6804,@SF_Moro,@SF_Moro oficial ne? pq estamos quase 25 mil se contar o pessoal com #PNEUMONIA q deve ser corona mas não querem contabilizar;;
"6941,@SF_Moro,""@SF_Moro Por favor, precisamos tirar o vírus do poder ele e muito perigoso, principalmente aliando ao coronavírus que um dia será irradicado,esse monstro que se diz presidente só a morte pode derter.""";;
6974,@SF_Moro,@RmcMassa @SF_Moro Estamos de quarentena e continua â€œmorrerâ€ ( tudo coloca corona ) ... pergunta das mortes para o governadores  e prefeitos ğŸ‘ğŸ‘;;
"6984,@SF_Moro,""@Carpeja_ne @Nana32854511 @o_antagonista @SF_Moro @FlavioBolsonaro aí­ papai já é um problema dele, que ele pague pelos erros dele. aí­ é hora de meter o ferro mesmo. Mas agente não sabe né, essa mídia é fdp, agora mesmo vi um post da @folha que diz:  Crise do coronavírus sela transformação do @jdoriajr presidenciável, os cara estão de sacanagem?""";;
7007,@SF_Moro,@AtorNandoAlves @CarlaZambelli38 @jairbolsonaro @SF_Moro Meu pai é pneumo... trabalha 40 anos atendendo tuberculose e nunca pegou. Sabe por quê? Está exposto ao bacilo. Criou resistência. Essa doença corona é mais da classe média do q do pobre. Pq o pobre já tem sua resistência. O q fica escondido fica vulnerável. Isso tem lógica.;;
"7059,@SF_Moro,""@SF_Moro Kkkkk BOA EX MINISTRO ! Porque não acusou o presidente de crime ? Ficou com o botão piscando né !!!";;
"Ontem já tivemos a globo lixo se ridicularizando em dizer que Jair Bolsonaro não tinha pegado corona , e hoje o Mouro aqui choranda as pirangas , kkkkk comédia""";;
7077,@SF_Moro,@joicehasselmann @CarlosBolsonaro @SF_Moro O BRASIL CONSEGUIU CRUZAMENTO GENÉTICO PIOR QUE O CORONAVÍRUS DA CHINA....ARMA LETAL...CRUZAMENTO ENTRE UMA TRaíRA UM SUÃNO E UMA CASCAVEL.... https://t.co/GPW3wnDtYi;;
7085,@SF_Moro,@ayrtonverass @r_heliton @SF_Moro Bebeu muita Corona;;
7232,@SF_Moro,@SF_Moro Ta na hora de vc ficar em casa quetinha...pôde pegar o corona ....;;
"7257,@SF_Moro,""Será, que estavam satiafeito de so acabarem prendendo membros do PT, os demais nâo fazem necessidade aoa interessados @SF_Moro ? Até iria,ou pode ira a lava jato e agora coroquinao,versão lava jato do Coronavirus?@arthurmoledoval @jdoriajr @jairbolsonaro @CarlaZambelli38 https://t.co/twviLYgATo""";;
"7296,@SF_Moro,""@SF_Moro Vc ainda acha que o povo confia em vc? O corona pagando tanta gente boa, e vc perambulando nas redes sociais,vá se aquietá""";;
"7319,@SF_Moro,""@SF_Moro Moro camarada, cai fora! Cuidado com o corona, porque tua mascara caiu""";;
7471,@SF_Moro,@Dexter48089704 @obrigadeiroreal @moura_101 @aguedescartoon @SF_Moro @arthurmoledoval @DaniloGentili @Leitadas_L0en Vai pedir em namoro mesmo? Cuidado com o corona. ğŸ˜;;
7497,@SF_Moro,@rdsdcarvalho @Emerson95902653 @DanielJabuset @FilhoteMamae @SF_Moro É agora td é coronavírus.;;
"7720,@SF_Moro,""@Ledi2ana @SF_Moro Cartão corp superando gastos até mesmo Dilma e temer. Usou mídia para divulgar o gasto de  700 mil  em prol dos exilados pela corona, porém ainda tem 3,2 milhões que não tem explicação.tbm joguei meu voto fora quado votei nele";;
Mais 3,2 milhões não é nada.;;
"Isso ainda é muito pouco""";;
"7746,@SF_Moro,""@SF_Moro Senhor, podia parar de caçar chifre em cabeça de cavalo. Faz de com que esta com corona e fica quietinho. Já esta muito ruim psta o senhor.""";;
"8009,@SF_Moro,""@lhmandetta @SF_Moro  @TeichNelson vale traduzir o link que mandei sobre a interferencia ou soberania dos aconselhadores dos governos mundiais na crise do corona.";;
o respeito e admracao que os ministros da saude e respc. aconselhadores tem... ;;
"https://t.co/wfbKSTndqM""";;
"8012,@SF_Moro,""@SF_Moro @lhmandetta";;
favor traduzir no google os FATOS globais, como os paises estao combatendo corona. e um artigo sobre o perigo do curso do JB na corona-crise.;;
;;
https://t.co/GLKr3Tgdcm;;
;;
https://t.co/lgaBzoSmvP;;
;;
"https://t.co/DpcRVXG6lF""";;
"8025,@SF_Moro,""@BolsonaroSP Ah tá";;
Ela inventou as denúncias do @SF_Moro ;;
O vídeo da reunião;;
O coronavírus;;
"Que mais?""";;
"8132,@SF_Moro,""@FianiMaria @FilhoteMamae @SF_Moro Chora mais vai, tá ficando engraçado !ğŸ˜‚";;
"Até 2026 sua corja fixará cartazes pedindo mais coronavírus,  da China.""";;
8133,@SF_Moro,@SF_Moro Pegou o corona voucher?;;
"8141,@SF_Moro,""@SF_Moro Bolsonaro não está nem ai para o povo brasileiro, fudeu aposentados trabalhadores, e agora com o coronavírus, nenhum presidente do mundo é tão inrresponsavel como ele.""";;
"8168,@SF_Moro,""@SF_Moro Era tudo que você queria não  era? ";;
"Para prejudicar o governo quando a gente pensa que saiu de um vírus maldito que é  o PT vem corona e em seguida sua atitude brusca""";;
8171,@SF_Moro,@SF_Moro oportunista. vaidoso. vigarista. não aguentou o protagonismo do coronavírus e precisava chamar a atenção;;
8209,@SF_Moro,@SF_Moro Moro foi digno não se vendeu ao Capitão Corona Rsrs;;
"8213,@SF_Moro,""@SF_Moro Já não basta esta droga do corona???";;
Sergio, te apoiei incondicionamente qdo votou pela condenação do lula e os demais!!! - pense na outra opção que teríamos o haddad????;;
"Que merda vc esta fazendo??? - o Bolso e seus filhos fala muita merda, fato! - Agora...""";;
"8217,@SF_Moro,""@SF_Moro Arquiva logo essa fofoca, vamos cuidar do combate ao coronavírus que é hiper relevante.""";;
"8219,@SF_Moro,""@elizandrasique1 @taquepariutiu @HeraldoSouza12 @Akafg @raffaelima7 @SF_Moro Concerteza não é só pela coronavírus, tem os Governadores oposição ao Presidente, tomando medidas radicais e ditatoria, e negligências com gastos com empresas fantasmas e equipamentos que não funciona e superfaturado.""";;
"8269,@SF_Moro,""@SF_Moro Moro o paí­s na merda com corona viros, todos contra o governo a esquerda te odeia vc sabe muito bem disso s sr sai do governo de uma forma errada e acusa o governo de interferir como se isso fosse algum agrave ao ponto de sair do governo dessa forma?""";;
8299,@SF_Moro,@SF_Moro Acabou o coronavírus chinês Pronto;;
"8300,@SF_Moro,""@Diego19979680 @SF_Moro Explica aí­ então com sua inteligência, pq o seu mito quer tanto a PF do Rio? Pq seu mito não entrega a porra do exame do corona??? Você é um retardado pra acreditar nesse fdp!!! Gado cego cagao""";;
"8336,@SF_Moro,""@SF_Moro Quantas pessoas morrem por dia no Brasil ,por doenças diversas assassinato fome ninguém declara luto agora estão todos de carona com corona dizendo sentir muito pelas mortes,mentira ninguém sente nada pura força de espresso só sentimos quando é próximos da gente .""";;
"8499,@SF_Moro,""@joicehasselmann @jairbolsonaro """" capitão corona """" falou a verdade, no caso da intervenção da PF.  acho que como autora da biografia de @SF_Moro Vai ter que fazer algumas mudanças. Rs""";;
"8696,@SF_Moro,""@SF_Moro E as vítimas de dengue, malária,febre amarela, tuberculose, homicídio, suicídio entre tantos outros tudo bem né? Contando que não seja de corona pode morrer né?""";;
"8769,@SF_Moro,""@JornalOGlobo @giulianamorrone Fake, acho que nem metade disso morreu de coronavírus . coronavírus é @SF_Moro , @RodrigoMaia, @gilmarmendes, @davialcolumbre , @RedeGlobo, @folha , @UOLNoticias , @VEJA , @CNNBrasil , esses são o vírus que realmente mata.""";;
"8801,@SF_Moro,""@SF_Moro Nunca falou nada, agora é cuidado com o coronavírus, dias das mães. Daqui um dia, moro para presidente. A vá""";;
8994,@SF_Moro,@joicehasselmann @jairbolsonaro @SF_Moro Olá turma do gado o cara que ia levar 300 caminhão está internado na uti com a famosa gripizinha do senhor bozo filho do demo está lá sabe com que doença  coronavírus kkkkkkk cuidado o satanás está começando a mandar vcs pra uti Deus  está no comando a mal não irá vencer;;
"9228,@SF_Moro,""@Llucianealves @SF_Moro Ahahaha ...... e daí­ que ele saiu .. só excelentíssimo presidente , já colocou outro lá, para ajudar a combater o Corona""";;
"9249,@SF_Moro,""@SF_Moro Não sabia que se preocupava com comemorações, assuntos sobre o Brasil, coronavírus. ğŸ¤”ğŸ¤”ğŸ¤”";;
"Deveria ter extenuado isso quando era ministro. ğŸ˜¤ğŸ˜¤ğŸ˜¤""";;
"9251,@SF_Moro,""@susanabra11 @SF_Moro Muito bom dia dileta amiga, eita, o negócio tá pegando fogo, nem o corona conseguiu acalmar a política né, essa chapa Bozo/Molusco é imbatível kkk, eles são antagônicos isso é impossível, o SF Moro pisou na bola, seria presidente em 2026 com certeza, agora desMOROnou,escafedeu-se""";;
"9275,@SF_Moro,""@SF_Moro Esperamos que a força esteja com os verdadeiro guerreiros D'jedas. Você tem razão é uma guerra contra a covid19 , cadê nosso. Comandante em chefe das forças armadas. Se aliou ao corona. É Crime de traição. Qual Será  pena?""";;
9306,@SF_Moro,@Michael_e_Eu @SF_Moro Quando morrer alguém da tua família com corona quero ver tu defende esse genocida.;;
"9325,@SF_Moro,""@SF_Moro Triste mesmo é saber que não tens mais credibilidade pra garantir que esse sentimento que expressa é verdadeiro. Infelizmente pra você o crime de traição não tem remédio adequado como, ainda, o coronavírus. Só tratamento sintomático. Neste caso, o desprezo é que faz efeito.""";;
"9352,@SF_Moro,""@SF_Moro Hipócrita, não seja um PTRALHA hipócrita igual a todos os outros ex, ex ministro. Não some o total de mortos e sim os reais mortos por influencia de Corona, ou tu estudou pra que? Não se morre de nem uma outra doença mais? Então, não seja além de covarde, hipócrita. #MoroTraidor""";;
"9445,@SF_Moro,""@SF_Moro Tais  falando muito, cansei de esperar uma notinha sua aqui sobre corona  e nunca veio, agora vem com esse descursinho? Me poupe ğŸ™„""";;
"9525,@SF_Moro,""@SF_Moro Não são brasileiros ? Não  merecem nossas solidariedades? A única certeza que temos é  que nascemos e que morreremos de corona de câncer ou seja de que desculpa a morte traga. Toda perda merece nosso respeito. Só  quem perde um ente querido sabe a dor que sente ";;
"#MoroX9Traidor""";;
9526,@SF_Moro,@SF_Moro Faça sua parte contra o Covid. Não vá trabalhar. Perca seu emprego. Morra de fome. Só não pegue Corona;;
9531,@SF_Moro,@SF_Moro qual pior vírus o coronavírus ou o outro que vc jogou;;
9532,@SF_Moro,@lua__miguel @SF_Moro E daí­ ? Ele é messias? Faz milagre. Pede pro teu mito. Se Ele for tão sensível com ela como é com as vítimas do coronavírus o negócio tá ruim então.;;
9544,@SF_Moro,@JArajoJ1 @nettoneves @SF_Moro Pelas pesquisas acho q não ele tá abaixo da Marina... e quem perder pra Marina na eleição é melhor morrer de coronavírus;;
"9582,@SF_Moro,""@SF_Moro Será que essa quantidade de mortos foi consequência da COVID-19 mesmo??? Segundo seu próprio depoimento, no Brasil tÃ­nhamos 60 mil mortes/ano, com a sua entrada no MJSP, caí­mos para 48 mil/ano, que corresponde a 4 mil/mês, se temos 2,5 meses de corona, aonde estão os 4 mil/mês???""";;
"9599,@SF_Moro,""@andrefernm @SF_Moro Esse é o discurso de um verdadeiro estadista,  e não de um boçal como o atual presidente e de um deputado puxa saco como vc que acha que o coronavírus é só uma gripezinha.""";;
9608,@SF_Moro,@o_antagonista @wilsonwitzel E agora? O queridinho de 2022 é o @SF_Moro . Como tentar a cadeira do Planalto assim. Vc sabe q não será difícil te desconstruir até lá. Vai de dobradinha com @jdoriajr ? Mas ansioso q a passagem do Corona é o q 2022 nos espera. 1 coisa é certa: Parlamentarismo Não!;;
"9622,@SF_Moro,""@SF_Moro Pois é, nunca se pronunciou a respeito do corona china , agora  virou rotina.""";;
9631,@SF_Moro,@SF_Moro Fique com sua solidariedade pra voce. Quando vc devia ter feito algo NÃO  fez. Os governadores. ROUBANDO AS VERBAS PRA COMBATER O CORONA . COMPRANDO RESPIRADORES QUE NAO FUNCIONAM E AVENTAIS E MEDICAMENTOS NÃO CHEGAM NUNCA. TENHO PENA DAS PESSOAS QUE CONVIVERAM COM VC.;;
"9666,@SF_Moro,""@SF_Moro Engraçado  depois que surgiu O CORONA ,QUE TA MAIS PRA CARONA,NAO MORREU NINGUEM MAIS DE OUTRAS DOENÃ‡AS ATÉ TU BRUTUS!""";;
"9671,@SF_Moro,""@alisson15364975 @erikakokay @SF_Moro Usar a """"liberdade"""" para jogar a população nos braços do coronavírus. Qual a meta de mortos ?""";;
"9675,@SF_Moro,""@SF_Moro Uai o corona só apareceu agora em seu mundo de Narnia? Quando era ministro nenhum pio sobre nada, nem sobre os cerceamentos dos direitos das pessoas, PSOL te espera de braços abertos.""";;
"9677,@SF_Moro,""@magalhaesdavid7 @SF_Moro Putz , corona comeu teu neurônio. ğŸ˜‚ğŸ˜‚ğŸ˜‚""";;
