,usuario,texto;;
12986,@SF_Moro,@SF_Moro Será verdade....ou estão usando o coronavírus para POLITICAGEM e desvio de verbas?????;;
"13113,@SF_Moro,""@thicico @SF_Moro Na moral, vocês que tão dando moral pra política tem tudo sangue nas mãos. Deveriam estar falando do Corona e exigindo coisas pra melhorar a situação da saúde e não de picuinha por política. Pelo amor de Deus aprovem intervenção federal no Amazonas.""";;
"13123,@SF_Moro,""@abisaidonadio @Rheder @SF_Moro Esse milhares de famílias que estão perdendo seus entes por conta da irresponsabilidade do presidente no combate ao coronavírus? Ou a vida deles vale menos? Quem tem q ser acionado é esse governo por incitar que as pessoas saião ás ruas, adoeçam e até percam suas vidas.""";;
"13133,@SF_Moro,""@roger9_roger @itaienseantunes @Elisa63194857 @andrealvesgaby @jon_rig @SF_Moro Isso é verdade, mas o que não compreendo é a hipocrisia total dele agora. Carnaval, Não pode por causa do corona( concordo nao deveria tee acontecido). Mais Ficar na frente do Exército, o do Palácio aglomerado gritando MITO e Fora STF,  pode?";;
"Tá meio incoerente não é?""";;
"13157,@SF_Moro,""@SF_Moro Nem queria saber do corona,deixou muita gente sendo presa sem falar nada,eu ia no seu perfil do Instagram e pedia pra que fosse feito alguma coisa e nem uma resposta dava e agora está se importando? Mete outra""";;
13208,@SF_Moro,@SF_Moro Que tu tem a ver com o Coronavirus?;;
"13294,@SF_Moro,""@SF_Moro Vai crescer mais, pois incluem qualquer morte na estatística do coronavírus. ğŸ™„ğŸ™„""";;
"13302,@SF_Moro,""@MonsieurSeveri1 @ninguem_anyone @SF_Moro Minha sobrinha neta pegou coronavírus e a mãe dela também, se curaram com Dipirona kkkÄ·";;
Isso tudo porque o vírus chinês é letal, uma criança de 12anos e uma mulher de 42anos se curaram com Dipirona pq o exame só saiu depois de 1 mês aí­ já estavam curadas. ;;
"FARSA!""";;
13322,@SF_Moro,@analaur40712102 @Alosampa @LuizaHe86180904 @doutorasmitth @SF_Moro Fica em casa se não o corona pega! ğŸ˜Š https://t.co/URc52VB6zb;;
13323,@SF_Moro,@SF_Moro Desejo que vc pegue um corona mortal;;
13330,@SF_Moro,@SF_Moro Com  fraude  nas contas de mortos não se sabe ao certo números de óbitos  por coronavírus #TodoPoderEmanaDoPovo #FechadosComBolsonaro #TodosPorBolsonaro #BolsonaroTemRazão https://t.co/3eBkAevfEb;;
"13356,@SF_Moro,""@Danisocial2 @MarciaPiana @eduardobilu @SF_Moro Levou a facada e depois fugiu da quarentena com coronavírus, passando para seu povo. Que líder faz isso?""";;
"13362,@SF_Moro,""@christopherfgon @SF_Moro Concordo precisamos de foco , combater o coronavírus é o mais importante nesse momento.""";;
"13377,@SF_Moro,""@G1  @bolsonaro @folha @CNN @SF_Moro ";;
"Vivemos numa Democracia Familiar. O resto é Povo e Corona . É ou não é um golpe?""";;
"13379,@SF_Moro,""@SF_Moro liberdades - Como faltou uma açao do Ministerio da Justiça, para garantir a liberdade nesse tempo de Coronavirus...pessoas presas por estarem sentados na praça ou caminhando...É LIBERDADES Só NO DISCURSO...""";;
13427,@SF_Moro,@bielconn @SF_Moro O problema é se eles matarem ele com covid-19. Falta pouco pra eles terminarem o serviço pra calar ele. Corona ele ja pegou.. vao vendo...;;
"13438,@SF_Moro,""@JoaquinTeixeira @SF_Moro Soltar líder pcc por causa do corona, stf impedindo nomeação exclusiva do presidente.""";;
"13446,@SF_Moro,""@christopherfgon @SF_Moro Faz a conta aí­ não dá 0,002% da nossa população. Aqui em Goiás o hospital de doenças tropicais HDT, está lotado mas não é coronavírus e sim HN1 e DENGUE .... USO POLÃTICO MAIS NADA!!!""";;
"13447,@SF_Moro,""@SF_Moro Por falar em liberdades seu embuste, e quanto as pessoas detidas pela polícia na rua pelo repugnante delito de ir vir? Passou toda a crise do corona com essa sua boca fecal fechada, para depois vir aqui pagar de paladino. Acobou, sua máscara caiu.""";;
"13458,@SF_Moro,""@dantas_rosys @SF_Moro E se vcs soubessem que a esposa tem uma ONG ,e que vende os insumos e os equipamentos médicos p a corona v ....que tal ?????) Judas""";;
13495,@SF_Moro,@SF_Moro tomara que morra todos os inscritos do orochi p ro Coronavirus nessa carlha;;
13516,@SF_Moro,@Ivylla @jaibarboza @taoquei1 @SF_Moro É é vdd 87 oficias estão com coronavírus oficiais e de Cel pra baixo....;;
"13571,@SF_Moro,""@Dalessandrobh1 @madusquela @CaioVaz26 @SF_Moro Eu aqui esperando chegar a hora e ver o TT dela â€œ minha família tá com corona, e eu que passei pra elesğŸ˜¥â€""";;
"13580,@SF_Moro,""@SF_Moro Como vai o Geraldo Alquimi ??";;
"E o seu plano de por ele na presidência deu ruim né Bolsonaro atrapalhou tudo né ? E o Adélio também falhou agora tem que apagar o Adélio antes que ele de com a lÃ­ngua nos dentes aproveita o corona""";;
"13603,@SF_Moro,""@Caetano1979 @jsdeveloper10 @PohCaleb @SilvioMa77 @moura_101 @SF_Moro Guedes ta sem mandar reforma desde o final da previdência, muito antes de corona.""";;
"13640,@SF_Moro,""@Scott75542235 @UOLNoticias @LulaOficial @SF_Moro Não sei se vc acompanha, mas o Brasil antes de coronavírus estava vindo numa crescente em questão a economia e outros, o que seria essa administração?""";;
13712,@SF_Moro,@JosivaManoel @andrefernm @SF_Moro Se informe o STF decidiu que o poder para tratar do corona é exclusivo do governador e prefeito!!!;;
"13723,@SF_Moro,""@lielbemol @InformacaoP @SF_Moro O gordinho relaxa, política não ê lado a ou lado b, é bem mais que isso. É possível sim odiar o PT e Bolsonaro, sabe pq? Ambos não prestam, isso não é ser isentao é ser coerente. Agora faz um regiminho que obesidade é grupo de risco no corona , use máscara""";;
13744,@SF_Moro,@allantercalivre @SF_Moro Fazendo festinha em pleno coronavírus ..se fosse o presidente já iam pedir exames ..ğŸ¤®;;
"13774,@SF_Moro,""Em Brasília ";;
;;
"Carreata em apoio ao coronavírus, armas, @jairbolsonaro @FlavioBolsonaro @BolsonaroSP  @CarlaZambelli38  e centrão  contra o @SF_Moro mas Moro não está sozinho #InMoroWeTrust https://t.co/wjYojAUL19""";;
"13782,@SF_Moro,""@SF_Moro Bom, Que lealdade é maior que a lealdade pelo Brasil ? Isso que me pergunto, Pois se fosse Leal ao Brasil não teria feito o que fez da forma como fez, Agiria com com cautela e prudência, pois bem sabemos que a crise imposta pelo corona já causa grande estrago. e Você QUIS piorar.""";;
"13794,@SF_Moro,""@SF_Moro Mas se você disse que estava preocupado com sua biografia, que é pessoal, e sua lealdade ao Brasil,como fica? Podia ter esperado passar o epicentro da crise do coronavírus para atirar contra o presidente. Fiquei muito decepcionado com sua atitude, do momento e forma que a fez.""";;
"13809,@SF_Moro,""@SF_Moro Todos os dias morrem gente no pais será que é 5 mil de Coronavirus ,?""";;
"13831,@SF_Moro,""@SF_Moro Vc é mais um vírus,trairavirus esse tbm e tão letal quanto o coronavírus.""";;
13832,@SF_Moro,@SF_Moro Será que traíra pega coronavírus.;;
13861,@SF_Moro,@bozzellajr @jairbolsonaro @SF_Moro Rapaz....se ele teve o corona com 65 anos e não sentiu sintomas nenhum já q não se afastou por nenhum instante do trabalho...o veio é um super homem...ou é uma gripezinha né?;;
"13884,@SF_Moro,""@joicehasselmann @SF_Moro Bolsonaro está com a ajuda do coronavírus exterminando o povo brasileiro. Vcs líderes da política não vão fazer nada? Só ficarem se alfinetando nas redes sociais?";;
"#bolsonarohomicida""";;
13887,@SF_Moro,@Biakicis @jairbolsonaro @SF_Moro Toda vez que ele tá tranquilo significa dizer que tem muuuita coisa por trás. Olha ai a â€œgripezinhaâ€ do coronavírus que já matou mais de 4 mil pessoas só no Brasil. Triste realidade!;;
"13889,@SF_Moro,""@SF_Moro OLHA Só COMO É FÃCIL MANIPULAR A OPINIÃO DAS PESSOAS KKK";;
;;
#MOROJUDAS;;
+ BOLSONARO É MESSIAS Q Ã‘ FAZ MILAGRE, PODE TER PEGADO Coronavirus E ESTÃ CURADO SEGUNDO O MESMO .;;
;;
#OREPORBOLSONARO;;
+ O CARA GANHA + DE 50 MIL E MORA NUMA CASA DO TAMANHO DE UM ESTÃDIO ;;
;;
"E O POVO Só SE FODE. https://t.co/YYLLYbs6tQ""";;
"13898,@SF_Moro,""@SF_Moro Achei que a Lealdade do Sr fosse com o povo Brasileiro que agora, terá que lutar contra o corona é contra uma crise desnecessária!""";;
"13900,@SF_Moro,""@SF_Moro Sérgio, vc não está preocupado, nem com corona, nem com o Brasil e nem com a corrupção. Vc não fez nada, na PF.""";;
"13904,@SF_Moro,""@SF_Moro Trabalhou certo ex juiz. Na dúvida grampeou o capitão Corona, afinal já tinha experiência com política no decorrer dos processos que atuou. E políticos é político ,muda a pessoa, muda o partido mas não muda o ato de fazer política. Não seja politico pois ....""";;
"13907,@SF_Moro,""@Marisa35950355 @Baby18304589 @mjmacul_lima @SF_Moro Não... abobado, mal educado, ditador se deixar, tá bem ai se VC, EU morrer de corona. Ele vê sombras. Não tem mídia para chefe de nação. Precisa ser polido. Ele foi é burro perdendo o Moro""";;
13908,@SF_Moro,@fabiomarinhojr @13valber1 @CrfWat @Danisocial2 @eduardobilu @SF_Moro Que? O Capitão corona tinha q ser mais cuidadoso e tratar a portas fechadas? Explique isso melhor...;;
"13924,@SF_Moro,""@SF_Moro Lealdade ao povo mandou lembranças, não é? Quis derrubar o governo no meio da crise do Corona, com gente passando fome, só para sua """"biografia"""", seja lá o que isso signifique. Traiu o povo é quem trai nunca é perdoado.""";;
13925,@SF_Moro,@SF_Moro É SerJÁo... A casa caiu... Aposto que mostrou mensagem do Telegram com o Capitão Corona como prova...;;
13926,@SF_Moro,@SF_Moro Você tá preocupado com mortos e vítimas do coronavírus ?  Claro que não.  Sr ex-TUDO  vc só esqueceu de que o povo não é  burro. Você tá perdido nas mãos dos bandidos ou em casa mesmo. Kkkk  #MoroTraidor #MoroX9Traidor;;
13935,@SF_Moro,@SF_Moro Não era o momento ainda de deixar a máscara cair!! Estamos na Política do Corona!!! Esse Brasil que eu Amo esta sendo destruído!!;;
13936,@SF_Moro,@Aldocaveirao @SF_Moro Não querido... porque muitos dormiram enquanto éramos assaltados! A saúde está assim por causa dos desgovernos que tivemos que superfaturavam em estádios e roubaram 240 bilhões da saúde. A saúde já estava colapsada!O vírus só expôs o que existia e vermes pegando carona no corona;;
"13937,@SF_Moro,""@rodolfo_pirani @gutop2019 @SF_Moro Kkkk, calma. Só brinquei com vc, nem marquei ele. Cobre o ex ministro, mas veja a floresta como o Ogro ensina, Bolso já mudou todas as promessas, corona deixou ele pelado. Compare os Frutos do trabalho de um e do outro, Moro e Bolso. Ah, e estude o básico do Direito.""";;
13940,@SF_Moro,@SF_Moro Pensou em sua biografia e não no Brasil. Em plena crise do coronavírus saiu de modo abrupto e midiático. Abandonou os brasilieiro! Podia ter feito tantas ações no MJSP! Decepção!!;;
"13941,@SF_Moro,""@SF_Moro Estamos lutando com todas as forças contra o coronavírus, apesar de ter contra essa luta o próprio PR que prefere ver pessoas morrer que seguir a política certa! como td mundo no planeta faz!Vc é um grande apoio para esta luta. Sua voz é seguida por milhões de brasileiros.""";;
"13942,@SF_Moro,""@SF_Moro Estamos lutando com todas as forças contra o coronavírus, apesar de ter contra essa luta o próprio PR que prefere ver pessoas morrer que seguir a política certa! como td mundo no planeta faz!Vc é um grande apoio para esta luta. Sua voz é seguida por milhões de brasileiros.""";;
"13943,@SF_Moro,""@SF_Moro Estamos lutando com todas as forças contra o coronavírus, apesar de ter contra essa luta o próprio PR que prefere ver pessoas morrer que seguir a política certa! como td mundo no planeta faz!Vc é um grande apoio para esta luta. Sua voz é seguida por milhões de brasileiros.""";;
"13945,@SF_Moro,""@SF_Moro Moro, conta aí­ pra gente se Bozo teve/tem corona ou não (vírus nos neurônios também conta tá)""";;
"13948,@SF_Moro,""@SF_Moro O vagabundo ja tem até slogan de campanha, um lixo infiltrado!! Q morra de corona""";;
"13959,@SF_Moro,""@Lidianevale @LeitordaFolha1 @ricardope @SF_Moro O caso do corona não é de janeiro, fevereiro, é muito menos 2020! O vírus começou a circular no final do ano passado!! O quê a população e o presidente decide? 50 dias de carnaval!! UHUUULLLL!!! Aglomeração total, gringos na população, viagens ao exterior.  Kkkkkkkkkk+""";;
13976,@SF_Moro,Alguém pensou como eu q @SF_Moro está demorando mto pra viajar para os EUA? Estranho né... Será q é por conta só do Corona?;;
13986,@SF_Moro,@bozzellajr @jairbolsonaro @SF_Moro Se ele tivesse Corona cm 65 anos se acha que ele tava vivo animal?;;
13990,@SF_Moro,@SF_Moro @araujoea Não sei oq seria pior...o corona ou ser seu amigo...;;
"13992,@SF_Moro,""@ananiasfernanda @RenataMotta2210 @SF_Moro Tá assustada ????";;
"Você não tem noção do que vêm,aí­ podem dizer q o corona vai ser resfriado somente, JB não admite que chamem ele de ladrão,mentiroso e traíra,ok,mas parece que ele encontrou outro com mesmo pensamento pelo caminho.e o pior?conhecedor d muitas leis o maligno. Pqp""";;
13997,@SF_Moro,@SF_Moro Serjo mouro sua casa vai cair safado vem pra rua ver se vc tem popularidade seu safado tá com Rodrigo maia ladrão e nego do STF vc vai pagar em cara perdi meu emprego .e vcs vão ver só coronavírus;;
14000,@SF_Moro,@SF_Moro Que deus tenha piedade do nosso povo indo protetar nas ruas si arricando di pegar corona viros .e esse Traidor mandado ficar em casa depois di trair o povo;;
"14013,@SF_Moro,""@joeilheufloripa @bozzellajr @jairbolsonaro @SF_Moro Esse ai,  o fruta, a Peppa, Doriana, corona Witzil, Peterson Rosa , Fabio Gouveia, Medina... Surfistas de primeira WCT""";;
"14014,@SF_Moro,""@SF_Moro Infelizmente o protocolo diz que foi de coronavírus, sem autópsia, nunca saberemos!ğŸ˜”ğŸ‡§ğŸ‡·""";;
"14015,@SF_Moro,""@SF_Moro Engraçado o senhor nunca postou nada sobre o corona e posta agora,  decepção.";;
;;
"#EuApoioOPresidenteBolsonaro. Agora vou apoiar, mas que nunca. https://t.co/GRbZsBkOHu""";;
"14019,@SF_Moro,""@allantercalivre @SF_Moro """"Corona é o caralho"""" https://t.co/xderCEUACE""";;
14021,@SF_Moro,@hiatomen @YamazakFernands @allantercalivre @SF_Moro Esse tá em casa só esperando a 2nda parcela do corona voucher ğŸ˜¹ğŸ˜¹ğŸ˜¹ğŸ˜¹;;
14027,@SF_Moro,Assim como querem por a culpa do coronavírus no @jairbolsonaro estão querendo por a culpa do golpe no @SF_Moro . Foco na causa e deixem os atores de lado! O problema é o Golpe e não os participantes... eles serão condenados! Ou....vitoriosos;;
14030,@SF_Moro,@OlgaReginaMarq4 @GuilhermeGond10 @marisueli @Biakicis @GloboNews @MajorVitorHugo @Haddad_Fernando @SF_Moro @LulaOficial por suspeita de Coronavirus;;
"14039,@SF_Moro,""@SF_Moro Alguém tem algum conhecido com coronavírus?";;
;;
"Ou so estatísticas de anonomos?""";;
"14044,@SF_Moro,""@Biakicis @SF_Moro Chooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooola Gleisi! Prepare para gritar """"gópi"""" que o impeachment do Capitão Corona está chegando! #ImpeachmentDoBolsonaro""";;
14045,@SF_Moro,@Biakicis @GloboNews @MajorVitorHugo @Haddad_Fernando @SF_Moro @LulaOficial Cuidado com a tosse do Capitão Corona!ğŸ¦ ğŸ¦ ğŸ¦ Já que vc gosta de aparad cuspe dele!;;
14054,@SF_Moro,@Biakicis @jairbolsonaro @SF_Moro Como não tem nada realmente sério ficam pedindo exame de corona...;;
14058,@SF_Moro,@christopherfgon @joicehasselmann @SF_Moro @jairbolsonaro Primeiro ninguém obrigado a produzir prova contra si mesmo segunda não tô nem aí­ se ele pegou o Corona ou não pegou;;
14061,@SF_Moro,@Biakicis @jairbolsonaro @SF_Moro Tranquilão: com corona no rab@ é o povo se fudend@! TranquiloğŸ‘ğŸ»;;
14070,@SF_Moro,@Biakicis @jairbolsonaro @SF_Moro Tá tão tranquilo que não mostra uma coisa simples como o exame do corona. Por que não mostra? Será que mentiu? Se falou a verdade sobre o resultado tem que mostrar para acabar com esse drama.;;
"14080,@SF_Moro,""@bozzellajr @jairbolsonaro @SF_Moro Vc é tão novinho e tão tolinho, está indo na onda da Joice? PR Bolsonaro, alertou os governadores em Dezembro/19 sobre o coronavírus e pediu para os governadores para não fazer o Carnaval , e o que o vermes fizeram? O Carnaval! #BolsonaroTemRazão";;
;;
"https://t.co/4bngqnqlgQ""";;
"14085,@SF_Moro,""@bozzellajr @jairbolsonaro @SF_Moro Pois é menino!!!";;
"Se ele teve covid-19, ele é bem foDÁo hein! Firme e forte até com corona? ğŸ‘ğŸ‘ğŸ‘""";;
"14116,@SF_Moro,""@Clausewitz31127 @VemPraRua_br @SF_Moro disse que iria tirar férias mas não sai do Twitter, parou de falar de corrupção e virou especialistas em pandemia de coronavírus... difícil de entender ...""";;
14126,@SF_Moro,@kdvc19 @SF_Moro Corona Fest 2020! Aproveita e assiste a rinha!;;
14131,@SF_Moro,@AMendoncaAGU VEM aí UMA BOMBA PRA SEU  @JusticaGovBR E PARA @policiafederal  â€œAQUELES MÉDICOSâ€  TERIAM INTERNADO O   ESFAQUIADOR â€œLOBO SOLITÃRIOâ€ DO @SF_Moro  â€œINFECTADOâ€ CM CORONAVÍRUS. @STF_oficial VAI PROIBIR EXUMaíÇO DO CADÁVER. VAI HAVER CREMaíÇO de arquivo. @ptbrasil @psol50  â€œLIVRESâ€;;
14132,@SF_Moro,@RosaKarina @SF_Moro Momento em que corona tem inveja da aftosa;;
"14133,@SF_Moro,""@SF_Moro Hipócrita, torço para ver justiça em relação aos seus crimes desde o caso Banestado e se o corona não me levar graças a incompetencia do governo que voce criminozamente ajudou a colocar lá não me matar vou assistir comendo pipoca voce ser algemado e preso""";;
14141,@SF_Moro,@ninguem_anyone @SF_Moro Caralho vcs ainda acham que e mentira o coronavírus? Que porra vcs tem na cabeça?;;
14154,@SF_Moro,@ONU_es @IgrejaUniversal @PsicologaDisse @MaisVoce @bbb @jornalnacional @g1 @g1para @anapaulaaraujo @gleisi @showdavida @SF_Moro @TVLiberal @GovernoPara @sgovpr queria q o coronavírus me levasse logo..Não suporto.... @samir_mourao @HANGAR_PA @Mulheres_PMDB @Caixa @ https://t.co/e8LGjA2wJk;;
14163,@SF_Moro,@jeanwyllys_real @SF_Moro Marielli já morreu 300 vezes de corona fala de outro assunto.;;
"14179,@SF_Moro,""@LAFBorges @ne_gani @davidmarx40 @PATRlOTAS @SF_Moro @jairbolsonaro Se fechar com esse louco ate 2026 o brasil ja sera extinto. 20% morrera por corona, 20% a china matara bombardeada por briga diplomatica causa por bolso filhos, outros 20% morrera d fome kkkkk""";;
"14182,@SF_Moro,""@SF_Moro Foi só sair do saco do nazista para começar a falar dos mortos pelo coronavírus?";;
"#PegaFogoCabare""";;
"14186,@SF_Moro,""@martabamaral @of_mbenites @OGloboPolitica @SF_Moro Tomou seu gardenal hj fia? Sua desequilibrada, mentirosa. Desemprego é o seu cu. O problema q precisa ser resolvido hj é a epidemia de corona. Emprego vem dps. E a lógica é: qnd a epidemia acabar, as empresas vão abrir e precisar contratar de novo, não vai ser uma catástrofe.""";;
"14260,@SF_Moro,""@SF_Moro E Justamente no meio dessa Pandemia O Sr resolve sair, abandonando uma investigação importante de desvio de fundos para o combate ao coronavírus. ";;
"Perdeu toda a Credibilidade""";;
14264,@SF_Moro,@lcoutinho @claudioedantas @policiafederal @SF_Moro @jairbolsonaro @LulaOficial Dessas 3 torcidas eu torço pro Corona.;;
14317,@SF_Moro,@nikkioliveira @SF_Moro Agora é so deixar o corona agir;;
14319,@SF_Moro,@SF_Moro Corona viros e uma força do comunismo pra derrubar o gov.;;
"14336,@SF_Moro,""@CucinaDiCris @Alisson53315100 @SF_Moro Minha fia, vá sair na rua pra defender seu pastor, vá. Kkkkkkk se pegar corona não vá tirar uti de quem precisa. Hoje o #MINTO cai.""";;
"14353,@SF_Moro,""@SF_Moro O Sr Moro foi minizado quando pulou fora do governo por conta da grande crise causada pelo CORONAVÍRUS,pela simples vaidade de atrapalhar seu projetos de vaidade propria .""";;
14357,@SF_Moro,@SF_Moro Só agora você ficou sabendo do corona? Dispensamos a preocupação.;;
"14432,@SF_Moro,""@SF_Moro Obrigado Moro!";;
"Importante focarmos no que é urgente no momento: nos unirmos contra o coronavírus.""";;
14435,@SF_Moro,@ju_bolsonaro @fiamaflw @CarmenLuciaa17 @SF_Moro @jairbolsonaro Que o corona pegue vcsğŸ¤£ğŸ¤£ğŸ¤£ğŸ¤£ğŸ¤£ğŸ¤£ğŸ¤£ğŸ¤£;;
"14450,@SF_Moro,""@SF_Moro Contando com os que sequer tiveram coronavírus, vai a um milhão.  Vem com demagogia agora traidor.""";;
"14460,@SF_Moro,""@taoquei1 @SF_Moro Ele tb é responsável pela situação do avanço dos casos no paí­s.";;
Foi omisso quando o STF deu carta branca aos governadores p adotarem as medidas necessárias p contenção do corona. ;;
"Está na conta de vcs o avanço dos casos: STF, governadores e ex ministro da justiça.""";;
"14464,@SF_Moro,""@JaspionOpressor @SF_Moro Ele ficou caladinho quando o STF deu carta branca aos governadores p adotarem as medidas necessárias p combate ao corona.";;
Durante a pandemia, Ã  frente do MJSP, optou pelo silêncio e por s esconder.;;
"Assim como governadores e STF, é também responsável pelo q hj ocorre. Foi omisso.""";;
14474,@SF_Moro,@BolsonaroPres20 @fiamaflw @SF_Moro @jairbolsonaro Vão mesmo o coronavírus esperam vcs se aglomerando ğŸ¤£ğŸ¤£ğŸ¤£ https://t.co/iF8bNO9jGh;;
"14486,@SF_Moro,""E lá vem o Jornal Nacional lambendo sua cria: o + insignificante/irrelevante nessa crise do corona, o ex-juizjeca, marreco de Maringá e simplório do interiorrrrrrr, @SF_Moro""";;
14532,@SF_Moro,@sscavalheiro @SF_Moro Vai ver que o conje chegou de mansinho e inseminou o corona.;;
14556,@SF_Moro,@Maregfs @Neka_BR @SF_Moro As palavras do.medico serve ou vc quer ir no hospital  pessoalmente tirar suas dúvidas lá tem mais sete pessoas com coronavírus e https://t.co/ARQa2IC6gf;;
14577,@SF_Moro,@Luizpraieiro @jdoriajr @jairbolsonaro @SF_Moro @gen_heleno Olha o de estava esse fdp. E agora mete o louco. No carnaval já tinha corona. https://t.co/TdBANXKCL0;;
14651,@SF_Moro,@SF_Moro Forca Ministro! Pra cima do Corona e dos peh gelado que torcem contra nosso governo! Trabalho excelente!  Não desistam! Grande Abs ğŸ‡§ğŸ‡·ğŸ’ªğŸ»ğŸ‘ŠğŸ»;;
"14661,@SF_Moro,""@CarlaZambelli38 @SF_Moro @jairbolsonaro Carla sugira q os primeiros testes do Corona sejam aplicados aos detentos postos em liberdade, caso seja negativo, q voltem imediatamente p\ os presidios, o ultimo relato de Moro, na coletiva é sério, o preso não é só um traficante, é um terrorista a serviço sabe-se-lá de quem...""";;
"14665,@SF_Moro,""@SF_Moro @jairbolsonaro Sugiro que os primeiros testes do Corona sejam aplicados aos detentos postos em liberdade, caso seja negativo, que voltem imediatamente para os presidios, o ultimo relato de Moro, na coletiva é sério, o preso não é só um traficante, é um terrorista a serviço sabe-se-lá de quem...""";;
"14673,@SF_Moro,""@G6conta @FabioTalhari @wendellopesrj @MPF_PGR @SF_Moro @sikerajr @dimacgarcia @GVBA5 @catafoiawins @RizethJ @depheliolopes @OsmarTerra @tarcisiogdf @lhmandetta @minsaude @AiltonBenedito @g_g_garci @PorTiMeu_BR @JulyB_Lucille @WJuniorMetal @WendelBrazilSP @jairbolsonaro Esse história de coronavírus, está escancarado a porteira para a corrupção, aguardem a """"operação coronavírus""""""";;
14679,@SF_Moro,pfv mano @SF_Moro prende o Coronavirus e solta a maconha;;
14687,@SF_Moro,@iasgomes @SF_Moro @BolsonaroSP @jairbolsonaro @VladimirAras Tem mais chance dele pegar corona fora do que dentro da prisão....;;
14736,@SF_Moro,@SF_Moro @jairbolsonaro Manda prender o Capitão Corona. O maior propagador de vírus do Brasil.;;
"14767,@SF_Moro,""@SF_Moro Em resposta a @taoquei1";;
Uma pergunta onde estaa;;
cambada do pt e os esquer;;
das que estão tão quietos;;
"nessa hora do corona?????""";;
"14774,@SF_Moro,""@bibonunes1 Eles estão fazendo isso de propósito pra aumentar a violência e colocar na conta do Governo e do CORONA ";;
@jairbolsonaro @CarlaZambelli38 @CarlosBolsonaro @Biakicis @SF_Moro @gen_heleno @BolsonaroSP @carlosjordy;;
"@majorfabianadep @AbrahamWeint @DamaresAlves""";;
14808,@SF_Moro,@SF_Moro Os presos estão mais protegidos do corona do que a população em geral.  Os defensores dos criminosos estão aproveitando o momento. Lamentável;;
"14916,@SF_Moro,""@SF_Moro Concordo , e achei um absurdo suspender mandatos de prisão de pais que não pagam pensão desde de antes do corona agora que o safado do pai da minha filha deve estar dando risada , porque pra mim a partir do momento que vc precisa usar a justiça é porque o homem não vale nada""";;
14921,@SF_Moro,@veramagalhaes @SF_Moro @oatila Vcs não tem medo do corona??? O Ãtila ou qq um de vcs pode estar contaminado!!! Como estão aglomerados????;;
14952,@SF_Moro,@Josefer70649021 @SF_Moro @domlancellotti @jairbolsonaro Isso significa q se o corona fosse menos contagioso como é o caso do vírus da gripe ele mataria por ano 7 mil pessoas!!! Mas como é muito mais contagioso ele mata 7 mil por mês!!!!!;;
14956,@SF_Moro,@Josefer70649021 @SF_Moro @domlancellotti @jairbolsonaro Vcs tem dificuldade em interpretar textos em português e ainda se metem a ler inglês? O texto disse que se levar em consideração os q não foram diagnosticados com coronavírus a mortalidade do Corona é cerca de 7 vezes maior que gripe!!;;
"14974,@SF_Moro,""@veramagalhaes @SF_Moro @oatila Daí­ precisa provar. O microbiologista não é mais conhecido que Moro, mesmo com o povão em casa que está cheio de ver corona na TV. Como não tem a credibilidade e escreve o que quer e o que acha não estou acreditando neste sucesso Playmobil/TV Cultura. Pra mim é Roda Morta.""";;
"15011,@SF_Moro,""@jairbolsonaro @valenobrasil @MInfraestrutura @tarcisiogdf Com esses kits de exames rápidos, o número inflado de mortes por Corona no RJ e SP irão despencar! @SF_Moro precisa mandar investigar essas mortes, pois existem várias denúncias de fraude em vários atestados de morte! #BolsonaroTemRazao https://t.co/pxORxxFQd3""";;
"15014,@SF_Moro,""@EdeniuceG @SF_Moro Muito absurdo isso , ele que corra o risco de morrer na cadeia , quando tirou a vida de um inocente assumiu esse risco. É revoltante isso para matar , estuprar , violentar são corajosos  , mas agora tem medinho do corona . Sinceramente, não tenho mais fé nesse paí­s !""";;
15054,@SF_Moro,@SF_Moro @jairbolsonaro Serginho ... Vai arrancar o saco do CAPITÃO Corona heim !;;
15081,@SF_Moro,@SF_Moro @jairbolsonaro Por favor....liberte agente supermoro...queremos ir pra rua pegar corona por favor nao tire nossa liberdade de sair por ai sendo cantaminado e contaminando ...nosso direito de ir e vir...num rasga a constituiçao nao super;;
15089,@SF_Moro,@SF_Moro @jairbolsonaro Pra aglomerar na feirinha enquanto o capitao corona desfila a tanguinha virotica?;;
"15093,@SF_Moro,""Entrevista do doutor Young sobre o coronavírus (que a CNN cortou) na Ã­ntegra";;
https://t.co/tBLVIPwF0k;;
;;
"@jairbolsonaro @CarlaZambelli38 @exercitooficial @BolsonaroSP @SF_Moro""";;
15103,@SF_Moro,Pelo amor de Deus!!! A esquerda está usando como pretexto o corona pra colocar nas ruas seus â€œsoldadosâ€ presos! Enqto isso seus â€œgeneraisâ€ ficam propondo ações e mais ações contra o presidente! ESTÃO ARMANDO UM GOLPE!!! @jairbolsonaro @SF_Moro @GeneralMourao @gen_heleno;;
"15104,@SF_Moro,""@SF_Moro @jairbolsonaro Grande medida Sr. Moro, transformando os brasileiros de bem em bandidos. Tirando o direito de ir e vir. É bonito ficar nas estradas barrando o cidaDÁo de bem. Porque não tomaram a mesma atitude em 2009 que ate hoje este virus continua matando. Muito mais que este corona.""";;
